restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,401,0,0]",True,objective_patience,325,-12696373.05078125,-8312747.0546875,-36863.55419921875,-21045983.65966797,[],190.1581619339995,325,24.74854278564453,326,False
1,"[20260822,1103,401,0,1]",True,objective_patience,485,-12696330.4296875,-8312750.44140625,-36892.322265625,-21045973.193359375,[],283.0385095169986,485,20.950071334838867,486,True
2,"[20260822,1103,401,0,2]",True,objective_patience,404,-12696389.7109375,-8312777.08984375,-36849.9375,-21046016.73828125,[],235.98444077600288,404,29.07463264465332,405,False
