component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4105465.0,5120000.0,35165046.0,34662594.77066915,502451.2293308526,14229834.108105008,78620445.78304443,2.7792644742392594,3.9186165692755477
shape_bin,short,fragment_length_lt_100,5120000,,,18998049.0,18742240.07973691,255808.92026308924,10260900.977790043,41836462.44823989,2.0040822222246177,2.8585283052511223
shape_bin,long,fragment_length_ge_100,5120000,,,16166997.0,15920354.690932244,246642.30906775594,9186795.479475671,32157535.36758403,1.794295992085092,2.5061461702145897
