,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Ventricular Cardiomyocyte
0,4.661871,0.06566767,0.055520225,0.264301,0.17606537,0.17648108,1.5199587,0.36420345,0.042709496,0.31850746,0.04965547,0.0123047
1,0.015290939,0.5695885,0.011304826,0.012365257,0.052582387,0.10741511,1.1814599,0.030809246,0.014923556,0.6545589,0.016671114,0.2712318
2,3.791142,0.69478655,0.15298267,1.4567463,0.090592735,0.5058582,0.23628679,0.09554697,0.25796738,0.12627381,0.5559924,1.395251
3,5.5090694,0.17688982,0.040093403,0.049197216,0.025480304,0.061214842,0.080740266,0.025491808,0.6248039,0.077950746,0.041106284,0.8116305
4,0.011167081,0.29882732,0.058650587,0.015359381,0.05805737,0.605414,0.065363556,0.019056512,0.039264664,2.1683989,0.08857759,2.9619892
5,2.11628,0.20031647,0.02651681,1.9591838,0.037118725,0.060781606,0.060070217,0.03439004,0.030149361,0.05546104,0.027592989,0.6660198
6,1.3946645,2.0671375,0.036228765,0.02989587,0.07703043,0.12573002,0.04781921,0.1992473,0.02687396,0.06852041,0.041211706,0.80221885
7,0.045031216,0.08165506,0.036711127,0.02813167,0.42984846,0.31464842,3.2187917,0.06909222,0.03410812,3.834349,0.037542123,1.2979552
8,0.12998721,0.98540235,0.031589415,0.02556905,0.025720127,0.11014506,1.7697753,0.053720705,0.041697968,0.07358079,0.048928518,0.15839423
9,0.27014217,0.562269,0.021819025,0.019306207,0.09007169,0.1922778,4.0465755,0.070654295,0.021327106,0.11098451,0.022237908,0.20767765
10,0.7644965,0.05122078,0.016717613,0.01903716,0.051938392,0.07583292,1.0374278,0.048932545,0.015592031,5.533818,0.022414481,0.037184272
11,0.029422391,0.5149376,0.03693703,0.024789859,0.09867148,0.26960894,1.3329922,0.019263236,0.047831714,0.1806578,0.1631665,0.91309035
12,1.1949178,0.7866015,0.040578846,0.030696698,0.14897266,0.07962438,0.036507796,0.028385447,0.032716013,0.15300317,0.048900384,1.8482827
13,1.6611661,0.19575033,0.05785177,0.059327036,0.28616908,0.16952401,1.5588796,0.22911389,0.050219025,1.4383178,0.035922185,0.2579743
14,0.21676126,0.10633906,0.024490723,0.014138903,0.048108645,0.10239902,0.040862832,0.028481055,0.02659799,2.8366494,0.025722923,1.5282753
15,0.011070672,0.33708957,0.017045679,0.011618889,0.01552116,0.041826032,0.011856031,0.013370296,0.02015341,0.0211828,0.03534908,3.315785
16,0.18957196,3.5160868,0.011233241,0.0148405135,0.012656221,0.04867094,0.5309582,0.059047565,0.013020548,0.035671018,0.014851863,0.5810956
17,1.3659565,0.29842,0.04410221,0.0423827,0.22306441,0.10220005,0.087141596,0.07359838,0.075031474,1.8029313,0.5204031,0.68887866
18,0.006739331,0.20858811,0.017323269,0.009148753,0.009706345,0.042367823,0.01320297,0.009131186,0.014710283,0.019521296,0.026912523,5.412225
19,0.046900045,1.0792475,0.054295663,0.032855462,0.032507554,0.071174994,0.050246973,0.14769581,0.037022542,0.14105114,0.05606314,7.950435
20,0.013859969,0.02280268,0.056265548,0.012861436,0.037047356,0.2907008,3.8749936,0.107676424,0.02913623,1.6036441,0.03900947,0.18456769
21,5.4858356,0.02744766,0.035216574,0.06899063,0.06898831,0.11860882,1.8088195,0.07589069,0.022584347,6.389965,0.019365834,0.0057261307
22,0.834159,0.29567418,0.026748344,0.02045446,0.04402973,0.1607233,0.669657,0.21790402,0.025681386,2.2735794,0.030717894,0.23743618
23,4.690249,0.40610203,0.029004568,0.061750937,0.025413342,0.063572995,0.023308069,0.029531531,0.03175838,0.037114035,0.038714994,1.6785805
24,1.8708481,0.66240263,0.016691145,0.026696002,0.034904618,0.057633616,0.07662546,0.04289825,0.020971324,0.070648976,0.028983567,1.1072111
25,0.018652525,0.4887247,0.029624397,0.017947324,0.030362535,0.08684027,0.069380336,0.021491412,0.026985489,0.091896296,0.039125867,3.0160296
26,0.011029244,1.7736175,0.026477661,0.01450905,0.024682032,0.18304329,4.180845,0.05015028,0.016507626,0.06415636,0.029369796,1.4810488
27,2.3254776,0.008807548,0.03068071,0.024142718,0.075120896,0.16215238,3.1789632,0.03303676,0.022909854,0.10091126,0.016889509,0.0054829903
28,1.1842495,0.60837084,0.0489896,0.10178284,0.04791907,0.088461235,0.75656533,0.09556454,0.040999565,0.15602675,0.04540485,1.2235012
29,1.8542018,0.017675212,0.036920853,0.025882272,0.036509357,0.08509967,0.2788136,0.16760753,0.023267625,1.8049536,0.029713128,0.008104117
30,0.006338128,0.0035424514,0.020489145,0.011095082,0.019680915,0.1000623,0.59808725,0.026612232,0.012243756,4.710506,0.016535478,0.002305011
31,1.6682749,0.69177735,0.014217563,0.023931483,0.021888513,0.060689617,0.055480115,0.029569644,0.013312565,0.07714282,0.026266268,0.47679424
32,0.8444475,0.07127084,0.014389234,0.037706427,0.13894647,0.07301921,0.42408043,0.1810911,0.015299371,1.4387044,0.011427608,0.100469545
33,0.021897728,3.81708,0.031274986,0.02297034,0.010926225,0.04733359,0.017142497,0.02487303,0.021190705,0.02040843,0.039428152,2.6194675
34,0.5971714,1.8312129,0.054955922,0.07814364,0.30839747,0.35446423,2.3042905,0.2134324,0.06913804,2.2644553,0.13453351,0.76992834
35,0.06490906,0.20931536,0.024096413,0.021704378,0.053922627,0.14265339,0.2713629,0.08855529,0.020611117,2.747616,0.02552258,0.22416283
36,0.42033747,0.15755665,0.031078199,0.02322422,0.03647165,0.23882714,6.803274,0.06527736,0.02583769,0.12298162,0.025405925,0.2965135
37,0.76684356,3.4551046,0.038145643,0.84421897,0.025662627,0.06418769,0.032239143,0.32024255,0.03210972,0.03782013,0.026636759,1.155491
38,1.8188065,1.6669327,0.07274053,2.0953631,0.09389011,0.050637554,0.06899839,0.045184992,0.0417671,2.8878808,0.037103508,1.0245342
39,0.13009712,4.2036166,0.0186162,0.030687183,0.019745145,0.04450095,0.019161407,0.28758943,0.02063008,0.026186358,0.019661415,0.7512581
40,3.682485,0.5768916,0.05681274,0.0575239,0.04858616,0.0967539,0.033517443,0.053811304,0.042340413,0.09240002,0.054718357,3.6969347
41,0.012013874,0.013605204,0.04551343,0.013415361,0.043758802,0.44331798,0.67440027,0.019607496,0.020670401,6.3494544,0.023830105,0.06632313
42,0.022109881,0.21111448,0.016009828,0.014373772,0.06354814,0.06352917,0.52621627,0.10865543,0.017609155,1.197921,0.0230738,0.5712998
43,0.2932988,0.0109369345,0.011843252,0.009040053,0.034776337,0.055469513,1.9950483,0.016178615,0.010074782,0.0367398,0.0112781795,0.076509416
44,0.5746867,0.09760774,0.027590465,0.016441377,0.037648506,0.15943414,0.5315186,0.029825145,0.036227237,0.44718647,0.0398605,1.5366697
45,0.12645254,1.5856073,0.06437803,0.064858556,0.06372016,0.12538241,0.064126015,0.24362697,0.054179665,1.7663052,0.08317943,0.9321455
46,0.8409963,1.0105524,0.04366939,0.051661044,0.025887094,0.09824987,0.6273847,0.08537714,0.032952223,1.3915197,0.060608987,2.7612092
47,0.31409657,0.043686174,0.006347028,0.008812616,0.009929448,0.024397798,0.7378361,0.012127587,0.0048743268,0.01726086,0.0062487023,0.7028563
48,0.027201109,0.67415756,0.03264331,0.024707051,0.0356162,0.13881303,1.2981578,0.03071862,0.026733834,0.06269781,0.0417766,3.8469033
49,3.884725,2.1284785,0.0466472,0.53346115,0.054471977,0.20447534,1.0870658,0.09380504,0.06560786,0.09760545,0.05338763,0.6312541
50,2.5070899,1.0505811,0.03783944,0.07649239,0.03326679,0.11576822,0.052429717,0.029133055,0.034928698,4.3779798,0.052378006,0.23129004
51,0.060646053,0.2871547,0.06638777,0.026435958,0.1186929,0.13444464,0.17495888,0.06546909,0.04796595,5.3376784,0.04307113,2.4822545
52,2.5053594,0.25424507,0.04093652,0.044210423,0.04712115,0.2916216,1.2607676,0.069760755,0.029197138,3.386401,0.04044959,0.35430652
53,1.051028,0.03410789,0.038803693,0.024000464,0.07504633,0.16606192,4.86433,0.098729774,0.030153526,0.07056187,0.021736218,0.12215298
54,0.010172503,0.0029445526,0.07901396,0.009142455,0.045386214,0.4438327,8.412609,0.019320535,0.034358762,0.39605957,0.028300771,0.00341035
55,0.022670219,0.5582408,0.049013764,0.016127117,0.0411806,0.47026607,3.1736138,0.03537667,0.022740735,0.43307742,0.07666905,0.19659083
56,0.19975795,0.23859656,0.040780064,0.02391083,0.10872044,0.10348709,0.8279777,0.3228289,0.04441356,0.96173584,0.04002177,1.9790502
57,0.011345558,0.0031380004,0.043130808,0.015882634,0.027699497,0.346551,5.125373,0.022424588,0.028176531,1.8668457,0.028310778,0.0030010352
58,0.015149513,0.0035752303,0.031741556,0.015681555,0.024361087,0.41212195,4.090633,0.05219402,0.032595284,0.20151767,0.05100371,0.0039963075
59,1.0732374,0.60187835,0.077444114,1.0128107,0.02952677,0.07794348,0.03988458,0.27973983,0.07851481,1.1814611,0.0384851,0.16657937
60,0.07459406,0.46881235,0.067453116,0.041204236,0.039698847,0.6722896,1.8794819,0.03330024,0.06437457,0.6444038,0.24038415,0.7549428
61,0.003999258,1.4330901,0.011118969,0.005523206,0.009188259,0.037884254,0.013415757,0.008487813,0.009643144,0.016646573,0.012078706,0.22867471
62,0.100795634,1.1455775,0.028030792,0.02335224,0.06560222,0.15232058,0.2316364,0.030592797,0.027340868,2.587128,0.049169097,0.37726495
63,0.11898289,0.32296398,0.021195624,0.018362228,0.016062161,0.040856455,0.014483873,0.037890166,0.026429778,0.0630894,0.041306365,3.0817652
