component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4126668.0,5120000.0,36661410.0,36157994.20206185,503415.79793815315,14552458.624517035,81782384.88221699,2.8422770751009834,3.996638843742077
shape_bin,short,fragment_length_lt_100,5120000,,,20055621.0,19758099.966925826,297521.0330741741,10572041.553477334,44433678.6363799,2.0648518659135418,2.9459213938372404
shape_bin,mono,fragment_length_100_249,5120000,,,11946142.0,11787349.573865918,158792.42613408156,7995492.812005712,24253644.145743977,1.5616196898448655,2.1764741836777253
shape_bin,long,fragment_length_ge_250,5120000,,,4659647.0,4612544.661270105,47102.33872989472,4402631.20847421,7947087.922277075,0.8598889079051192,1.2458593860543576
