spot,Dendritic cells,Monocytes,B cells,Regulatory T cells,Naive CD4 T cells,Memory CD4 T cells,NK cells,Naive CD8 T cells,Memory CD8 T cells
GSM3722011,2.782918930053711,3.662242889404297,9.779932022094727,30.672239303588867,0.19552604854106903,19.07551383972168,118.07183074951172,4814.2880859375,373.76416015625
