,q05cell_abundance_w_sf_Atrial Cardiomyocyte,q05cell_abundance_w_sf_Ventricular Cardiomyocyte,q05cell_abundance_w_sf_Fibroblast,q05cell_abundance_w_sf_Endothelial cell,q05cell_abundance_w_sf_Lymphatic Endothelial cell,q05cell_abundance_w_sf_Mural cell,q05cell_abundance_w_sf_Mesothelial cell,q05cell_abundance_w_sf_Neural cell,q05cell_abundance_w_sf_Adipocyte,q05cell_abundance_w_sf_Myeloid,q05cell_abundance_w_sf_Lymphoid,q05cell_abundance_w_sf_Mast cell
0,4.697615850091097e-06,3.068845107918605e-05,0.0017157400725409393,1.7375501101923874e-05,3.825821966074727e-06,4.90105139760999e-05,0.04320432338863611,5.989063606648415e-06,1.9471376299858094,0.16779643967747687,3.4705981670413165e-05,0.4387893736362457
1,0.8262275367975235,0.005111328815110028,4.974093803866709e-06,3.358955996191071e-06,6.251573495319462e-06,0.0005719303735531867,3.365056738857675e-06,6.383898153217161e-06,2.1687662297154024e-06,0.4695824146270752,0.002733754529617727,0.5628908485174179
2,0.09577766284346581,0.19664917886257172,0.7921142756938935,2.9980983345012647e-05,9.89385007414967e-06,0.11331528574228286,2.4913616380217717e-05,6.4499855625399505e-06,0.7755522578954697,0.00010412310693936888,4.035609254060546e-05,6.0003370890626684e-05
3,0.014224193105474115,0.3385542705655098,0.00017087906162487345,3.752629545488162e-05,6.584292827938043e-06,0.5838068902492524,1.6161381063284354e-05,0.00014686404683743605,1.1711152076721192,1.6491504629811972e-05,2.0106753436266447e-05,0.25633017867803576
4,0.09565780945122242,0.6289512068033218,5.7149663916788995e-06,0.0017827177711296827,1.0384712049926748e-05,1.768723686836893e-05,9.329611657449277e-06,6.00674502493348e-06,4.207898609820404e-06,0.7278744667768479,3.66775810107356e-05,0.2993789792060852
5,6.36294309515506e-05,0.12771924287080766,0.2810098320245743,5.370691524149152e-05,1.9266449089627714e-05,0.005684634111821652,6.422623628168368e-05,1.3546922946261476e-05,1.390433430671692,0.07337249293923379,0.0002721111581195146,8.410720802203287e-05
6,0.13798540979623794,0.2187451772391796,7.124188341549598e-05,0.001439695543376729,0.0016720880870707334,0.002813696803059429,0.0008744108403334394,7.812249314156362e-05,0.07832362093031406,5.955676601843152e-06,1.1445415066191346e-05,2.2609695588471367e-05
7,0.00010198374511674047,0.40320504307746885,4.40132143921801e-06,6.448867384278856e-06,5.435911543827388e-06,3.539869649102911e-05,1.648279258006369e-05,7.460536949110975e-06,6.5273992731818e-06,1.2863371551036835,0.38661173433065416,0.49729863852262496
8,0.05883676577359438,9.437419066671283e-05,3.802733244810952e-05,1.1521813667059179e-05,1.2324644501404693e-06,4.476807171158725e-05,1.4327750659504091e-05,0.0019054125703405588,0.49521683603525163,3.35790259669011e-06,2.0276953364373185e-05,0.5042977780103683
9,0.39765186309814454,0.9276332944631577,9.686714984127321e-05,1.689863793217228e-05,9.676325817054021e-06,4.03468906370108e-05,9.29941074900853e-06,0.003906942182220518,5.335638002179622e-06,0.002040203532669693,0.00038300368614727634,0.40397613048553466
10,5.719364338574451e-07,1.626809876142943e-06,0.00017390168068232017,2.6731999059848026e-05,3.7974917859173733e-06,0.0003358126326929778,1.8037522022495977e-05,0.0036295923520810905,0.07674630396068097,1.2208190500736236,0.0004061954008648172,0.6770795911550522
