,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Ventricular Cardiomyocyte,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell
0,0.00077900937,0.0013809296,0.020215211,0.0018736104,0.0008118917,0.0039282762,0.07196179,0.0013641953,2.0639381,0.20530456,0.0035916362,0.53399724
1,0.89862144,0.029289788,0.0012603046,0.001543265,0.0007253805,0.007993864,0.0006289115,0.0015911171,0.00047464384,0.51647246,0.019048981,0.66163445
2,0.1309878,0.25721163,0.8865008,0.0029551617,0.001474765,0.19095255,0.001638768,0.0027710604,0.8423967,0.0023102614,0.0030616426,0.002976157
3,0.037353557,0.41759294,0.0042502917,0.0023564792,0.000846647,0.6977282,0.0019670834,0.0064181415,1.2451762,0.0011383984,0.0017857037,0.32164466
4,0.12699124,0.7072051,0.0006974934,0.010349066,0.0010745176,0.0024852424,0.0009260592,0.0007988148,0.00053920515,0.78611505,0.0038480158,0.36935663
5,0.0019584936,0.17424391,0.35723555,0.0035135017,0.001524663,0.03018251,0.0028447446,0.0016938461,1.4729692,0.09519772,0.007565546,0.003754364
6,0.16958754,0.2697986,0.0025543645,0.008525305,0.006854514,0.016406612,0.005370156,0.0030473808,0.09407342,0.000953032,0.0013733094,0.0015804128
7,0.0021105846,0.4670973,0.00070276874,0.0009946027,0.0009197235,0.0020926013,0.0015398443,0.0010256431,0.0007723617,1.3712322,0.4676246,0.5946249
8,0.07675007,0.0030600158,0.0024343983,0.0012024752,0.0007078225,0.0035586911,0.0009919604,0.009626969,0.53902185,0.0005663013,0.0021980205,0.5948099
9,0.46356022,1.0299582,0.002305919,0.0013902619,0.000822395,0.002828778,0.0007018671,0.014628705,0.000556927,0.0073642693,0.0067509566,0.4721049
10,0.0008713778,0.00046161315,0.003888416,0.0022545194,0.0005917542,0.006324393,0.001093065,0.014397034,0.09454417,1.301444,0.008647161,0.79515505
11,0.31195775,1.3256469,0.0008987806,0.0017765136,0.0005454939,0.0030365074,0.0006995588,0.00084221864,0.19636421,0.0017755651,0.0020286108,0.32117155
12,0.33848426,0.2570619,0.0010182573,0.0007510764,0.00072032766,0.0016776363,0.0006170287,0.0012991141,0.43886003,0.0005621344,0.0019352426,0.0012445545
13,0.34050936,0.010319757,0.29388735,0.0015009474,0.0011589949,0.006122862,0.01555427,0.0031484878,0.9986589,0.492655,0.002686393,0.2098517
14,0.0013620601,0.34226543,0.0015016731,0.00089337444,0.00037172437,0.001049321,0.0034382571,0.0010876942,0.48413593,0.40499678,0.0022726979,0.0042914464
15,0.6396415,1.0709244,0.0034866,0.0011774338,0.0005220806,0.008805117,0.00046388677,0.0016721355,2.2808359,0.0005948608,0.0013312886,0.0013083704
16,0.8143473,0.025800094,0.0010472185,0.0009507126,0.0008864615,0.0032103981,0.0005151284,0.0022814753,0.0006372885,0.0010272951,0.029039314,0.7452454
17,0.18570966,0.6625813,0.4988045,0.0029012254,0.0010701456,0.014137862,0.0030838465,0.011172888,0.5410639,0.54312843,0.025813164,0.004313336
18,0.0023245702,1.2694052,0.0017266162,0.0011693735,0.0013954716,0.0033031902,0.0077372105,0.002166259,0.07443903,0.0010156136,0.01062975,0.3551276
19,0.37000597,2.439369,0.002626776,0.0036892167,0.0031668271,0.0022440485,0.0006620671,0.0027981233,0.0010866463,0.34682238,0.002372311,0.0038309642
20,0.0014952112,0.1768238,0.0008117788,0.0015799231,0.0009963168,0.0072364714,0.0010607324,0.0010642702,0.00036454274,1.0159396,0.0033829166,1.0558723
21,0.00045655694,0.0012032485,0.4137295,0.0031736724,0.0023915854,0.005718978,0.004295951,0.005580814,0.7142217,2.426537,0.013167736,0.5355884
22,0.34266248,0.007519647,0.0010138558,0.0026111868,0.0013345296,0.003987601,0.0015040102,0.0010093604,0.13290022,1.0634865,0.11344828,0.2875866
23,0.0021010546,0.14829758,0.0108604785,0.001746754,0.0007303693,0.007127893,0.0006933432,0.0017499344,2.4297478,0.00089682394,0.0013321388,0.0015697597
24,0.28988412,0.3735767,0.0021549268,0.0021126212,0.0004289979,0.0043924088,0.00070043997,0.0014065325,1.4409707,0.00055548985,0.0010115085,0.0015268092
25,1.1452236,0.3233383,0.001293511,0.029945077,0.0017025864,0.0063351816,0.0015095515,0.0028090975,0.0008804702,0.4814628,0.04145162,0.0018193431
26,0.20793095,0.24687609,0.12993471,0.002086275,0.002185686,0.006833413,0.001611239,0.0015964601,0.43810815,0.0016373913,0.0042254073,0.81111306
27,0.00055712234,0.00068154593,0.0022307374,0.0019425468,0.00057129114,0.00869359,0.001204623,0.0011352941,0.86910814,0.0017100602,0.01100934,1.6033431
28,0.22251312,0.67899513,0.0041519203,0.0028039694,0.00073466724,0.004027058,0.0022464094,0.008061772,0.12087087,0.0018074929,0.0027259318,0.33662972
29,0.029323313,0.0019252062,0.0028235437,0.0022367155,0.0015999952,0.0021883564,0.01078396,0.0011170828,0.8334731,0.5363548,0.0028508878,0.0027338604
30,0.00037621116,0.0006029681,0.0007664149,0.0007632155,0.0005081385,0.0009724797,0.00138865,0.0006307224,0.0011229438,0.5649253,0.002372964,0.35831854
31,1.3247498,0.45219204,0.12683485,0.011035891,0.0012433691,0.018556232,0.0023078548,0.012139057,0.048638087,0.5926324,0.011049477,0.009325839
32,0.06525887,1.8909181,0.0042131403,0.0049571786,0.002126278,0.011318066,0.07367071,0.002334149,0.39502168,0.20041616,0.09275683,0.21575776
33,1.8027457,0.37242594,0.2558402,0.0068285926,0.0010833241,0.11423427,0.0012755747,0.0051953066,0.0013352297,0.0016723425,0.017456325,0.001635643
34,1.061293,0.28218782,0.051904935,1.060086,0.005157539,0.044080503,0.0054886257,0.006564331,0.7837679,0.26883706,0.19278912,0.14104687
35,0.036899447,1.8696908,0.0020330043,0.014774771,0.0014353361,0.016905703,0.0004956195,0.00081528287,0.3999327,0.1907908,0.0009426988,0.0018083844
36,0.0012984215,0.2206203,0.40991583,0.0012020948,0.00046141224,0.00818793,0.001276449,0.0039940495,0.17378141,0.00088651513,0.003239126,0.9472975
37,1.3755957,0.21870814,0.61926156,0.0027683037,0.000981791,0.009067949,0.0006519426,0.003648231,0.111700974,0.00048352353,0.0111658275,0.0021929163
38,0.6297305,0.50395256,0.42746723,0.021649476,0.0024002523,0.01048517,0.0048386483,0.010680332,0.27650216,1.3219354,0.14555512,0.0021607848
39,1.4608103,0.30869427,0.0072824545,0.0018179717,0.0005110195,0.03157487,0.0006453743,0.002727066,0.3707315,0.0005158411,0.0016676619,0.0013988495
40,0.0022310752,0.56593823,0.0014881642,0.0010200752,0.0007151719,0.0011410405,0.00067057327,0.0008846711,0.2204853,0.23536257,0.0019134571,0.0052218717
41,0.0008639621,0.12819025,0.00037281838,0.0014870537,0.00068165263,0.0014892071,0.0006539049,0.00044810068,0.0003313185,1.7112795,0.003950299,0.0019893337
42,0.4520869,0.74296945,0.0015012319,0.011376259,0.0006777197,0.0169541,0.0009975018,0.0011244548,0.0018176145,0.3620097,0.003782357,0.5641012
43,0.014236838,0.30035776,0.004842098,0.6904069,0.0009214378,0.013595391,0.0030864784,0.3757164,0.6182383,0.0008667332,0.007201372,1.0499645
44,0.06696302,1.130889,0.10317337,0.0056577804,0.0025396482,0.0048169023,0.001014799,0.00319521,0.29828292,0.0007194542,0.0039071366,0.55306894
45,0.29105952,0.1659958,0.0027859374,0.061694108,0.0008661881,0.01929851,0.007343702,0.0030406688,0.12564956,1.2430668,0.124695875,0.003337039
46,0.0018567952,0.28729665,0.0010535506,0.0011109445,0.0006989316,0.0030900815,0.00066007196,0.0010664054,0.45542043,0.19923025,0.0038112155,0.41381907
47,0.0064799525,0.1271826,0.0012561098,0.00086563226,0.00072906987,0.0020780852,0.00064446847,0.00082656345,0.17334706,1.0326743,0.01614255,0.68168443
48,0.014489888,1.3457443,0.0038350755,0.0019571292,0.00078359974,0.003100242,0.0038889637,0.0021357029,0.0010906116,0.0003109628,0.007012553,0.35219824
49,0.394864,0.5688017,0.84425586,0.0022464143,0.0007469347,0.007537234,0.0008774109,0.0015969633,0.24644211,0.0013242732,0.0018309728,0.8489811
50,0.41741723,0.033388402,0.028887445,0.001796802,0.00092106493,0.0025898388,0.0023553905,0.00090492045,0.19375587,1.7574666,0.0061024036,0.0053997054
51,0.0029197226,0.68233854,0.22496954,0.14959389,0.0011163611,0.007638269,0.0021080212,0.003216178,0.00064698927,1.3637784,0.0055372235,0.002911904
52,0.0037858377,0.38323486,0.0021099418,0.010219035,0.001593974,0.004239155,0.03244397,0.006155344,0.5369524,1.0367196,0.03559529,0.41568965
53,0.0014651251,0.04983749,0.0019835404,0.00074589055,0.0007200745,0.002333291,0.0010999892,0.00084093394,0.079846315,0.0012604474,0.0020041154,1.4366671
54,0.00021880995,0.0005727377,0.0027690118,0.0011155994,0.0013581226,0.0041000666,0.0014275741,0.00096082897,0.2950211,0.12602358,0.0058843843,2.0412688
55,0.2548387,0.016015869,0.0023702988,0.0016434769,0.00042075373,0.0059206863,0.0006689108,0.0031648092,0.46233124,0.0004088982,0.0031250948,1.0258359
56,0.0019788768,0.25481814,0.0028497786,0.0016349233,0.0011705734,0.0556467,0.00071211567,0.0067055076,0.00030700708,0.26984006,0.022310227,0.29558757
57,0.0005821822,0.00023757225,0.00038091143,0.0009775835,0.00047763472,0.0018320826,0.000955586,0.0005130692,0.00047309746,0.37448582,0.3725976,1.3336312
58,0.026107555,0.0016547636,0.2025995,0.0028456456,0.00096963096,0.0072904914,0.0015517382,0.0045291674,0.00077368406,0.8455207,0.046898838,1.145838
59,1.1965697,0.040185038,0.22348545,0.0011814364,0.000517397,0.003304001,0.0017237231,0.0020357333,0.16037057,0.18146741,0.0015791554,0.005390285
60,1.2344999,0.17992346,0.00070173707,0.0011104093,0.00050352945,0.0026708564,0.0013603697,0.0015228154,0.0003888668,0.0006039788,0.0014212824,0.3545727
61,2.3438685,0.3764691,0.0030574654,0.01751909,0.0016944251,0.06336689,0.002903768,0.010138366,0.0007150567,0.00074944575,0.01862705,0.2620023
62,0.72332054,0.012448063,0.22629239,0.0028130233,0.00080088974,0.0097154705,0.020199044,0.0014402511,0.10964604,0.449482,0.021275008,0.011037914
63,0.5755245,0.21712372,0.00044581684,0.028428003,0.0004047252,0.004405684,0.005269214,0.0017130645,0.00031296856,0.08749309,0.2514153,0.1298599
64,3.0787437,0.09688968,0.016228437,0.11688546,0.001905114,0.047080778,0.0031500915,0.0018202019,0.001117353,0.0008587299,0.0075956304,0.8686217
65,0.0026278344,0.6922792,0.0026105104,0.0020306937,0.00069534004,0.004527772,0.0016245934,0.0018988324,1.4273695,0.2982834,0.0020122845,0.07722307
66,0.003434295,0.9313586,0.0008056983,0.0014458173,0.0010934947,0.0020126721,0.00061280746,0.00104326,0.019189335,1.150654,0.005789238,0.43163508
67,0.0049426965,0.4686916,0.0033445784,0.0014092266,0.00046203338,0.0020026648,0.00083070033,0.0040278374,0.6172095,0.10666198,0.0013771667,0.0014345153
68,0.0016545901,0.5638309,0.00043432845,0.00041464847,0.00031007544,0.0014397674,0.00036472877,0.0004858698,0.00016005473,0.00040848486,0.0019209203,1.5351607
69,1.1866348,0.08381876,0.0011139446,0.00090654514,0.00087438617,0.0030835166,0.0007352136,0.0010245474,0.00052025507,0.0027960306,0.0015151663,0.0012086709
70,0.38622615,1.8224924,0.0010501536,0.0011950557,0.00046616598,0.020336526,0.00036450755,0.0011309742,0.0007138426,0.00020759786,0.0008496924,0.0008991425
71,0.0023873283,1.2000868,0.0014138347,0.0007852617,0.00039029797,0.001767182,0.0007077828,0.007274087,0.00023392076,0.61376166,0.0031245383,0.87539816
72,0.00088867836,0.12190987,0.0033950238,0.0025429782,0.000711597,0.029424332,0.017041668,0.002272451,0.24813832,0.57575095,0.081631236,0.53209364
73,0.31725398,0.28402606,0.00617239,0.002378759,0.0019742858,0.02466861,0.0012527608,0.005790468,0.00047529614,0.28777316,0.007275924,1.2329899
74,0.002975023,0.6142666,0.14682117,0.0013998054,0.00095090875,0.051533714,0.00081535766,0.0025280893,0.54538316,0.000512684,0.21831712,0.37358564
75,1.676946,0.03012087,0.001499161,0.00084978255,0.0004077908,0.002044357,0.0009084006,0.00053789467,0.56145823,0.17359284,0.0017385305,0.0022791298
76,0.0029423907,1.4348586,0.0007067466,0.0008062143,0.00044326804,0.0015209112,0.00036195392,0.00058797904,0.120255016,0.00038239162,0.0011160017,0.0017432682
77,1.9293044,0.055977438,0.00077934645,0.0013811804,0.00057924486,0.0049253446,0.0006719654,0.0011657546,0.1579004,0.00042476406,0.0016309374,0.40031007
78,0.0019698506,0.1440754,0.0024090873,0.0011700063,0.0006613737,0.0027068025,0.0011640232,0.0016220654,1.0403258,0.030367706,0.3824839,0.20986342
79,0.00020182885,0.00041727955,0.00089427736,0.0014454668,0.0005326206,0.0020331517,0.00065350643,0.0010216815,0.09496127,2.1034079,0.45360786,1.0377661
80,0.3418716,0.3496616,0.30558485,0.011463763,0.002852712,0.003120263,0.0038742847,0.009199113,0.34943342,0.1448656,0.003999037,0.4143035
81,0.8959873,0.57851213,0.001123023,0.0018749537,0.0007405366,0.003694959,0.0011367956,0.0014100013,0.0016831256,0.2962124,0.0031043496,0.0016329001
82,0.9816173,0.5870766,0.018623045,0.0019301175,0.0011636699,0.003072487,0.0007984545,0.0019711307,0.0245228,1.4652137,0.0041678445,0.58997685
83,0.494298,0.00854308,0.022738397,0.00225789,0.00063092157,0.004568407,0.0008614275,0.0018735187,0.0004632578,0.58056575,0.021475486,0.0022063253
84,0.277591,0.34117135,0.0017116824,0.0019291353,0.0007845615,0.006461361,0.0010440602,0.0015896059,0.23855966,0.002098437,0.0024796766,0.6941232
85,0.13592821,0.010179851,0.13629432,0.0017366712,0.0014101116,0.0051937304,0.0020397513,0.002475038,1.0362781,0.24031287,0.0022007925,0.5920054
86,0.67349887,0.7133075,0.003195731,0.0027142467,0.0010009635,0.0038636494,0.001496535,0.0023496086,0.5574197,0.0010055243,0.0011295219,0.0014559856
87,0.046396907,1.3026749,0.001751213,0.0021004966,0.00064516696,0.006694319,0.0012973095,0.0012988708,0.04874611,0.00055920443,0.0036568567,0.37809438
88,0.0060797106,1.2581288,0.00062520115,0.0016430462,0.001016917,0.002365699,0.0007906626,0.0011623378,0.00021979211,0.89605445,0.0052667763,0.2512262
89,0.48833242,0.2967415,0.0015239088,0.004895403,0.0014634135,0.005203532,0.0006164898,0.0026169585,0.00040547975,0.20554501,0.0038291698,0.59724605
90,1.1079968,0.19742359,0.0018152813,0.0019361706,0.0005605365,0.00666768,0.0030618075,0.0014924314,0.0009916851,0.75959814,0.005501729,0.60175604
91,0.34115016,0.6235381,0.40583408,0.001855931,0.00052206346,0.0054596635,0.0030905588,0.0017582421,0.45405397,0.00066418876,0.0013386653,0.0033284572
92,1.091283,0.030157894,0.002515423,0.0105405,0.001001493,0.002109041,0.0011820504,0.0021704375,0.0006591776,0.00069866277,0.01447161,0.20221429
93,0.40011868,1.539812,0.041134547,0.0037082268,0.0013482142,0.008088111,0.013576317,0.003952202,1.207912,0.0018548366,0.0014202262,0.19060248
94,1.3814129,0.18846473,0.00073729374,0.00084891956,0.00049401214,0.0013517941,0.0003510962,0.0015448678,0.029754104,0.0012957292,0.00064877875,0.0011663222
95,0.52624077,1.0235485,0.004176366,0.11161116,0.0013700046,0.00308275,0.0023280533,0.02382263,0.0005125695,0.0010305265,0.0031603118,0.37657523
96,0.44856742,0.018452479,0.0030148537,0.0016453909,0.0013105226,0.0057528387,0.001588363,0.0041798237,0.0005986432,1.4691617,0.052239757,0.0019037306
97,0.7706438,0.34748822,0.0005394311,0.0010562702,0.00066938426,0.015877973,0.0005683682,0.0014758823,0.00070265995,0.00047510033,0.0026314505,0.5863619
98,0.042768113,0.37893218,0.015036159,0.0011800895,0.001678289,0.0033716117,0.00080002175,0.0019138108,0.024006154,0.26950863,0.009894041,0.25941327
99,0.10730899,0.47181538,0.1219001,0.0021588567,0.003361886,0.014883658,0.0012856135,0.0026277478,0.3490482,0.28481779,0.010599842,1.2969458
100,0.039349444,1.0612997,0.008048635,0.0013962743,0.0006020607,0.006152552,0.0012031277,0.0018084123,2.0854528,0.0011385081,0.0011266952,0.0028830783
101,0.00021703161,0.00086226105,0.001428867,0.0017819585,0.00081675354,0.004631275,0.00039233122,0.0008131206,0.20910667,0.96084595,0.003094311,1.2304087
102,0.0018954322,0.037986048,0.0028811302,0.0012697728,0.001486702,0.0016547525,0.0008198847,0.006135011,0.110133536,0.45613804,0.0048203124,0.8934597
103,0.26144078,0.39922753,0.5826082,0.0031282033,0.00068896246,0.036741212,0.0010645333,0.0024968134,0.48642862,0.00056811416,0.0023239607,0.46697745
104,0.54889494,0.014702954,0.00376047,0.0019756306,0.005838388,0.0037732124,0.0021173628,0.008232967,0.757933,0.09529648,0.0056325207,0.26219082
105,1.2257931,0.31062874,0.07431741,0.0044753957,0.001203581,0.0078450255,0.064629294,0.003797014,1.2154448,0.5966356,0.003035681,0.004740834
106,0.56451875,0.009518399,0.0014131953,0.0006993735,0.00036947144,0.002943775,0.0005040853,0.0009974797,0.00043602745,0.001358153,0.0029609718,1.8590524
