spot_id,CD14 Mono,CD4 Naive,CD8 Naive
spot_0000,0.09751529372710346,0.42891059086548833,0.47357411540740824
spot_0001,0.5920305715672196,0.20072914854367657,0.20724027988910382
spot_0002,0.2639234033639562,0.45947718431593165,0.2765994123201121
spot_0003,0.24651816442764843,0.38942996544102937,0.3640518701313222
spot_0004,0.3220165292193643,0.3517196856778165,0.3262637851028192
spot_0005,0.17477414997441226,0.4440850921068419,0.3811407579187459
spot_0006,0.2509162516354541,0.39607997030819037,0.35300377805635547
spot_0007,0.022178260091459272,0.5147144705047885,0.46310726940375224
spot_0008,0.22179129850335902,0.5003928294335659,0.27781587206307506
spot_0009,0.2238348092428287,0.42751541746856886,0.3486497732886024
spot_0010,0.48060154107239583,0.2658970800868187,0.25350137884078544
spot_0011,0.34129116106826474,0.3892643814348237,0.26944445749691154
spot_0012,0.6688811336114778,0.12120674907112751,0.2099121173173946
spot_0013,0.534088602791262,0.22159918465279316,0.24431221255594487
spot_0014,0.4069089761143298,0.32949041419304326,0.2636006096926269
spot_0015,0.26147476927087915,0.3787606296999374,0.3597646010291834
spot_0016,0.45401121562528796,0.39484558260938796,0.15114320176532398
spot_0017,0.016490049677421438,0.6655603971677801,0.3179495531547984
spot_0018,0.494602890769321,0.30445500314765606,0.20094210608302285
spot_0019,0.22771067230290984,0.3837722305410016,0.3885170971560886
spot_0020,0.11493108215551492,0.5282596029214877,0.35680931492299744
spot_0021,0.2283456373492085,0.3117431355108714,0.45991122713992016
spot_0022,0.489344316514998,0.2801585951791418,0.23049708830586024
spot_0023,0.23041668405671348,0.3873844181321477,0.38219889781113886
spot_0024,0.14697417311948072,0.393415884995571,0.45960994188494825
spot_0025,0.4148294027008095,0.3332459246207671,0.2519246726784233
spot_0026,0.21893476705285822,0.37786756524612775,0.403197667701014
spot_0027,0.004699591322855598,0.34205455195421225,0.6532458567229321
spot_0028,0.6621503517672263,0.17240470377692294,0.16544494445585078
spot_0029,0.5558606703278184,0.24542420844695628,0.19871512122522533
spot_0030,0.17675902066677482,0.42540921408406535,0.39783176524915986
spot_0031,0.24390105100786794,0.49347601637707206,0.2626229326150599
spot_0032,0.3202977513574121,0.39181511476110953,0.2878871338814783
spot_0033,0.17765186610865108,0.39063889858204137,0.43170923530930744
spot_0034,0.22214323721319124,0.35469275036477993,0.4231640124220288
spot_0035,0.12910960267481406,0.4253026193942832,0.4455877779309028
spot_0036,0.24896960573395568,0.36139616943919667,0.38963422482684773
spot_0037,0.3640357910359738,0.2951492201090878,0.34081498885493855
spot_0038,0.5344609128717253,0.29562968424170505,0.16990940288656958
spot_0039,0.12774258400552455,0.43872196652218604,0.43353544947228934
spot_0040,0.08550986652041069,0.43594601089250756,0.4785441225870818
spot_0041,0.40831962942989913,0.33634995343089935,0.25533041713920146
spot_0042,0.46533514824441247,0.26692861465084666,0.2677362371047409
spot_0043,0.32084365559768063,0.33307167644344604,0.3460846679588734
spot_0044,0.7025864644577923,0.19064273367528492,0.10677080186692296
spot_0045,0.42351576765054777,0.27922545463032855,0.29725877771912357
spot_0046,0.5017147403050791,0.31430850778724806,0.18397675190767285
spot_0047,0.3709088433637774,0.3325228220897826,0.29656833454643994
spot_0048,0.5326740288434112,0.18027539781398275,0.2870505733426061
spot_0049,0.64552909926302,0.1625694538472212,0.19190144688975874
spot_0050,0.1445551303266195,0.42254793604165036,0.43289693363173015
spot_0051,0.2684177239437672,0.3292894193803,0.40229285667593284
spot_0052,0.40187667330759663,0.31867768156226217,0.27944564513014125
spot_0053,0.2968128724970381,0.3926148865997451,0.3105722409032167
spot_0054,0.011981666068023327,0.475370478046534,0.5126478558854427
spot_0055,0.44437644575617924,0.4296252084693061,0.12599834577451466
spot_0056,0.290505847568764,0.356335547798258,0.35315860463297793
spot_0057,0.20254643079028498,0.44530553552625834,0.3521480336834567
spot_0058,0.2414869099271724,0.3445066851073035,0.4140064049655241
spot_0059,0.3268703998601042,0.3817938191745094,0.29133578096538637
spot_0060,0.4449246562195396,0.2935510925748045,0.2615242512056559
spot_0061,0.4360331878608193,0.230173941281452,0.3337928708577287
spot_0062,0.6166017930729543,0.17023291087460052,0.21316529605244533
spot_0063,0.42760123563539393,0.31038975573656324,0.2620090086280429
spot_0064,0.30513795546783884,0.37521225169806505,0.31964979283409617
spot_0065,0.22896903711625335,0.37005720765926264,0.40097375522448403
spot_0066,0.2718053695898162,0.42571381808958036,0.3024808123206033
spot_0067,0.3484984463885798,0.36517234587943037,0.28632920773199
spot_0068,0.007913267573166695,0.5416316536224405,0.45045507880439295
spot_0069,0.2504610474694572,0.3478676382470981,0.40167131428344477
spot_0070,0.16001514552245671,0.4061406419761522,0.43384421250139105
spot_0071,0.09364357398258744,0.4874994932553009,0.4188569327621117
spot_0072,0.45790084974557554,0.19633854435655548,0.34576060589786906
spot_0073,0.5107641430214603,0.299882068220993,0.18935378875754658
spot_0074,0.21699140692942828,0.3234617836476846,0.45954680942288717
spot_0075,0.2878903334995867,0.36425488777876647,0.34785477872164694
spot_0076,0.34342114582746874,0.34929271618492014,0.3072861379876112
spot_0077,0.4815592579411381,0.2829239763489321,0.23551676570992983
spot_0078,0.4483066787946236,0.21868099876195066,0.3330123224434257
spot_0079,0.5093316045197939,0.2070134146842383,0.28365498079596785
spot_0080,0.08574218973883667,0.5607435822173301,0.35351422804383315
spot_0081,0.11138501193209205,0.47293058973587615,0.4156843983320318
spot_0082,0.4178825291761376,0.29073027950351854,0.29138719132034385
spot_0083,0.17442461762587733,0.3529307940842288,0.4726445882898939
spot_0084,0.3139260966732197,0.29669944832276735,0.389374455004013
spot_0085,0.07747366629996716,0.40242102461462603,0.5201053090854068
spot_0086,0.6209887018475363,0.171939009815087,0.20707228833737673
spot_0087,0.3301071058276361,0.3137291585501714,0.3561637356221925
spot_0088,0.35486851485598847,0.4057247094559475,0.23940677568806404
spot_0089,0.21009479401333198,0.4770334370877857,0.31287176889888235
spot_0090,0.35140575379623096,0.3057012906456501,0.3428929555581189
spot_0091,0.46962873647285347,0.3272714345845017,0.20309982894264478
spot_0092,0.483222630448787,0.3463549215902892,0.17042244796092376
spot_0093,0.5435158150018965,0.30123110131888803,0.15525308367921536
spot_0094,0.19690213551477626,0.43043668599701385,0.37266117848820984
spot_0095,0.312875524543404,0.353699285545048,0.33342518991154796
spot_0096,0.4997799970541432,0.27612236731293394,0.22409763563292265
spot_0097,0.4673128627426415,0.2616526730657413,0.27103446419161725
spot_0098,0.4085707902583103,0.252363406262704,0.3390658034789856
