restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,307,0,0]",True,objective_patience,193,-10672709.9609375,-11596155.52734375,-7130.6707763671875,-22275996.159057617,[],115.33380373599721,178,39.66481399536133,194,True
1,"[20260822,1103,307,0,1]",True,objective_patience,294,-10672702.65234375,-11596165.52734375,-7130.336517333984,-22275998.516204834,[],173.51821552299953,294,37.693119049072266,295,False
2,"[20260822,1103,307,0,2]",True,objective_patience,266,-10672700.015625,-11596169.17578125,-7131.107360839844,-22276000.29876709,[],158.36923091000062,266,38.44392395019531,267,False
