component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,12500000,485735.0,12500000.0,879351.0,714770.0045542251,164580.99544577487,1425557.5475435117,5289945.568120702,0.11404460380348094,0.6505348918003216
shape_bin,short,fragment_length_lt_100,12500000,,,387728.0,217514.80708987368,170213.19291012632,583865.0675960938,3987604.3109607073,0.0467092054076875,0.5648082372600958
shape_bin,mono,fragment_length_100_249,12500000,,,271524.0,257515.68161557178,14008.318384428218,507421.3479726706,508278.0995487851,0.04059370783781365,0.20164882336354656
shape_bin,long,fragment_length_ge_250,12500000,,,220099.0,239739.51584877956,-19640.515848779556,438133.7610880723,273185.515478424,0.03505070088704579,0.14783382981670304
