restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,0,0,0,0]",True,objective_patience,673,-2405764.2581481934,-842345.7706375122,-34175.961685180664,-3282285.990470886,[],1012.0932538810011,673,7.412132740020752,674,True
1,"[20260822,0,0,0,1]",True,objective_patience,665,-2405762.6064453125,-842357.1216278076,-34174.08758544922,-3282293.8156585693,[],992.2516341900046,665,13.190192222595215,666,False
2,"[20260822,0,0,0,2]",True,objective_patience,731,-2405762.357696533,-842345.8439788818,-34180.94006347656,-3282289.1417388916,[],1091.7103713020042,731,9.604257583618164,732,False
