run_id,dataset_id,modality,feature_set,method,method_run_id,method_config,method_config_source,method_config_source_path,method_config_sha256,method_config_source_sha256,seed,device,dtype,determinism,status,metric,value,run_dir,error
pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke,atac,highly_variable,shapemix,shapemix_length,"{""method"":""shapemix"",""params"":{""abundance_prior"":""gamma"",""abundance_prior_rate"":1.0,""abundance_prior_shape"":2.0,""background_mode"":""none"",""conditional_shape_likelihood"":""multinomial"",""device"":""cpu"",""dispersion_alpha_floor"":1e-08,""dispersion_crossfit_folds"":2,""dispersion_mode"":""reference_crossfit_global_scaled_by_abundance"",""dtype"":""float32"",""exposure_mode"":""absorbed_in_abundance"",""learning_rate"":0.03,""max_steps"":2000,""optimizer"":""adam"",""patience"":100,""peak_chunk_size"":512,""restarts"":3,""seed"":0,""signature_rate_pseudocount"":0.5,""signature_shape_concentration"":1.0,""spot_batch_size"":64,""tolerance"":1e-05,""total_likelihood"":""negative_binomial"",""use_shape"":true}}",method_runs_config,configs/methods/shapemix.yaml,26f227ab9e4f175f8e9e91f51b1efe9d340c5cbcf1b5888ecb3bae46de8fd159,11fa224e8acd3fcc5bf76d804785c2f5735475461bec1827f5c68e1cc1f8c2d5,0,cpu,float32,"{""device"":""cpu"",""dtype"":""float32"",""seed"":0,""source"":""resolved_method_config""}",success,rmse,0.09583290371447363,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/development/shapemix_smoke_development/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_length,
pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke,atac,highly_variable,shapemix,shapemix_length,"{""method"":""shapemix"",""params"":{""abundance_prior"":""gamma"",""abundance_prior_rate"":1.0,""abundance_prior_shape"":2.0,""background_mode"":""none"",""conditional_shape_likelihood"":""multinomial"",""device"":""cpu"",""dispersion_alpha_floor"":1e-08,""dispersion_crossfit_folds"":2,""dispersion_mode"":""reference_crossfit_global_scaled_by_abundance"",""dtype"":""float32"",""exposure_mode"":""absorbed_in_abundance"",""learning_rate"":0.03,""max_steps"":2000,""optimizer"":""adam"",""patience"":100,""peak_chunk_size"":512,""restarts"":3,""seed"":0,""signature_rate_pseudocount"":0.5,""signature_shape_concentration"":1.0,""spot_batch_size"":64,""tolerance"":1e-05,""total_likelihood"":""negative_binomial"",""use_shape"":true}}",method_runs_config,configs/methods/shapemix.yaml,26f227ab9e4f175f8e9e91f51b1efe9d340c5cbcf1b5888ecb3bae46de8fd159,11fa224e8acd3fcc5bf76d804785c2f5735475461bec1827f5c68e1cc1f8c2d5,0,cpu,float32,"{""device"":""cpu"",""dtype"":""float32"",""seed"":0,""source"":""resolved_method_config""}",success,jsd,0.11386812346195407,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/development/shapemix_smoke_development/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_length,
pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke,atac,highly_variable,shapemix,shapemix_count_only,"{""method"":""shapemix"",""params"":{""abundance_prior"":""gamma"",""abundance_prior_rate"":1.0,""abundance_prior_shape"":2.0,""background_mode"":""none"",""conditional_shape_likelihood"":""multinomial"",""device"":""cpu"",""dispersion_alpha_floor"":1e-08,""dispersion_crossfit_folds"":2,""dispersion_mode"":""reference_crossfit_global_scaled_by_abundance"",""dtype"":""float32"",""exposure_mode"":""absorbed_in_abundance"",""learning_rate"":0.03,""max_steps"":2000,""optimizer"":""adam"",""patience"":100,""peak_chunk_size"":512,""restarts"":3,""seed"":0,""signature_rate_pseudocount"":0.5,""signature_shape_concentration"":1.0,""spot_batch_size"":64,""tolerance"":1e-05,""total_likelihood"":""negative_binomial"",""use_shape"":false}}",method_runs_config,configs/methods/shapemix_count_only.yaml,ddbb51cd8e6d3477df96d551e91b53642105982b9e098bd530cec14cd8944999,a51cdee4fbadddb24a32f9a5c30a91581f24ce11a675cd1c22dfe80bbec6af2e,0,cpu,float32,"{""device"":""cpu"",""dtype"":""float32"",""seed"":0,""source"":""resolved_method_config""}",success,rmse,0.08615384138729137,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/development/shapemix_smoke_development/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_count_only,
pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke,atac,highly_variable,shapemix,shapemix_count_only,"{""method"":""shapemix"",""params"":{""abundance_prior"":""gamma"",""abundance_prior_rate"":1.0,""abundance_prior_shape"":2.0,""background_mode"":""none"",""conditional_shape_likelihood"":""multinomial"",""device"":""cpu"",""dispersion_alpha_floor"":1e-08,""dispersion_crossfit_folds"":2,""dispersion_mode"":""reference_crossfit_global_scaled_by_abundance"",""dtype"":""float32"",""exposure_mode"":""absorbed_in_abundance"",""learning_rate"":0.03,""max_steps"":2000,""optimizer"":""adam"",""patience"":100,""peak_chunk_size"":512,""restarts"":3,""seed"":0,""signature_rate_pseudocount"":0.5,""signature_shape_concentration"":1.0,""spot_batch_size"":64,""tolerance"":1e-05,""total_likelihood"":""negative_binomial"",""use_shape"":false}}",method_runs_config,configs/methods/shapemix_count_only.yaml,ddbb51cd8e6d3477df96d551e91b53642105982b9e098bd530cec14cd8944999,a51cdee4fbadddb24a32f9a5c30a91581f24ce11a675cd1c22dfe80bbec6af2e,0,cpu,float32,"{""device"":""cpu"",""dtype"":""float32"",""seed"":0,""source"":""resolved_method_config""}",success,jsd,0.10416045763763132,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/development/shapemix_smoke_development/pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_000_mix_000_smoke__atac__highly_variable__shapemix_count_only,
