component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3847241.0,5120000.0,33435668.0,32991066.347431134,444601.65256886557,13474849.277515244,75050409.6358504,2.631806499514696,3.8286137350223814
shape_bin,short,fragment_length_lt_100,5120000,,,18049290.0,17817313.835886206,231976.16411379352,9632118.699986909,39748978.64088661,1.881273183591193,2.7863008435555137
shape_bin,mono,fragment_length_100_249,5120000,,,10988818.0,10852492.908713147,136325.09128685296,7437906.775100935,22671726.832187105,1.4527161670119013,2.1042983740219787
shape_bin,long,fragment_length_ge_250,5120000,,,4397560.0,4321259.602831769,76300.3971682312,4185745.528853689,7500702.500075537,0.817528423604236,1.210363977093669
