component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3265510.0,5120000.0,36736221.0,36512215.94158832,224005.05841168016,12904129.63053639,81441584.82033993,2.5203378184641387,3.9883028389557684
shape_bin,short,fragment_length_lt_100,5120000,,,20275364.0,20129762.856955204,145601.14304479584,9226962.097835284,44865334.836835414,1.8021410347334539,2.9601960594392085
shape_bin,mono,fragment_length_100_249,5120000,,,11853188.0,11785758.802386124,67429.19761387631,6969848.705301711,23948108.723541245,1.3612985752542406,2.162721661487361
shape_bin,long,fragment_length_ge_250,5120000,,,4607669.0,4596694.282246963,10974.717753036879,3923237.4492371157,7877857.464046072,0.7662573143041241,1.2404209107986284
