spot_id,CD14 Mono,CD4 Naive,CD8 Naive,CD4 TCM,CD16 Mono,NK,CD8 TEM_1,CD8 TEM_2,Intermediate B,Memory B,CD4 TEM,cDC,Treg,gdT,MAIT,Naive B
spot_0000,0.4628455353443082,0.14479444064457786,0.058833261645997045,0.006596245114121071,0.1032892814899418,0.05638036006992528,0.018665223992988367,0.04082200403061671,0.00124249130152905,0.0014876713540742004,0.004760020884059796,0.03536964075766553,0.015006873905632304,0.04527377189848469,0.0037960707653232973,0.0008371068007547664
spot_0001,0.003062146706364235,0.01649309429752573,0.07907835775722281,0.06649976456130588,0.005942014494590882,0.009009140266696306,0.12817377172128042,0.08381429773747504,0.2109791553100013,0.03576558957288532,0.14945865978942308,0.10351635548267173,0.011408607501658308,0.010510402559541509,0.04474733798465855,0.041541304256698885
spot_0002,0.032367619357470935,0.15956235216530076,0.037353650397902095,0.14261714252228647,0.11065802197238073,0.1079825000717613,0.01922668196151703,0.05756102636500501,0.024853959228606715,0.11660801677767242,0.025316497971627605,0.005525956581153043,0.013826033415831834,0.049387368722132965,0.09176075803144143,0.00539241445790966
spot_0003,0.014332837227896354,0.014483819825283536,0.04594293597291633,0.13422299714095265,0.025933468287500327,0.0047065143375760584,0.10890104369949018,0.04697819798804285,0.19190157355164583,0.027688809030914772,0.06641751381787492,0.1521124625768952,0.03764523095664334,0.011360808124351066,0.06374652804146444,0.05362525942055217
spot_0004,0.04790677929149631,0.07784366001686559,0.09030006800210001,0.09039742005561897,0.14849125911308997,0.07112587804164577,0.03646600259224286,0.08243543093527168,0.12702307719791792,0.07212814490534483,0.022784874778874795,0.009994644347951841,0.007780746646759059,0.030680165767272817,0.010664606105494055,0.0739772422020535
spot_0005,0.07704594020930887,0.007243950684169576,0.008432681615391744,0.021907552786812782,0.01852190541405688,0.040992105112361434,0.06756740127474262,0.23557230326025372,0.13934352893840665,0.05886610703461033,0.017526089348285426,0.0811284241342887,0.01942737036303102,0.08478197059655782,0.06947366728218046,0.05216900194554196
spot_0006,0.10237541997848869,0.004902846237662193,0.0051464729259969935,0.07210479954680638,0.01820232848869428,0.033835866857220176,0.09269275779026694,0.07218547061277318,0.08099692952217419,0.18226976568054584,0.06043745220131781,0.12096506358026789,0.008643138232633026,0.031118056433117283,0.08955100405044052,0.024572627861594615
spot_0007,0.0005051914495417089,0.10856796893374812,0.2106805653538273,0.12236027610638647,0.001869759808569846,0.06698841077680782,0.047942479105731114,0.052830301553923854,0.017924730649487013,0.04936271341520162,0.14788534865754482,0.0005981381887201234,0.03762293863166131,0.028239641001741485,0.09935504184516553,0.007266494521941892
spot_0008,0.03745536446745037,0.11872853711041963,0.03640730409667902,0.19061736166310245,0.0649811389788143,0.04576853779767673,0.03477279327990072,0.033006260642071794,0.09190674474808935,0.016723200246929328,0.08817255609734007,0.09689333866237233,0.030046682559543104,0.029557662888595463,0.0703759193164859,0.01458659744452943
spot_0009,0.06596464375328236,0.009334505450494622,0.21542708322779652,0.014990245760589896,0.009318862186898369,0.15146467259750004,0.05435212437530251,0.06703703325159352,0.07870703034423321,0.07320083456968807,0.08871355950910942,0.01759048226727427,0.004740032805541169,0.03159608037472695,0.10745790440163018,0.010104905124338908
spot_0010,0.007545954534882922,0.08526575569967612,0.07842537031798599,0.04589992283326723,0.09478843925148234,0.11720464379489975,0.11440926933296296,0.008563855093943537,0.08461834393335796,0.07844172095354568,0.053664875612486146,0.06775976011359404,0.022968521597539204,0.007360238971691639,0.07298652576414721,0.06009680219453729
