,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Ventricular Cardiomyocyte
0,0.035631724,0.09022716,0.23834898,0.35293487,0.8531589,1.2145693,0.1994054,0.17018755,1.0826361,1.0903312,0.62103635,0.32300493
1,0.015114054,0.013986416,0.31339204,0.22563098,1.0289316,0.97982925,0.13446651,2.2686558,1.3502789,0.73477405,1.6156933,0.011149733
2,0.14844075,0.20074616,0.4749308,0.23829508,2.7589417,0.3965963,0.45037138,0.6731493,0.056633484,0.6445383,0.31652305,0.45397645
3,0.01002853,0.024867602,0.9169178,0.031502727,0.3726631,0.76577604,0.0280629,1.6708664,0.04757943,0.15343909,1.0927118,1.2777929
4,0.06445896,0.09279921,0.79797864,0.32066944,0.095958896,0.27950764,0.042068835,0.63084066,0.34923154,0.24493696,1.079482,4.131665
5,0.010049631,0.0014742379,0.96624154,0.32092142,2.575203,0.1968481,0.54726195,0.11420881,0.03203353,0.22598708,0.8492372,0.00087154785
6,0.029922545,0.0038894888,0.13273263,0.09812063,1.7891532,1.2266067,0.19236939,0.68017614,0.038175397,1.749708,2.3179002,0.0019240534
7,0.2973724,0.12275334,0.33253086,0.29821843,1.0040995,0.82639176,0.28234416,0.12654446,1.5715288,1.0628232,1.1657357,0.6594009
8,0.016157124,0.0032158569,2.2803493,0.21150559,0.6522325,1.0907432,0.13103688,1.7037208,0.78188586,0.8780501,0.4181353,0.0019200362
9,0.15949115,0.47952533,2.2566006,1.3466349,0.085958414,0.56712925,1.654148,0.24265373,0.95557725,0.43682995,0.356562,1.7380439
10,0.13608864,0.06731556,0.91711074,0.3011282,0.762779,0.62240607,0.35441586,0.22233117,0.20604809,0.4957154,1.4609257,0.24154298
11,0.77952355,0.12594971,0.07685927,3.2536259,0.12459678,0.41079044,1.1747537,0.106420815,0.042053465,0.46047136,0.22954048,0.3865945
12,0.15005122,0.03266556,0.3709755,0.9941621,2.0695608,0.21731327,0.11609969,0.5086511,0.12607236,1.5794765,0.1833817,0.6391042
13,0.10323426,0.047021016,1.5258874,0.18699016,0.25252455,0.6033432,0.3750172,0.28941488,1.2032121,0.24425066,0.8312814,0.006986001
14,0.20397252,0.094569154,1.5125182,0.16170952,0.2744691,1.1429452,0.5480322,0.8207252,0.07473773,0.506677,0.1657136,0.41834173
15,0.0065462263,0.0032083185,0.26801053,0.043015353,0.36378682,0.6746946,0.06849639,1.3720398,1.2605138,1.3269502,0.10671882,0.001837097
16,0.02192743,0.029138986,1.3342842,0.0884395,1.6346592,0.48102576,0.9254051,1.29387,0.09174985,0.40585598,0.5969097,0.7199749
17,0.48760566,0.590182,0.18279538,0.11678668,0.772996,0.3090138,1.6990447,0.9368079,0.053458925,0.99875635,0.106352694,0.15855622
18,0.14310329,0.07262076,0.09986497,0.06987851,1.8711312,1.2573925,0.35923287,0.30365616,0.05255417,0.37991345,0.619528,0.8545903
19,0.021222452,0.0019159991,1.071765,0.1294673,1.7817897,0.7360789,2.5502357,0.7762656,0.25508898,1.8605886,0.0815509,0.0015744726
20,0.08875223,0.01287533,0.15157366,0.65220535,0.27473915,0.33118132,0.12546912,0.6204308,1.0644145,0.62204635,2.3766062,0.052706458
21,0.04791962,0.004658805,0.1997293,0.7850245,1.3647748,0.19093639,0.4280541,0.053555373,0.6295168,0.37492025,0.14881408,0.0029274698
22,0.0134653365,0.015201058,0.99327046,0.026933137,0.04883207,1.2283989,0.24893852,0.023063486,2.1926837,0.2716095,0.5399026,0.7605394
23,0.012022984,0.0022213093,0.7458048,0.71911037,0.1103594,0.88427544,1.8952907,0.5820921,0.5179501,1.6890327,1.7341015,0.0014393952
24,0.59982294,0.5681656,0.36878374,1.7700498,0.1587156,0.1346625,0.26182613,0.42148373,1.5791566,0.25282782,0.93356377,0.43588442
