,endothelial cell,astrocyte,oligodendrocyte,microglial cell,vascular associated smooth muscle cell,inhibitory interneuron,pericyte,glutamatergic neuron,radial glial cell,oligodendrocyte precursor cell,neural progenitor cell,medial ganglionic eminence derived interneuron,caudal ganglionic eminence derived interneuron
0,3.3310098e-06,7.7128025e-06,3.098569e-06,6.56268e-05,0.010920186,0.36532512,7.942953e-06,0.18257758,0.1963003,0.2031591,4.815372e-06,0.041616,9.1885495e-06
1,3.4633867e-06,7.913402e-06,3.045991e-06,7.159017e-05,0.010972175,0.21860175,7.7965815e-06,0.39834157,0.16817223,0.13686952,4.8027578e-06,0.066934414,9.777814e-06
2,3.9089214e-06,8.406759e-06,4.0726004e-06,7.043928e-05,0.009088659,0.45903498,9.608176e-06,0.177217,0.18903032,0.12361395,7.05292e-06,0.041902035,9.556681e-06
3,4.8192114e-06,1.014861e-05,2.995652e-06,7.204433e-05,0.012073671,0.15170318,8.0873e-06,0.18966182,0.22532405,0.40362793,4.6982686e-06,0.017491775,1.4775632e-05
4,4.1107237e-06,8.927678e-06,2.580278e-06,6.883658e-05,0.012592666,0.16117075,7.105105e-06,0.2124092,0.21675508,0.37371337,4.0467808e-06,0.023250354,1.2951029e-05
5,3.385974e-06,7.8932535e-06,2.443157e-06,6.7145185e-05,0.0130778765,0.20342591,6.574004e-06,0.26186916,0.19667992,0.28312734,3.7307561e-06,0.04171791,1.0704267e-05
6,4.2087e-06,8.8067345e-06,4.7930125e-06,7.381365e-05,0.0075671375,0.45918888,1.04658175e-05,0.25002578,0.17245269,0.060221955,9.004135e-06,0.050422817,9.707416e-06
7,3.4579523e-06,7.740155e-06,2.8353434e-06,7.018743e-05,0.011347079,0.18149637,7.5611433e-06,0.4135652,0.16654116,0.16457857,4.316835e-06,0.062365554,1.00257475e-05
8,3.8460958e-06,8.366944e-06,2.6505388e-06,6.474652e-05,0.01224869,0.20832328,7.1814634e-06,0.19364135,0.21830644,0.3420405,4.096381e-06,0.025337152,1.1721478e-05
9,3.3438157e-06,7.4717964e-06,2.583495e-06,6.945594e-05,0.011997184,0.17673954,7.06926e-06,0.3750328,0.17238332,0.20704986,3.983763e-06,0.056693237,1.0078999e-05
10,3.7408167e-06,8.345667e-06,3.9746533e-06,7.06936e-05,0.008908318,0.42650652,9.205118e-06,0.21763258,0.18763585,0.11072192,7.014612e-06,0.048482563,9.253915e-06
11,3.1981049e-06,7.5164326e-06,2.8414042e-06,6.563817e-05,0.011602232,0.321409,7.3986453e-06,0.21277525,0.19457188,0.21401128,4.406442e-06,0.04553016,9.214419e-06
12,4.307602e-06,9.003207e-06,2.6094162e-06,6.9938884e-05,0.012180195,0.14839861,7.189693e-06,0.21250433,0.21817583,0.3876239,4.157109e-06,0.021006575,1.334311e-05
13,4.2201027e-06,9.216221e-06,2.6720104e-06,6.900143e-05,0.01261606,0.16398343,7.2790317e-06,0.20630372,0.21867558,0.37583655,4.168011e-06,0.022474874,1.3271246e-05
14,3.3076356e-06,7.909347e-06,2.629289e-06,7.1288785e-05,0.01278866,0.21015221,7.047327e-06,0.31980455,0.18164863,0.21973313,4.0811437e-06,0.055766463,1.0091297e-05
15,3.8525154e-06,7.831047e-06,4.108563e-06,6.971926e-05,0.0077622663,0.3451165,9.412448e-06,0.38338938,0.15438844,0.046617653,7.5675607e-06,0.062613815,9.453117e-06
16,3.5898925e-06,7.915313e-06,2.6734144e-06,6.3901236e-05,0.012212143,0.25160122,7.1035192e-06,0.19608568,0.2112785,0.29680213,4.083205e-06,0.031920396,1.0702843e-05
17,3.5163862e-06,7.947693e-06,2.5668492e-06,6.4186126e-05,0.012502465,0.23752049,6.890411e-06,0.20593727,0.21003,0.30100775,3.918366e-06,0.03290224,1.0734468e-05
18,3.7194313e-06,7.958447e-06,3.6120207e-06,6.974405e-05,0.008410911,0.2316477,8.719866e-06,0.50090915,0.13936818,0.04947656,5.8946566e-06,0.07007796,9.830178e-06
19,3.219592e-06,7.685515e-06,2.7702163e-06,6.913666e-05,0.012174387,0.27099752,7.3219153e-06,0.2707632,0.18722835,0.2052325,4.374697e-06,0.053500064,9.514265e-06
20,4.1520743e-06,9.10114e-06,2.6848743e-06,6.80023e-05,0.012549379,0.1726742,7.2942216e-06,0.20228429,0.21928659,0.3703242,4.1692197e-06,0.022772945,1.2984062e-05
21,3.7153545e-06,7.995114e-06,3.834064e-06,7.043567e-05,0.008781434,0.32976747,8.950579e-06,0.36336294,0.165441,0.06905011,6.7870405e-06,0.063485846,9.4932275e-06
22,3.3143551e-06,7.756242e-06,2.7746253e-06,7.047274e-05,0.012110898,0.22640935,7.38333e-06,0.33723557,0.17806393,0.18594223,4.356016e-06,0.060132194,9.775935e-06
23,3.168489e-06,7.4093177e-06,2.9350783e-06,6.67209e-05,0.011137742,0.32946333,7.5411785e-06,0.2261327,0.19135214,0.19398098,4.670966e-06,0.047831543,9.049198e-06
24,3.9107617e-06,8.799698e-06,2.5699185e-06,6.746581e-05,0.012939757,0.18109812,7.007555e-06,0.21113354,0.21475163,0.35350114,3.945947e-06,0.026469765,1.2385568e-05
25,4.1120757e-06,8.6304935e-06,2.496294e-06,6.9446396e-05,0.012303579,0.15040146,6.9181715e-06,0.22319964,0.214083,0.3764924,3.9516945e-06,0.023411652,1.2756262e-05
