,Atrial Cardiomyocyte,Ventricular Cardiomyocyte,Fibroblast,Endothelial cell,Lymphatic Endothelial cell,Mural cell,Mesothelial cell,Neural cell,Adipocyte,Myeloid,Lymphoid,Mast cell
0,4.939017e-07,3.916864e-06,0.27082142,9.805148e-08,2.0393209e-06,0.23817073,0.42216986,6.0580737e-06,0.00041022885,1.4398163e-06,0.06835806,5.5571625e-05
1,3.1687182e-09,1.1038727e-07,0.03813972,3.4858727e-11,4.3858183e-08,0.4007547,0.00018725815,1.7829159e-07,4.5761124e-05,2.3928699e-08,0.045173787,0.51569843
2,2.1135762e-07,2.1250019e-06,0.27344987,1.347433e-07,1.2683867e-06,0.2206455,0.4197136,3.0727335e-06,0.00045643997,8.177616e-07,0.08556119,0.00016570465
3,7.3387774e-08,1.2282627e-06,0.4391952,7.063196e-07,4.933874e-07,0.019509254,0.47256073,1.3992554e-06,0.00019475028,6.31314e-07,0.067804985,0.0007306122
4,2.2934744e-08,6.087419e-07,0.3066334,5.584798e-07,2.6683523e-07,0.053124882,0.5043027,5.9897803e-07,0.00022115563,2.657146e-07,0.10543354,0.030282052
5,2.7130832e-07,2.4577027e-06,0.22664069,9.634475e-08,1.2832807e-06,0.3283265,0.37646267,3.827755e-06,0.0002489887,8.202853e-07,0.06826249,4.9835184e-05
6,2.5192228e-09,1.19019184e-07,0.14001644,2.958364e-10,4.5259497e-08,0.2975779,0.14982651,1.3084647e-07,4.0289993e-05,2.7837867e-08,0.08043406,0.33210444
7,9.065549e-09,2.6370327e-07,0.25587344,1.2579397e-07,1.4847676e-07,0.0953888,0.46039534,3.2366867e-07,6.105199e-05,1.2406372e-07,0.12274243,0.06553794
8,5.757636e-09,1.4175743e-07,0.13265833,3.2651254e-10,6.2099794e-08,0.687635,0.00050835864,2.95039e-07,2.7566522e-05,2.4346292e-08,0.028407222,0.15076298
9,1.751584e-08,4.4601552e-07,0.15990084,3.1084093e-07,3.207301e-07,0.08430632,0.61300707,5.127892e-07,9.985912e-05,2.0274489e-07,0.11670699,0.025977153
10,7.7990245e-09,1.8338285e-07,0.35591045,6.005357e-09,8.747469e-08,0.32584882,0.13042964,3.4744136e-07,2.922704e-05,5.2668106e-08,0.1025804,0.08520082
11,2.346507e-08,6.5662283e-07,0.33500522,6.5008794e-07,2.4515836e-07,0.012364469,0.5231826,5.7940355e-07,0.00031590989,3.009673e-07,0.0917584,0.037370976
12,1.2954532e-09,7.608905e-08,0.11273429,3.1149059e-09,4.4379817e-08,0.025861152,0.32488403,7.274357e-08,3.8071998e-05,3.6692995e-08,0.14604156,0.39044073
13,4.6106152e-08,8.999271e-07,0.29062477,3.712052e-07,4.6726183e-07,0.01480603,0.57653284,9.96767e-07,0.0002130379,4.4576873e-07,0.0981489,0.019671239
14,9.523307e-09,1.7630495e-07,0.030223215,1.535372e-11,9.125609e-08,0.79112244,6.0562314e-05,4.8051965e-07,6.871608e-05,2.5876219e-08,0.019726863,0.15879735
15,5.07149e-09,1.9936563e-07,0.09496381,7.946055e-10,8.068208e-08,0.31901094,0.30725753,2.180241e-07,5.9407783e-05,4.4516696e-08,0.08752315,0.19118465
16,1.607025e-07,1.6078185e-06,0.2874846,8.335808e-08,7.5577776e-07,0.34133217,0.3020658,2.6026219e-06,0.00018322449,5.06894e-07,0.0688431,8.5364496e-05
17,1.338937e-09,4.5557773e-08,0.302046,6.201733e-10,2.1365576e-08,0.40119085,0.0013336027,9.601493e-08,1.0399861e-05,1.1647278e-08,0.054343313,0.24107566
18,8.03565e-08,1.3737879e-06,0.24172656,9.0727845e-08,6.6881046e-07,0.15044825,0.49534178,1.6650439e-06,0.00028545485,4.6308463e-07,0.089469075,0.022724561
19,8.520632e-09,2.3266557e-07,0.19245715,2.3251275e-07,1.9907263e-07,0.034455035,0.61441755,2.880018e-07,4.9525435e-05,1.3741612e-07,0.11250004,0.04611961
20,2.378966e-08,4.8056404e-07,0.21849781,7.903677e-09,2.0834489e-07,0.529612,0.14619187,8.053644e-07,6.534946e-05,9.853452e-08,0.0726834,0.03294798
21,1.325247e-07,1.6084605e-06,0.10222432,9.511208e-09,1.0124912e-06,0.35108024,0.47890997,2.5489883e-06,0.00031454838,4.5669395e-07,0.06689994,0.00056519976
22,1.1743555e-07,1.3342822e-06,0.12494532,1.6914043e-09,6.1497315e-07,0.65430117,0.1812412,2.4989686e-06,0.00019597428,2.3476484e-07,0.039087005,0.00022448639
23,2.7716156e-09,1.1728519e-07,0.13982666,2.9840586e-10,6.0660305e-08,0.17101856,0.36400956,1.4134793e-07,5.532574e-05,3.847158e-08,0.07702044,0.24806912
24,2.5620237e-09,1.1745224e-07,0.15640257,1.925236e-08,7.693258e-08,0.096779004,0.5058423,1.2247018e-07,4.661159e-05,5.483995e-08,0.08601693,0.15491213
25,2.0858895e-09,9.2536766e-08,0.12066522,7.35302e-10,3.069065e-08,0.49504432,0.0037443878,1.1913726e-07,3.272355e-05,1.7612662e-08,0.08162895,0.29888415
26,1.285206e-09,8.3606906e-08,0.1856327,1.4657379e-08,4.1683215e-08,0.0566158,0.37836948,7.0062086e-08,6.937341e-05,3.6716052e-08,0.10199376,0.27731872
27,2.0886226e-07,1.9380602e-06,0.27015612,5.507353e-08,9.591868e-07,0.3302529,0.32967222,3.2620933e-06,0.00019825473,6.1900005e-07,0.0695914,0.00012206771
28,3.907997e-09,1.3110412e-07,0.025996657,3.6080482e-11,4.5436586e-08,0.56370825,0.00017241659,2.0252872e-07,5.5593217e-05,2.0625624e-08,0.033655915,0.37641072
29,1.8353191e-08,3.7371953e-07,0.12818117,6.359032e-07,3.953383e-07,0.016798053,0.7742404,5.104746e-07,3.3353634e-05,1.9164904e-07,0.06875635,0.011988586
30,1.8373381e-08,4.841522e-07,0.15286869,5.6103553e-09,1.6556429e-07,0.49090862,0.22205707,6.0939436e-07,0.00014133543,8.5377735e-08,0.078732215,0.055290762
31,7.876908e-09,3.1534455e-07,0.11756689,8.178059e-09,8.839449e-08,0.39298114,0.2468368,2.8613982e-07,0.00015100869,5.6648872e-08,0.12490288,0.1175605
32,6.0127263e-09,1.30853e-07,0.072162665,7.222479e-11,6.1927885e-08,0.73787075,0.000104019055,3.203012e-07,2.75327e-05,2.1781563e-08,0.022031926,0.1678025
