component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4126668.0,5120000.0,36661410.0,36157981.39076278,503428.6092372164,14552457.533040054,81782366.7786282,2.8422768619218854,3.996638401388199
shape_bin,short,fragment_length_lt_100,5120000,,,20055621.0,19758092.65758305,297528.34241694957,10572040.294637771,44433661.39794043,2.0648516200464395,2.9459208223890267
shape_bin,mono,fragment_length_100_249,5120000,,,11946142.0,11787345.546964196,158796.4530358035,7995492.9377458645,24253646.724822227,1.5616197144034891,2.1764742993984196
shape_bin,long,fragment_length_ge_250,5120000,,,4659647.0,4612543.186215514,47103.81378448568,4402631.528961143,7947088.121596347,0.8598889705002233,1.2458594016779287
