component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3106104.0,5120000.0,17296316.0,16845840.966264747,450475.0337352529,9544435.531536825,38470353.45050966,1.8641475647532861,2.741120374646591
shape_bin,short,fragment_length_lt_100,5120000,,,9346523.0,9117638.084901504,228884.91509849578,6829424.871804292,20514800.954894315,1.3338720452742758,2.0016985441126733
shape_bin,mono,fragment_length_100_249,5120000,,,5693218.0,5536463.003676274,156754.99632372614,5196948.875900406,11633480.1619939,1.015029077324298,1.5073699261095246
shape_bin,long,fragment_length_ge_250,5120000,,,2256575.0,2191739.8776869657,64835.122313034255,2751896.673325294,3850526.127441912,0.5374798190088466,0.8672115568106772
