,meanscell_abundance_w_sf_T_CD4,meanscell_abundance_w_sf_T_CD8,meanscell_abundance_w_sf_T_reg,meanscell_abundance_w_sf_mDC,meanscell_abundance_w_sf_mono-mac,meanscell_abundance_w_sf_myeloid,meanscell_abundance_w_sf_pDC,meanscell_abundance_w_sf_plasma,meanscell_abundance_w_sf_tumour_1,meanscell_abundance_w_sf_tumour_2
89,0.9257268,1.1260866,1.0056427,0.8059514,1.1841019,0.86966395,0.5564808,0.7916424,1.0737218,0.78761274
90,0.45202416,0.44853157,0.4483452,0.45245358,0.4464532,0.4589931,0.4605284,0.4435314,0.44293946,0.44365472
91,0.45211455,0.45390877,0.45451844,0.4546211,0.45042497,0.45413762,0.4641704,0.4525279,0.4423772,0.44234568
92,0.4612357,0.4572636,0.4609849,0.4597768,0.45468,0.46072996,0.474438,0.4689793,0.4464061,0.44789493
93,2.031844,1.3842387,0.9134938,0.55577785,0.5509939,1.3062104,0.56542504,0.9344013,0.47446337,0.47663116
94,1.1191487,1.1197139,1.0962406,1.107599,1.3136765,1.0539328,0.8847107,1.0597908,1.130246,1.2993151
95,1.4212464,1.3917601,1.3797331,1.3723862,1.4371947,1.431378,1.2658591,1.3561801,1.3516021,1.4263134
96,0.58630645,1.06478,0.79315346,0.57263637,0.502301,0.66200256,0.5566301,0.55358684,0.81886643,1.4129512
97,0.77512944,0.65914845,0.6413956,0.67943573,0.4946602,0.5982821,0.48468363,0.56515765,1.1106501,1.3991734
98,1.1149901,1.181686,1.3432112,0.9126434,1.0956805,0.8921064,0.5479798,1.0625021,0.7837657,1.0593092
99,0.6310144,0.6810285,0.63873583,0.5751701,0.79706794,0.634247,0.5713509,0.57223654,0.49558526,0.49718484
100,0.9059419,1.2912853,0.94018406,0.66679496,0.66564834,0.722113,0.5642715,0.93233114,0.615399,1.1050454
101,0.8979329,0.8732826,0.7836734,0.6983447,1.2207829,0.71350646,0.5548652,0.6241728,0.7051877,1.1445179
102,0.76112664,0.6755354,0.6731961,0.5138056,0.50849986,0.58923286,0.5396165,0.53516495,0.4751333,0.4763129
103,0.58832186,0.63129216,0.60108626,0.5792852,0.80513716,0.571451,0.5606435,0.62441325,0.4888532,0.49310666
104,1.042548,1.043077,1.0576022,1.1821084,1.0703773,0.95028216,0.84105504,1.1356941,1.4299471,1.3791262
105,0.89147186,0.90950674,0.87345815,0.94057727,1.0232283,0.8425201,0.5659567,0.8601025,1.3099812,1.179249
106,0.5947576,0.685874,0.61454356,1.0440356,0.5455447,0.56823725,0.52887416,1.5988015,1.1144922,0.8152032
107,1.254355,1.2308311,1.225854,1.3166571,1.4264832,1.2422851,1.128376,1.2533383,1.3507541,1.3039128
108,1.3870591,1.3872318,1.3966812,1.4251888,1.4394946,1.3973054,1.3333172,1.3962342,1.4964952,1.463355
109,1.1093862,1.2179614,1.2707739,0.97554445,1.1427238,1.0099387,0.61470914,1.0188149,1.1386927,1.0093426
110,0.9445384,0.9935018,1.0457609,0.9634072,0.9751419,0.8834171,0.5538472,0.90228724,1.2619506,1.1451744
111,0.4475058,0.4450437,0.45104137,0.450244,0.44819987,0.45400545,0.4560663,0.44487134,0.4403803,0.4430913
112,0.4790898,0.47745252,0.47657913,0.46712568,0.46410373,0.47983092,0.4795731,0.46594867,0.45288026,0.45501179
113,0.49789062,0.50405693,0.4953406,0.49164754,0.4881457,0.49697447,0.52514905,0.72174263,0.4646586,0.46419507
114,1.3229334,1.3652377,1.296934,1.0362915,1.5792912,1.1527194,0.7129583,1.1380023,0.48187673,0.48053455
115,1.3293453,1.721107,1.6717441,0.6203972,0.5525082,1.0575732,0.56466377,0.72674876,0.5388631,0.71760887
116,1.2359273,1.2783655,1.257586,1.2268256,1.1979595,1.248267,1.0355191,1.2145226,1.3212614,1.4127108
117,1.4492903,1.439145,1.4367173,1.4488473,1.4854871,1.4421383,1.3803167,1.4102134,1.4392525,1.4919991
118,0.48393697,0.47829783,0.48132724,0.49761692,0.4672767,0.48420334,0.4841486,0.47533196,0.45544502,0.4578359
119,0.8797205,0.87539375,0.7491388,0.69751716,1.195933,0.5215928,0.5772045,0.63266,0.64448804,1.201697
120,0.77059406,0.9561039,1.3263808,0.61213917,0.54281497,0.6689994,0.58099383,0.5879759,0.58356225,0.78534555
121,1.5822668,1.8089591,1.591818,1.4053433,0.55952823,1.4187679,0.60133606,1.0122406,0.44481778,0.44609523
122,1.2594354,1.6405878,1.0909854,0.55783564,0.5446095,0.83034474,0.56849295,0.62117803,0.47849995,0.47503242
123,0.47914544,0.48616388,0.48100322,0.47508493,0.4704088,0.48181903,0.47886088,0.47187272,0.4604624,0.4629581
124,0.4543149,0.44634455,0.45642728,0.58712614,0.47071758,0.44167703,0.48723242,0.5363083,1.3916023,1.2026395
125,0.65521157,0.71205735,0.7059265,0.86212313,0.7334408,0.62553036,0.55624557,0.81209254,1.3853507,1.2610373
126,0.7761985,0.84503645,0.77956235,1.3804275,1.1661419,0.71290004,0.55387557,0.82312286,1.0732479,0.92860717
127,0.60731274,0.6785843,0.62700385,0.5505763,0.5400151,0.5753193,0.57751584,0.79665434,0.5237817,0.50997245
128,1.3443549,1.3396325,1.3304908,1.3710688,1.2949003,1.3499926,1.2296286,1.4454571,1.4438871,1.4135609
129,0.7752238,1.0310576,0.78712356,0.64916277,0.50862604,0.6652264,0.5299966,0.813994,1.257832,0.94224054
130,1.0132577,1.0222864,0.97362095,0.992572,1.272424,0.9312275,0.6456925,0.8724681,1.1476182,1.0123856
131,0.8727861,1.123786,0.7716933,0.5881199,0.47180903,0.66853195,0.5295815,0.56448466,1.277781,0.9849585
132,0.46766624,0.4638547,0.4642549,0.47115126,0.4618672,0.4675623,0.478037,0.46231604,0.4716495,0.46157464
133,0.63803566,0.5924362,0.537189,0.5012852,0.49616092,0.52642834,0.5074456,0.5112694,0.4719249,0.47724065
134,1.285166,1.2968652,1.273002,1.2727278,1.3391763,1.280119,1.0887336,1.2165108,1.2295067,1.3414626
135,1.731805,1.8391521,1.6633662,0.61250097,0.55230397,1.4703844,0.62759775,1.4984819,0.43910682,0.45154637
136,0.9862109,1.0744607,1.0304086,0.8195373,1.1307749,0.8932761,0.5478411,1.2371119,0.76713675,1.1000957
137,0.6227894,0.597851,0.5613408,0.50724053,0.5257702,0.5432707,0.5212549,0.52066267,0.47205526,0.47456944
138,0.9568533,1.3119185,0.8889937,0.6209503,1.5362552,0.7194836,1.6171634,1.5569044,0.43827674,0.4450268
139,0.81955737,1.0330576,0.9422827,0.8701556,1.1899384,0.6988948,0.5504349,0.9180367,0.7451542,1.0877706
140,0.760073,1.1630168,0.7990605,0.63442683,0.83688617,0.6760651,0.61250055,1.1337261,0.51321614,0.5349633
141,0.74327326,0.92712545,0.7946529,0.59686667,0.53590024,0.6177629,0.5550805,0.5899588,0.6153646,1.0861242
142,0.55600494,0.5615559,0.5239802,0.5454563,0.5219535,0.46275282,0.5078645,1.3670949,1.2880098,1.0080822
143,1.3125242,1.109758,1.0033866,0.8139319,0.83511883,0.8273899,0.5396912,0.8540646,1.2199506,1.0196245
144,1.0650103,1.073907,1.0487949,1.1603167,1.1691542,1.008488,0.79194295,1.0819796,1.3446406,1.2778308
145,0.554156,0.5650957,0.54888785,0.5823603,0.5195048,0.5503209,0.54271775,0.54921275,1.1499971,0.7484903
146,1.14988,1.1519911,1.2307638,1.2261002,1.1001965,1.1306891,0.9805087,1.2051644,1.4214343,1.3509789
147,0.6016349,0.62523156,0.59189075,0.58824414,0.53160536,0.5993878,0.53948885,0.5636561,1.1315519,0.688721
148,0.56465477,0.5631704,0.58199894,0.585967,1.0481249,0.540356,0.53215003,0.55610555,1.0959667,0.71679395
149,0.8639322,0.83105373,0.98813826,0.86871433,0.93186027,0.71044767,0.5695056,0.8011273,1.2648005,1.1070193
150,0.5763724,0.613776,0.5683573,0.6110854,0.6169822,0.59721833,0.5494886,0.5480729,1.3659823,0.8672274
151,0.46607655,0.4665066,0.47402862,0.4703049,0.46415475,0.4718565,0.4815961,0.50089216,0.4517491,0.45259106
152,0.5293379,0.5221345,0.5283307,0.5555762,0.5156938,0.5400024,0.5272751,0.526975,0.7456958,0.5971204
153,0.7410779,0.59391636,0.5585948,0.49825338,0.515187,0.5305378,0.5226558,0.5220928,0.47036415,0.4775506
154,0.51947594,0.51014125,0.5225742,0.52653503,0.5056431,0.50985265,0.51309776,0.5215662,0.5847283,0.7261968
155,1.3239158,1.8767498,1.3609436,0.57826036,0.53817457,1.3113203,0.5776159,0.64252216,0.47395176,0.47644633
156,0.74445057,0.80501366,0.860241,0.6575983,1.6815779,0.6161108,0.5683166,0.61973846,0.51765853,0.5458782
157,1.169449,1.1679276,1.1157228,1.2687649,1.0055184,1.103995,0.7394466,1.1143562,1.0492859,1.2818334
158,1.5440655,1.4780068,0.8925392,0.5827183,1.222692,0.75547993,0.6107209,1.731012,0.45848486,0.45773694
159,0.51223874,0.5206476,0.5115804,0.50764114,0.49334264,0.49842045,0.5099775,0.5012766,0.50823766,0.54848593
160,0.52385557,0.5506901,0.53112817,0.49713278,0.4827772,0.51815444,0.5066813,0.5030151,0.4649519,0.4661345
161,0.45726418,0.45444897,0.4552214,0.45602515,0.4531436,0.45517257,0.46797475,0.45113724,0.44422552,0.4470825
162,0.5033494,0.4907593,0.51038164,0.5956139,1.3406264,0.48469815,0.537855,0.54961145,1.2700981,0.84867275
163,1.3393738,1.3777152,1.3472607,1.2089598,1.3134772,1.3038644,1.0414777,1.2229688,1.2460995,1.1756276
164,1.0104029,1.2018039,0.9657247,0.79179233,0.7427216,0.9601736,0.56483173,0.85288596,1.2220368,1.0860883
165,0.52065027,0.48645672,0.5039473,0.5623247,0.47951025,0.5143182,0.51822543,0.48999858,1.4483854,1.0823115
166,0.90352094,0.971151,0.85764736,0.9159163,1.1799942,0.87072,0.4878368,0.8157457,1.172048,1.0345762
167,1.3858808,1.392268,1.3995314,1.4067264,1.3977094,1.4115211,1.3023065,1.3677487,1.4754163,1.4393871
168,0.82558286,0.81513095,0.82289726,0.96413,1.0345904,0.76801956,0.59576666,0.8848353,1.3144453,1.1865134
169,1.0783032,1.1676946,1.1263548,1.0977478,1.1580323,1.1225747,0.73754007,1.1761198,1.2426147,1.1554322
170,1.0081497,1.0294651,0.93329054,1.0216373,0.82158685,0.8853725,0.67578804,0.9566252,1.3513258,1.2665977
171,0.45849854,0.46068975,0.48155922,0.4586405,0.45111752,0.46250224,0.47173297,0.461241,0.44507188,0.4488327
172,0.55212474,0.55888855,0.5470966,0.5283646,0.5165625,0.526603,0.53446007,1.4610702,0.47694042,0.47976434
173,0.6620438,0.78360236,0.6768212,0.58623356,1.014346,0.6278769,0.57776344,0.59277135,0.49049664,0.4927388
174,0.7181572,0.7248181,0.71179664,0.8484514,0.77179176,0.714742,0.5421656,1.0274713,1.1565816,1.3531405
175,1.6042918,1.7938218,1.6734008,0.59474725,0.54727584,1.4450613,0.5834008,1.7187129,0.42651072,0.42323768
176,0.77260065,1.0170367,1.1904253,0.56795037,0.5538954,0.6344068,0.5924374,0.7500721,0.50913405,0.50107366
177,0.5022314,0.5111023,0.50623155,0.47919637,0.4777909,0.4965973,0.48802528,0.4860954,0.45716873,0.46023127
178,0.49048695,0.48894477,0.501952,0.48510724,0.49514684,0.48686162,0.49874565,0.4921227,0.4791433,0.48680165
179,0.59551626,0.68329173,0.6217448,0.52396005,0.52106184,0.5796932,0.5451684,0.71590817,0.47444326,0.48041153
180,0.45348948,0.45437858,0.4501957,0.45837462,0.45573238,0.457031,0.46735257,0.4615457,0.44502646,0.4417499
181,0.86857444,1.4188391,1.7811953,0.57780385,0.52475077,0.62204593,0.5812234,0.6552835,0.5628598,0.8406426
182,0.6383778,0.6541674,0.6505861,1.3161339,1.1318952,0.6104442,0.52410996,0.556169,1.114766,0.8410175
183,1.332355,1.3267626,1.3292018,1.3750646,1.3985493,1.3248479,1.2628379,1.3424964,1.4538468,1.410055
184,0.74402833,0.84915787,0.81819594,0.9296144,1.448404,0.6853163,0.52141154,1.1041261,0.9899035,0.82991934
185,1.3802875,1.3824536,1.4007126,1.3634623,1.4837035,1.3657897,1.2695204,1.3625305,1.3279593,1.3184376
186,1.0999291,1.14889,1.1186811,1.0732065,1.4373994,1.0314392,0.7048992,1.1671551,0.93937016,0.8243049
187,1.3027575,1.296564,1.2789403,1.192008,1.3628855,1.2472252,1.0122873,1.3438734,1.0828137,1.0278676
188,0.73334444,0.8038509,0.7164888,0.74786204,0.5416814,0.59127355,0.5373667,1.1557049,1.2861133,1.0182352
189,1.1028348,1.2569615,1.0970176,0.75173193,1.1053857,0.8467531,0.54179907,0.83750653,0.9857507,0.7886419
190,1.1994783,1.203044,1.2187787,1.2394363,1.1503545,1.1579851,1.0026168,1.1953007,1.4135771,1.3705958
191,0.52504313,0.54546803,0.5390798,0.5825933,0.5178523,0.5563717,0.551159,0.5375134,1.2724867,0.81236374
192,0.5400541,0.55552375,0.52998656,0.52374434,0.5227646,0.5301307,0.5494382,1.5404948,0.4777491,0.47684893
193,0.51898265,0.5146849,0.5211504,0.54456234,0.49973798,0.5014577,0.5409799,0.5171885,0.83606815,1.6415429
194,0.626507,0.7492993,0.62108713,0.6483252,0.57329935,1.0571457,0.49064344,0.6777021,1.1175494,1.4150296
195,1.0513866,1.757729,1.2257227,0.61846554,1.1051537,0.84229803,0.6527626,1.6614927,0.4604153,0.46819168
196,1.0701593,0.98466647,0.7921375,0.6376511,1.0098462,0.6094164,0.54744273,0.6343898,0.580177,0.91310626
197,0.56445515,0.5286386,0.53500706,0.56238014,0.49416286,0.5258025,0.5092813,0.5231116,0.8807748,1.5725199
198,0.6140029,0.68557143,0.6198548,0.5425223,0.58000106,0.5832104,0.53612715,0.54923624,0.47969216,0.48641488
199,0.62888485,0.5634394,0.5302291,0.4978598,0.49072435,0.5485753,0.50322336,0.5044781,0.46702108,0.4671356
200,0.8482598,0.9824686,0.72337776,0.5882982,0.7199912,0.619885,0.5843934,0.6040876,0.5085719,0.5241733
201,0.7138783,0.6319173,0.5702084,0.61188626,0.88057286,0.59844834,0.5125369,0.5868489,0.9476455,1.3562205
202,0.5401704,0.5662098,0.57524854,0.75601614,0.57570404,0.52761626,0.47682354,0.6150538,1.388611,1.2014977
203,0.48154673,0.47726998,0.48464844,0.4875103,0.5484161,0.50407845,0.49446547,0.48645163,0.46656767,0.47109193
204,1.003163,0.9643916,1.0430424,1.1022528,0.9756248,0.990417,0.74757737,1.0048286,1.3687792,1.2872252
205,1.3874507,1.3680602,1.382714,1.4090596,1.3972849,1.3983544,1.3380833,1.3647374,1.4819223,1.4665729
206,1.1851598,1.2379884,1.2033857,1.1911731,1.081043,1.1811643,0.9351277,1.1874167,1.3608474,1.3027207
207,0.6113315,0.68912536,1.1134355,0.600903,0.5553979,0.5774649,0.532186,0.5752315,0.91052455,0.6847787
208,1.1616205,1.5593514,1.1921675,0.6484124,0.5377342,0.8212886,0.55881286,1.123834,0.7427576,0.57434773
209,0.63810265,0.6814442,0.6631599,0.65630764,1.6309448,0.59563196,0.56264126,0.9414173,0.50906724,0.49676618
210,1.2174745,1.2452992,1.1981465,1.1646583,1.0731642,1.1736157,0.9163619,1.1422135,1.3391017,1.241309
211,0.48226365,0.4780884,0.47628132,0.4731816,0.46680287,0.47920555,0.48314065,0.49804214,0.45206395,0.45662692
212,1.2385644,1.6321497,1.5482591,0.56350154,0.6389143,1.7951949,0.5137889,0.76835,0.4441656,0.4857653
213,0.77342284,1.0743011,1.0396858,1.5160979,0.5384368,0.6039728,0.56411254,1.4526575,0.46837822,0.47167903
214,1.2175338,1.2554727,1.1566497,0.93852276,1.1778717,1.2059318,0.7388561,1.0344344,0.8769879,1.1256629
215,1.2147307,1.2001332,1.2299738,1.2866517,1.2957672,1.1939505,1.1115309,1.2544442,1.372304,1.4662737
216,0.4545127,0.45355424,0.45538798,0.45440707,0.4523502,0.47075137,0.48065734,0.4538629,0.4434333,0.4496118
217,0.46379703,0.4615937,0.46637297,0.4707202,0.45803747,0.46488982,0.4747283,0.46099058,0.44918358,0.4478917
218,0.4541357,0.45126817,0.45833072,0.45630082,0.4513418,0.45547685,0.46957728,0.4500255,0.44476196,0.4458957
219,0.86734354,0.9015696,0.98242027,0.946914,1.1395279,0.9020909,0.55658,0.84822243,1.0712981,1.2728721
220,0.50514317,0.49401358,0.5618712,0.64941156,1.5375072,0.49309486,0.52083987,0.5836677,0.81650954,1.1856301
