,q05cell_abundance_w_sf_T_CD4,q05cell_abundance_w_sf_T_CD8,q05cell_abundance_w_sf_T_reg,q05cell_abundance_w_sf_mDC,q05cell_abundance_w_sf_mono-mac,q05cell_abundance_w_sf_myeloid,q05cell_abundance_w_sf_pDC,q05cell_abundance_w_sf_plasma,q05cell_abundance_w_sf_tumour_1,q05cell_abundance_w_sf_tumour_2
0,0.4320827141404152,0.425052185356617,0.42377189099788665,0.47995836436748507,0.4363251894712448,0.4416275307536125,0.43889636248350145,0.4401488959789276,1.0224285662174224,0.7201894462108612
1,0.48958696722984313,0.5098302781581878,0.5672129780054093,0.6452740848064422,1.02400883436203,0.426918688416481,0.4537171766161919,0.5239836424589157,1.0054237782955169,0.784028559923172
2,0.4265474334359169,0.4288815721869469,0.4234844520688057,0.4545996278524399,0.4317231759428978,0.42504931688308717,0.4359384670853615,0.4317372843623161,0.6370996415615082,0.5416550278663635
3,0.5067076921463013,0.5121476709842682,0.4893233388662338,0.4575634688138962,0.5521736472845078,0.4843166574835777,0.44440933763980867,0.4610277608036995,0.4012287274003029,0.41151899099349976
4,0.41106893867254257,0.41232925057411196,0.42593197226524354,0.4586958110332489,0.4228122025728226,0.4171425819396973,0.43914116621017457,0.43666473776102066,0.7560455828905106,1.4004693746566772
5,0.44899991154670715,0.49185094982385635,0.4787002086639404,0.8024493604898453,0.42532164305448533,0.42889302521944045,0.5039057344198227,0.455743832886219,0.6992836356163025,1.1944249093532562
6,0.8073050081729889,0.4939624980092049,0.4700473725795746,0.4875942349433899,0.4440471589565277,0.4552289143204689,0.44534709602594375,0.4385984390974045,1.1790026783943177,0.870734304189682
7,0.3750746980309486,0.3854213446378708,0.3758908733725548,0.3829601377248764,0.383307483792305,0.3829751268029213,0.3908060133457184,0.38103179782629015,0.3780013740062714,0.371028308570385
8,0.3997881457209587,0.3864054709672928,0.3978039100766182,0.40791597664356233,0.4329976484179497,0.40402125418186186,0.41444396525621413,0.4098143056035042,0.38881403356790545,0.3924030870199203
9,0.4238119304180145,0.4341729313135147,0.430948780477047,0.4374106481671333,0.4213366433978081,0.42364361733198164,0.4294212505221367,0.4305736541748047,0.5267653793096543,0.5120663583278656
10,0.39007066637277604,0.3861974850296974,0.39009381681680677,0.38845844715833666,0.389081084728241,0.3943374514579773,0.4013109147548676,0.39155010133981705,0.39058197736740113,0.39600163549184797
11,0.4088205024600029,0.40912850201129913,0.41370376795530317,0.4221746623516083,0.47346585243940353,0.4088312804698944,0.42794567346572876,0.4207806155085564,0.3923600256443024,0.39339520782232285
12,1.0536509931087494,1.1705066561698914,0.9912546098232269,0.8991987884044648,0.5084948301315307,0.7875131726264953,1.2771158516407013,0.7149955034255981,0.5517264902591705,0.809653890132904
13,0.46068569272756577,0.4741890385746956,0.4619044721126556,0.4681038647890091,0.4377081051468849,0.4559593081474304,0.4490730717778206,0.4693241283297539,0.5271659731864929,0.6946969836950302
14,0.43037413656711576,0.4107993647456169,0.42307631224393843,0.4606589078903198,0.42634453177452086,0.42858127057552337,0.43121039122343063,0.43042745888233186,0.5066031724214554,0.7390845477581024
15,0.37610561549663546,0.3704960227012634,0.3836154416203499,0.384640546143055,0.37799464762210844,0.38337976336479185,0.39033440947532655,0.37991846948862074,0.3800498262047768,0.37785373330116273
16,0.38415810465812683,0.3799004197120667,0.37958323657512666,0.38723629862070086,0.38219916969537737,0.3836361050605774,0.3897337943315506,0.38769865185022356,0.37518064230680465,0.3799206852912903
17,0.38496824353933334,0.3820237696170807,0.39113338738679887,0.3971631184220314,0.385538312792778,0.3886139765381813,0.39833186119794844,0.3964442744851112,0.38303053826093675,0.39745671302080154
18,0.4377520322799683,0.43138940781354906,0.4368145227432251,0.44747456461191176,0.44208855628967286,0.43018808364868166,0.44129679799079896,0.4353578895330429,0.5092497766017914,0.4800726369023323
19,0.38972412049770355,0.3895335480570793,0.3922744497656822,0.3927322432398796,0.38825564831495285,0.39024000614881516,0.3980044320225716,0.3901838451623917,0.37565079182386396,0.37940351516008375
20,0.492324723303318,0.5984691470861435,0.5254256337881088,0.49419808834791185,0.4456001281738281,0.5001568332314491,0.4564658999443054,0.4781160518527031,0.9262652039527893,0.7043534368276596
21,0.37819818705320357,0.37770987004041673,0.37926969230175017,0.3723927929997444,0.3779105007648468,0.3833160877227783,0.39622172266244887,0.3809239029884338,0.3674166604876518,0.3789618298411369
22,0.38587977439165116,0.3900300279259682,0.39370025098323824,0.39970604330301285,0.3918220818042755,0.3969140648841858,0.40815397500991824,0.39318627417087554,0.39848216325044633,0.3998289167881012
23,0.4430709332227707,0.447161665558815,0.4452270925045013,0.4620312422513962,0.44280056059360506,0.4404678210616112,0.4498758360743523,0.4589977696537971,0.5704225301742554,0.5087475508451462
24,0.4208221048116684,0.409490692615509,0.41781232208013536,0.4200134977698326,0.4121109381318092,0.4147247031331062,0.4287060245871544,0.4539108872413635,0.4153597429394722,0.4228003054857254
25,0.39492527544498446,0.3937702402472496,0.3934681624174118,0.3892134457826614,0.3859211340546608,0.39354716539382933,0.40688859224319457,0.3911175549030304,0.3761030748486519,0.3834498435258865
26,0.8527903586626053,1.1923348248004912,0.9243621319532395,0.5087264716625214,0.41470043957233427,0.749238383769989,0.45425363034009936,0.5475694388151169,0.7312334835529327,1.0892753422260284
27,0.3843524634838104,0.3848755732178688,0.3909496694803238,0.3976279079914093,0.3969204768538475,0.38765601962804797,0.40342439860105517,0.39083185642957685,0.4019977286458015,0.40689508616924286
28,0.3939229309558868,0.3893817886710167,0.39028517305850985,0.4027345791459084,0.3956002950668335,0.3915902927517891,0.4044037193059921,0.4005791485309601,0.39710964560508727,0.39898148328065874
29,0.4383266866207123,0.42244565635919573,0.4289601519703865,0.48523167371749876,0.477621978521347,0.42763263285160064,0.4464203730225563,0.43330911695957186,1.1328155398368835,0.7716826438903809
30,0.4083446875214577,0.4123713061213493,0.41038571000099183,0.39939354360103607,0.3925080120563507,0.40814339369535446,0.4122545778751373,0.4036595940589905,0.3938108444213867,0.39281411170959474
31,0.8768738508224487,1.2388440191745758,0.801146325469017,0.5476470530033112,0.6104335963726044,0.568763455748558,0.49526576846838,0.5553204506635666,0.7455205500125885,0.5425469875335693
32,0.6064515560865402,0.9113213121891022,0.6142767488956451,0.5086328208446502,1.0630434513092042,0.6689284026622773,0.45698474496603014,0.5260269939899445,0.852911964058876,0.667302531003952
33,0.40532595813274386,0.4046376571059227,0.4072771742939949,0.4192518025636673,0.4713769510388374,0.4060474425554276,0.4139104872941971,0.4088496267795563,0.39922249168157575,0.3973106160759926
34,0.4743333697319031,0.4856820061802864,0.5349123537540436,0.500537046790123,0.4612381935119629,0.46890595853328704,0.4632483243942261,0.4827677637338638,0.7246746599674225,0.5837980657815933
35,0.3895810306072235,0.38208637535572054,0.3881813481450081,0.3934287905693054,0.3920826748013496,0.3938442662358284,0.4024358823895454,0.3886337772011757,0.39375322610139846,0.38570394217967985
36,0.4160028412938118,0.4204476848244667,0.41881919652223587,0.40696227103471755,0.40275119841098783,0.41464792340993883,0.41380803734064103,0.4465091466903687,0.39149211198091505,0.39422027170658114
37,0.39185957312583924,0.3872857853770256,0.38699994385242464,0.3958068430423737,0.3904089853167534,0.3911049410700798,0.4020648315548897,0.39087933450937273,0.3875862255692482,0.3968818485736847
38,0.5574410051107407,0.5380770862102509,0.4842572957277298,0.4324346423149109,0.45254647731781006,0.4845138892531395,0.44272677004337313,0.4511119559407234,0.4046729490160942,0.4046063616871834
39,0.8893604695796966,1.3277071416378021,1.0092801690101623,0.5430853188037872,0.45805044174194337,0.5591394186019898,0.4875417560338974,0.5554913103580474,0.5134751766920089,0.8909693598747254
40,0.438994038105011,0.4656814455986023,0.43896663933992386,0.42077536284923556,0.4159420907497406,0.43651465624570845,0.426523856818676,0.42427529245615003,0.3989276885986328,0.3955110102891922
