component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4036611.0,5120000.0,33955595.0,33456321.357365325,499273.6426346749,13920260.714943165,76558142.90700749,2.718800920887337,3.866880174834087
shape_bin,short,fragment_length_lt_100,5120000,,,18320043.0,18075928.931890234,244114.06810976565,10024436.116212323,40462500.26684524,1.9578976789477194,2.811197624388618
shape_bin,mono,fragment_length_100_249,5120000,,,11190369.0,11014905.088526107,175463.91147389263,7696727.423833827,23082234.178220738,1.5032670749675443,2.1232637290110095
shape_bin,long,fragment_length_ge_250,5120000,,,4445183.0,4365487.336948975,79695.66305102501,4291674.887205237,7597535.104185551,0.8382177514072727,1.2181517044425298
