,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Ventricular Cardiomyocyte,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell
0,0.03825716,0.64145416,0.0036462909,0.22648372,0.0026752404,0.08688568,0.1443834,0.074731596,0.006145543,0.12628931,0.95574015,0.3892331
1,0.013568873,0.1438439,0.21664698,0.40753144,0.07266273,0.2803548,0.0039516194,0.02908612,0.0038356546,0.09458264,0.022201177,0.08592624
2,0.018988851,0.2386014,0.1530048,0.49613154,0.09236424,0.010708366,0.23761407,0.06761348,0.0007485929,0.13105947,0.15799838,0.1870335
3,0.013650299,0.810834,0.09700622,0.028538983,0.05994023,0.7334423,0.5020373,0.29585448,0.008349444,0.053168222,0.44172907,0.13710488
4,0.01861363,0.54029244,0.011161455,0.006439856,0.7868235,0.24146487,0.3855771,0.24860366,0.0044837273,0.24588709,0.0058284034,0.07198933
5,0.030531025,0.4217779,0.002781927,0.23101155,0.28966343,0.0144325625,0.2964528,0.14133695,0.0017910504,0.00073625066,0.387268,0.0075235623
6,0.015515861,0.77042276,0.27804214,0.36942452,0.07012243,0.0070142997,0.47658128,0.5902098,0.0018102094,0.00086595793,0.0060812556,0.10931131
7,0.00038643766,0.0010797501,0.16288497,0.3715217,0.2904668,0.0142106805,0.052873846,0.28482512,0.006962342,0.111403756,0.43293184,0.13057826
8,0.0018659375,0.3882756,0.0073234956,0.008366543,0.3763142,0.008429657,0.20423609,0.5801311,0.003532509,0.4449969,0.369526,0.0049771145
9,0.00015916812,0.0002513787,0.09197612,0.5735694,0.028713126,0.30752975,0.0009174872,0.049391642,0.00038931423,0.19444327,0.4118332,0.0033812134
10,0.0032962374,0.5644454,0.003732404,0.6881157,0.1687059,0.10248744,0.6257717,0.11946261,0.0028347713,0.11596506,0.15976569,0.0052200393
11,0.021727504,0.17644383,0.0024653804,0.19007586,0.029609585,0.49044988,0.0007471328,0.06756861,0.0062236367,0.06595894,0.3224412,0.36544067
12,0.005112377,0.45182085,0.11264993,0.17181562,0.060589213,0.24308066,0.38124144,0.5314493,0.0031161467,0.20023167,0.03880753,0.007178389
13,0.0049576536,0.3243748,0.5634687,0.49613896,0.11074219,0.15383883,0.20539516,0.057891298,0.0069473214,0.1663515,0.0041592955,0.12919232
14,0.002309901,0.25201112,0.12502447,0.011780226,0.29295912,0.007965645,0.0014183432,0.59866226,0.004451789,0.26908422,0.23761581,0.33307138
15,0.0020328965,0.000704939,0.17150417,0.48227906,0.043031193,0.6407489,0.1624429,0.13701525,0.0015062852,0.0020559805,0.14511906,0.17895798
16,0.00054821715,0.13296959,0.0017867372,0.3016786,0.100412995,0.23235157,0.34589767,0.0024742887,0.0006133905,0.7898351,0.57027614,0.0038220873
17,0.0033463791,0.54970545,0.058233097,0.3618774,0.23619273,0.2999597,0.8724599,0.0056487895,0.0053396393,0.22886953,0.09039801,0.008393078
18,0.00034806706,0.000558431,0.0035345096,0.061858617,0.30372018,0.004044015,0.2568587,0.51831514,0.0011164742,0.31940305,0.1455182,0.26846382
19,0.0022000151,0.24586596,0.89309037,0.16302675,0.21288466,0.3486212,0.17421274,0.0026229566,0.008764833,0.00073834625,0.63616896,0.12593228
20,0.0057667075,0.21985544,0.009390106,0.050099082,0.31938007,0.010166844,0.014401765,0.3368186,0.008482562,1.0705574,0.00967962,0.42640084
21,0.00045078387,0.0051888246,0.13415132,0.09787807,0.14165044,0.70842624,0.24548924,0.38067535,0.0010241859,0.073486134,0.41563213,0.091941305
22,0.002096671,0.2000892,0.31746563,0.014993495,0.31450772,0.20810772,0.0025179805,0.22809333,0.0015929937,0.15216832,0.0051730736,0.29082683
23,0.0034986807,0.047391955,0.16256979,0.3519651,0.3405169,0.10752515,0.0016838071,0.42576995,0.001924015,0.2536297,0.27814248,0.06716424
24,0.015252287,0.0008544046,0.31554312,0.3082138,0.0031683366,0.4980515,0.04302027,0.6641179,0.0041766963,0.38470113,0.09136224,0.2138086
25,0.014488588,0.56011033,0.7671986,0.33372086,0.0026504574,0.6804513,0.1943953,0.21373497,0.0016213122,0.059467107,0.25307292,0.0043513095
26,0.0013893726,0.37774822,0.044896644,0.78317815,0.03147195,0.016309865,0.56013,0.17012174,0.002138739,0.16581069,0.22870713,0.45259273
27,0.010216491,0.3081907,0.001385402,0.109389655,0.111837536,0.3660334,0.00061837584,0.2481525,0.0004646952,0.18541059,0.52529335,0.005345238
28,0.0010174045,0.03838752,0.20437166,0.11088827,0.059045922,0.006401944,0.006567149,0.5916562,0.0020961221,0.4815528,0.008265905,0.6070001
29,0.00104942,0.052619956,0.0058301794,0.57821226,0.10566109,0.09613261,0.0004900803,0.1464687,0.00043977937,0.45603153,0.050203715,0.0071265916
30,0.098064795,1.0568473,0.009850804,0.05143512,0.347608,0.29432803,0.55726707,0.22594659,0.007082549,0.24234682,0.25839713,0.22452252
31,0.07584106,0.44645157,0.27049786,0.1891054,0.18799247,0.01371197,0.037961677,0.21301533,0.006257644,0.47075072,0.006305353,0.6908487
32,0.016562836,0.07670898,0.0013599002,0.041421138,0.23484254,0.07620185,0.032270476,0.0009789725,0.0007667962,0.55325687,0.114336625,0.5842886
33,0.000217984,0.0002491695,0.037028573,0.4798167,0.02095801,0.033322617,0.0006371784,0.3662841,0.0005160441,0.03796319,0.5515276,0.2849313
34,0.0056495825,0.0031424265,0.5443769,0.04416581,0.3901942,0.53187585,0.17925793,0.13067672,0.0060233446,0.2509044,0.0077987807,0.106790476
35,0.011028199,0.2596187,0.21475168,0.0011239579,0.00070845074,0.0046596047,0.0007246177,0.17866646,0.00047112384,0.88409156,0.30199298,0.17047141
