restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,307,0,0]",True,objective_patience,171,-12034841.046875,-12639006.1953125,-7055.679473876953,-24680902.921661377,[],102.56533103199763,171,13.025751113891602,172,True
1,"[20260822,1103,307,0,1]",True,objective_patience,282,-12034811.5078125,-12639036.265625,-7062.736724853516,-24680910.510162354,[],167.47027521400014,282,41.41142272949219,283,False
2,"[20260822,1103,307,0,2]",True,objective_patience,286,-12034823.76953125,-12639019.4140625,-7061.061798095703,-24680904.245391846,[],172.85211188299945,286,26.500442504882812,287,False
