component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4107504.0,5120000.0,36330379.0,35838167.673600234,492211.3263997659,14436569.663270129,80430760.77372009,2.819642512357447,3.963474859718074
shape_bin,short,fragment_length_lt_100,5120000,,,19896782.0,19585871.801402986,310910.19859701395,10497730.34108906,43838024.58238382,2.0503379572439573,2.9261090506416263
shape_bin,mono,fragment_length_100_249,5120000,,,11830279.0,11697925.976556014,132353.02344398573,7940547.30128517,23933124.08319629,1.5508881447822598,2.1620449341998595
shape_bin,long,fragment_length_ge_250,5120000,,,4603318.0,4554369.89564126,48948.10435874015,4363142.63924536,7829653.154790257,0.8521762967276094,1.2366200434227856
