component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,49960000,593766.0,49960000.0,968060.0,935868.5576446458,32191.4423553542,1768744.2380089685,1781658.7843875408,0.0354032073260402,0.18884306990671446
shape_bin,short,fragment_length_lt_100,49960000,,,378271.0,530573.3195198623,-152302.3195198623,885564.4556113388,747488.6408395559,0.01772546948781703,0.12231820065125044
shape_bin,mono,fragment_length_100_249,49960000,,,336083.0,282385.8415537344,53697.15844626562,597415.6776391302,626926.8320241317,0.011957879856667937,0.11202042448091035
shape_bin,long,fragment_length_ge_250,49960000,,,253706.0,122909.39657104772,130796.60342895228,364305.2538353211,335980.8637116907,0.007291938627608509,0.08200608070168611
