restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,401,0,0]",True,objective_patience,162,-12084730.04296875,-12725027.59765625,-7139.957763671875,-24816897.598388672,[],95.1412315100024,162,23.98286247253418,163,False
1,"[20260822,1103,401,0,1]",True,objective_patience,288,-12084718.87890625,-12725035.77734375,-7145.839263916016,-24816900.495513916,[],167.6616354910002,288,32.836849212646484,289,False
2,"[20260822,1103,401,0,2]",True,objective_patience,309,-12084712.12890625,-12725037.75390625,-7146.564666748047,-24816896.447479248,[],179.66009337600553,309,23.931520462036133,310,True
