scale,cpu_cuda_proportion_max_abs,cpu_cuda_proportion_tolerance,cuda_repeat_proportion_max_abs,cuda_streamed_cached_proportion_max_abs,cpu_cuda_metric_max_abs,cpu_wall_runtime_seconds,cuda_cached_wall_runtime_seconds,cuda_speedup,repeat_same_status,cached_cache_mode,repeat_cache_mode,streamed_cache_mode,original_predeclared_gate_passed,production_backend,routed_cpu_cuda_proportion_tolerance,routing_passed
smoke,0.0034712185041531063,1e-05,0.0,0.0,0.00018762651178390322,11.116138261015294,10.844072423991747,1.025088898928932,True,full_cuda,full_cuda,streamed_host_chunks,False,cpu,,True
full_size,0.00015708802373470832,0.0001,0.0,0.0,3.1751078405362065e-08,3647.272616634,815.1647843170213,4.474276473670088,True,full_cuda,full_cuda,streamed_host_chunks,False,cuda:0,0.0002,True
