spot_id,variant,CD14 Mono,CD4 Naive,CD8 Naive
spot_0030,count_only,0.3612828558624277,0.19003672317444162,0.44868042096313071
spot_0031,count_only,0.42518932032084428,0.17838487458744393,0.39642580509171177
spot_0000,homogenized_omega,0.2779733828352921,0.31146314134926095,0.41056347581544694
spot_0001,homogenized_omega,0.51544974269842858,0.37295139232570523,0.11159886497586621
spot_0002,homogenized_omega,0.41286049091471994,0.12219311216786861,0.46494639691741146
spot_0003,homogenized_omega,0.69475893655204157,0.14640266991400636,0.1588383935339521
spot_0004,homogenized_omega,0.56564607492558261,0.26359795680959536,0.17075596826482201
spot_0005,homogenized_omega,0.066776746203308326,0.28728474026366574,0.645938513533026
spot_0006,homogenized_omega,0.19662264458414117,0.49698050442591485,0.30639685098994401
spot_0007,homogenized_omega,0.19914230500766653,0.3797655900333502,0.4210921049589833
spot_0008,homogenized_omega,0.60345034240211359,0.087236382494326928,0.30931327510355949
spot_0009,homogenized_omega,0.14907052402021065,0.17215515688027014,0.67877431909951924
spot_0010,homogenized_omega,0.32497756128264405,0.38268299115015381,0.29233944756720215
spot_0011,homogenized_omega,0.40915928613653624,0.40101459904468656,0.1898261148187772
spot_0012,homogenized_omega,0.52606851972834134,0.38228374448591285,0.091647735785745796
spot_0013,homogenized_omega,0.47636130884498634,0.1425049895079398,0.38113370164707389
spot_0014,homogenized_omega,0.32489628915477381,0.27796623099155632,0.39713747985366987
spot_0015,homogenized_omega,0.22474299360148767,0.43556881034549766,0.33968819605301465
spot_0016,homogenized_omega,0.12334252186935943,0.5943219315322894,0.28233554659835119
spot_0017,homogenized_omega,0.24277582182371255,0.2743978468593572,0.48282633131693026
spot_0018,homogenized_omega,0.41200180846666867,0.32198761771567974,0.26601057381765159
spot_0019,homogenized_omega,0.19572959730120235,0.60626990506785017,0.19800049763094749
spot_0020,homogenized_omega,0.22349577116968239,0.51741509873571878,0.25908913009459877
spot_0021,homogenized_omega,0.13469600285859681,0.45857667492418586,0.4067273222172173
spot_0022,homogenized_omega,0.48722245511422174,0.20162109808004752,0.31115644680573074
spot_0023,homogenized_omega,0.3534538346473689,0.14472885084388806,0.50181731450874301
spot_0024,homogenized_omega,0.18929237972725971,0.43372076186434527,0.37698685840839502
spot_0025,homogenized_omega,0.4724240483856661,0.19172308212154274,0.33585286949279114
spot_0026,homogenized_omega,0.41284597007190504,0.44934395489298035,0.13781007503511464
spot_0027,homogenized_omega,0.37578638272064341,0.32295099051873233,0.30126262676062426
spot_0028,homogenized_omega,0.61753585094379992,0.19737980360459875,0.18508434545160135
spot_0029,homogenized_omega,0.47443152495322682,0.39952823975618074,0.12604023529059241
spot_0030,homogenized_omega,0.3612828558624277,0.19003672317444162,0.44868042096313071
spot_0031,homogenized_omega,0.42518932032084428,0.17838487458744393,0.39642580509171177
spot_0000,permuted_omega,0.2802435660003581,0.030007634445845539,0.68974879955379631
spot_0001,permuted_omega,0.52833022663736451,0.029805887998287792,0.44186388536434767
spot_0002,permuted_omega,0.40971178024343075,0.063121359778676889,0.52716685997789237
spot_0003,permuted_omega,0.7014286194166669,0.035465088592059331,0.26310629199127378
spot_0004,permuted_omega,0.56930203730236306,0.113947890772477,0.31675007192515997
spot_0005,permuted_omega,0.066024421813939652,0.037971307431724818,0.89600427075433553
spot_0006,permuted_omega,0.20301262860924496,0.042266794495335915,0.75472057689541916
spot_0007,permuted_omega,0.2047806756754556,0.048482416736075937,0.74673690758846845
spot_0008,permuted_omega,0.60417008559949548,0.024651865722560212,0.37117804867794429
spot_0009,permuted_omega,0.14611503851347687,0.064364395416142195,0.7895205660703809
spot_0010,permuted_omega,0.3327873278820252,0.089893809761830437,0.57731886235614438
spot_0011,permuted_omega,0.41862306553513745,0.071737195206341489,0.50963973925852102
spot_0012,permuted_omega,0.53958006882265208,0.048780806485288139,0.41163912469205977
spot_0013,permuted_omega,0.47665164730361859,0.049086478474950727,0.47426187422143068
spot_0014,permuted_omega,0.32869312740362933,0.026380067256627379,0.64492680533974334
spot_0015,permuted_omega,0.23108080982616236,0.062352073004130704,0.70656711716970699
spot_0016,permuted_omega,0.12583878069914164,0.06835464294655258,0.80580657635430575
spot_0017,permuted_omega,0.24073263365855405,0.11327192405422623,0.64599544228721972
spot_0018,permuted_omega,0.4155644832300725,0.094515498494849207,0.48992001827507831
spot_0019,permuted_omega,0.20008082145942926,0.12580536809549608,0.67411381044507468
spot_0020,permuted_omega,0.23024024295535131,0.074940366077093062,0.69481939096755563
spot_0021,permuted_omega,0.13915746284640262,0.14615731660306153,0.71468522055053585
spot_0022,permuted_omega,0.48909658982142618,0.044365809298837877,0.46653760087973595
spot_0023,permuted_omega,0.35112545966381886,0.088572435223481571,0.56030210511269951
spot_0024,permuted_omega,0.19334806017608785,0.095867539914547287,0.71078439990936482
spot_0025,permuted_omega,0.4739047498233947,0.05361133637159974,0.47248391380500554
spot_0026,permuted_omega,0.42331928905215482,0.053351146057858144,0.52332956488998705
spot_0027,permuted_omega,0.37587115097122381,0.12647090423836535,0.49765794479041087
spot_0028,permuted_omega,0.62146029155867244,0.059595013589636363,0.31894469485169119
spot_0029,permuted_omega,0.48177987394694255,0.13941806744837909,0.37880205860467836
spot_0030,permuted_omega,0.36103419784414231,0.094441392029259205,0.54452441012659847
spot_0031,permuted_omega,0.42371063841761764,0.080444428279019861,0.49584493330336249
spot_0000,one_bin_count_only,0.2779733828352921,0.31146314134926095,0.41056347581544694
spot_0001,one_bin_count_only,0.51544974269842858,0.37295139232570523,0.11159886497586621
spot_0002,one_bin_count_only,0.41286049091471994,0.12219311216786861,0.46494639691741146
spot_0003,one_bin_count_only,0.69475893655204157,0.14640266991400636,0.1588383935339521
spot_0004,one_bin_count_only,0.56564607492558261,0.26359795680959536,0.17075596826482201
spot_0005,one_bin_count_only,0.066776746203308326,0.28728474026366574,0.645938513533026
spot_0006,one_bin_count_only,0.19662264458414117,0.49698050442591485,0.30639685098994401
spot_0007,one_bin_count_only,0.19914230500766653,0.3797655900333502,0.4210921049589833
spot_0008,one_bin_count_only,0.60345034240211359,0.087236382494326928,0.30931327510355949
spot_0009,one_bin_count_only,0.14907052402021065,0.17215515688027014,0.67877431909951924
spot_0010,one_bin_count_only,0.32497756128264405,0.38268299115015381,0.29233944756720215
spot_0011,one_bin_count_only,0.40915928613653624,0.40101459904468656,0.1898261148187772
spot_0012,one_bin_count_only,0.52606851972834134,0.38228374448591285,0.091647735785745796
spot_0013,one_bin_count_only,0.47636130884498634,0.1425049895079398,0.38113370164707389
spot_0014,one_bin_count_only,0.32489628915477381,0.27796623099155632,0.39713747985366987
spot_0015,one_bin_count_only,0.22474299360148767,0.43556881034549766,0.33968819605301465
spot_0016,one_bin_count_only,0.12334252186935943,0.5943219315322894,0.28233554659835119
spot_0017,one_bin_count_only,0.24277582182371255,0.2743978468593572,0.48282633131693026
spot_0018,one_bin_count_only,0.41200180846666867,0.32198761771567974,0.26601057381765159
spot_0019,one_bin_count_only,0.19572959730120235,0.60626990506785017,0.19800049763094749
spot_0020,one_bin_count_only,0.22349577116968239,0.51741509873571878,0.25908913009459877
spot_0021,one_bin_count_only,0.13469600285859681,0.45857667492418586,0.4067273222172173
spot_0022,one_bin_count_only,0.48722245511422174,0.20162109808004752,0.31115644680573074
spot_0023,one_bin_count_only,0.3534538346473689,0.14472885084388806,0.50181731450874301
spot_0024,one_bin_count_only,0.18929237972725971,0.43372076186434527,0.37698685840839502
spot_0025,one_bin_count_only,0.4724240483856661,0.19172308212154274,0.33585286949279114
spot_0026,one_bin_count_only,0.41284597007190504,0.44934395489298035,0.13781007503511464
spot_0027,one_bin_count_only,0.37578638272064341,0.32295099051873233,0.30126262676062426
spot_0028,one_bin_count_only,0.61753585094379992,0.19737980360459875,0.18508434545160135
spot_0029,one_bin_count_only,0.47443152495322682,0.39952823975618074,0.12604023529059241
spot_0030,one_bin_count_only,0.3612828558624277,0.19003672317444162,0.44868042096313071
spot_0031,one_bin_count_only,0.42518932032084428,0.17838487458744393,0.39642580509171177
spot_0000,one_bin_shape,0.2779733828352921,0.31146314134926095,0.41056347581544694
spot_0001,one_bin_shape,0.51544974269842858,0.37295139232570523,0.11159886497586621
spot_0002,one_bin_shape,0.41286049091471994,0.12219311216786861,0.46494639691741146
spot_0003,one_bin_shape,0.69475893655204157,0.14640266991400636,0.1588383935339521
spot_0004,one_bin_shape,0.56564607492558261,0.26359795680959536,0.17075596826482201
spot_0005,one_bin_shape,0.066776746203308326,0.28728474026366574,0.645938513533026
spot_0006,one_bin_shape,0.19662264458414117,0.49698050442591485,0.30639685098994401
spot_0007,one_bin_shape,0.19914230500766653,0.3797655900333502,0.4210921049589833
spot_0008,one_bin_shape,0.60345034240211359,0.087236382494326928,0.30931327510355949
spot_0009,one_bin_shape,0.14907052402021065,0.17215515688027014,0.67877431909951924
spot_0010,one_bin_shape,0.32497756128264405,0.38268299115015381,0.29233944756720215
spot_0011,one_bin_shape,0.40915928613653624,0.40101459904468656,0.1898261148187772
spot_0012,one_bin_shape,0.52606851972834134,0.38228374448591285,0.091647735785745796
spot_0013,one_bin_shape,0.47636130884498634,0.1425049895079398,0.38113370164707389
spot_0014,one_bin_shape,0.32489628915477381,0.27796623099155632,0.39713747985366987
spot_0015,one_bin_shape,0.22474299360148767,0.43556881034549766,0.33968819605301465
spot_0016,one_bin_shape,0.12334252186935943,0.5943219315322894,0.28233554659835119
spot_0017,one_bin_shape,0.24277582182371255,0.2743978468593572,0.48282633131693026
spot_0018,one_bin_shape,0.41200180846666867,0.32198761771567974,0.26601057381765159
spot_0019,one_bin_shape,0.19572959730120235,0.60626990506785017,0.19800049763094749
spot_0020,one_bin_shape,0.22349577116968239,0.51741509873571878,0.25908913009459877
spot_0021,one_bin_shape,0.13469600285859681,0.45857667492418586,0.4067273222172173
spot_0022,one_bin_shape,0.48722245511422174,0.20162109808004752,0.31115644680573074
spot_0023,one_bin_shape,0.3534538346473689,0.14472885084388806,0.50181731450874301
spot_0024,one_bin_shape,0.18929237972725971,0.43372076186434527,0.37698685840839502
spot_0025,one_bin_shape,0.4724240483856661,0.19172308212154274,0.33585286949279114
spot_0026,one_bin_shape,0.41284597007190504,0.44934395489298035,0.13781007503511464
spot_0027,one_bin_shape,0.37578638272064341,0.32295099051873233,0.30126262676062426
spot_0028,one_bin_shape,0.61753585094379992,0.19737980360459875,0.18508434545160135
spot_0029,one_bin_shape,0.47443152495322682,0.39952823975618074,0.12604023529059241
spot_0030,one_bin_shape,0.3612828558624277,0.19003672317444162,0.44868042096313071
spot_0031,one_bin_shape,0.42518932032084428,0.17838487458744393,0.39642580509171177
