,Adipocyte,Atrial Cardiomyocyte,Endothelial cell,Fibroblast,Lymphatic Endothelial cell,Lymphoid,Mast cell,Mesothelial cell,Mural cell,Myeloid,Neural cell,Ventricular Cardiomyocyte
0,4.316267e-06,9.695091e-06,0.19836622,2.2023285e-06,0.07973623,0.017955031,0.013343858,1.6499658e-05,0.19199686,0.14781423,0.10112501,0.24962983
1,6.513932e-06,1.7087157e-05,0.1464891,3.2064713e-06,0.0823164,0.028088724,0.06786295,1.0525385e-05,0.12731299,0.117301576,0.096483484,0.3341074
2,4.5124007e-06,1.0559757e-05,0.16257833,2.877567e-06,0.21012847,0.034694944,0.023191696,1.3634706e-05,0.12249,0.17932028,0.14354286,0.124021806
3,2.698516e-06,4.785401e-06,0.18534279,1.4965942e-06,0.13493124,0.018659037,0.009682955,1.32863615e-05,0.18859354,0.19151849,0.19031373,0.08093598
4,7.5333487e-06,1.8273511e-05,0.11740332,4.336971e-06,0.28801903,0.029448777,0.05094762,1.2410626e-05,0.0876471,0.13040505,0.05468372,0.24140273
5,8.832218e-06,2.2426664e-05,0.15218067,3.6316794e-06,0.04671079,0.010915956,0.005948347,1.3455695e-05,0.14813887,0.11897317,0.12828398,0.38879985
6,1.5642541e-05,3.3872875e-05,0.15206578,6.8028257e-06,0.1121462,0.014745259,0.006222883,1.3689081e-05,0.09494904,0.116040125,0.046086177,0.4576745
7,7.3008613e-07,6.7609375e-07,0.16241702,6.98424e-07,0.27654064,0.046084646,0.039007828,1.9670545e-06,0.12821947,0.1951274,0.14148156,0.011117428
8,4.2566408e-06,1.0490874e-05,0.14960961,2.262787e-06,0.13981093,0.025948165,0.010002129,9.503408e-06,0.118931696,0.16893326,0.24277979,0.14395788
9,4.9748746e-07,3.426847e-07,0.22338004,4.1875916e-07,0.15045135,0.039321773,0.031277068,3.4370264e-06,0.20860572,0.20458454,0.13360848,0.008766386
10,8.249879e-06,2.1372452e-05,0.16870068,3.434668e-06,0.07056715,0.011403031,0.0055449707,1.540282e-05,0.1709829,0.13432111,0.117863655,0.32056797
11,1.6845275e-06,2.7551646e-06,0.17777836,1.1871547e-06,0.09997612,0.04592559,0.2438452,4.8365087e-06,0.16065775,0.1322762,0.079355456,0.0601749
12,6.6327884e-06,1.8059009e-05,0.16709223,3.262865e-06,0.110999465,0.028026232,0.010722976,1.6100103e-05,0.13581249,0.15662777,0.14704604,0.24362874
13,3.7100706e-06,9.129701e-06,0.16507791,1.9752074e-06,0.059620894,0.026248325,0.04348301,1.3861652e-05,0.1806121,0.14813167,0.1924812,0.1843162
14,2.1004632e-06,3.6890929e-06,0.17222776,1.5281479e-06,0.20013043,0.039737377,0.045222465,9.964438e-06,0.13306999,0.18785518,0.15186131,0.06987808
15,1.110693e-06,1.1447781e-06,0.24330014,7.173069e-07,0.10135986,0.027683586,0.03465707,1.2806849e-05,0.24695514,0.19015318,0.11616888,0.039706383
16,7.073767e-06,1.9361949e-05,0.16300946,4.0172117e-06,0.16475947,0.030022206,0.018670488,1.5891896e-05,0.12374918,0.15901405,0.098237254,0.24249151
17,8.504271e-06,2.3006593e-05,0.16945018,4.3570576e-06,0.1864729,0.016874706,0.0044020326,1.750996e-05,0.1303492,0.1638651,0.09578531,0.23274721
18,7.3886457e-07,8.44772e-07,0.13093461,6.3728936e-07,0.15715155,0.08665402,0.28821453,5.700717e-07,0.09813809,0.12707716,0.099347875,0.0124793975
19,4.8858215e-06,1.5718255e-05,0.1131135,2.8999416e-06,0.20094995,0.048570096,0.17712127,4.030031e-06,0.07835684,0.11085687,0.06230104,0.20870295
20,3.7240486e-06,1.02389995e-05,0.1338911,2.436242e-06,0.13202842,0.0495568,0.22047868,5.7603406e-06,0.09924268,0.12354478,0.090247855,0.15098752
21,1.4711715e-06,1.858008e-06,0.19549073,9.1711314e-07,0.16071936,0.016406508,0.0056082667,6.699439e-06,0.20176172,0.20932347,0.18075058,0.029928485
22,1.5260019e-06,2.2878885e-06,0.16665505,8.861142e-07,0.08167796,0.023615178,0.013529182,6.1559163e-06,0.18890318,0.18875448,0.29499865,0.041855514
