,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.055101003,0.007405636,0.0053967447,0.17385675,0.5490248,2.2479262,0.63668376,2.8298697,0.02938944,0.34344658,0.01232089,0.14525878,0.2762828
1,0.25299078,0.64033324,1.3474263,1.751826,0.18264806,0.0080125565,1.1985422,0.027541054,0.13481875,0.6334156,0.022805382,0.06770568,0.28922695
2,0.016892653,0.0029721884,0.082535215,1.5985879,0.017600069,0.17177282,0.017454294,0.066477485,0.76067424,0.11002005,1.9194703,0.017189205,0.3786843
3,0.042804945,0.0066616316,0.0132034635,0.023017904,0.5159461,0.9955498,0.061047625,0.2084689,0.9933139,0.74420327,1.0131907,1.5388867,0.09854382
4,0.0769732,0.0045717144,0.15115623,0.5191271,1.086211,1.5425576,0.32742345,2.4276419,0.02556233,0.018091464,0.18982732,0.39335343,0.708538
5,0.045777556,0.008847559,0.012533882,0.04636169,2.1924326,0.17660445,1.5370758,0.76853895,0.5387404,0.04189292,1.4069469,0.081122026,0.026130464
6,0.18121031,0.0141475955,0.29810348,0.62204194,0.32277262,0.25581092,0.50404966,0.37114847,0.623782,0.6716648,0.6926371,0.04091712,1.0369272
7,0.028932488,0.0067318995,0.0058509163,0.016636185,0.3359796,0.73794246,1.2449063,0.71750987,0.5468787,0.3614974,0.87576354,0.3332457,0.16024071
8,0.11365463,0.06985345,0.024132375,0.090625346,1.3066281,1.3377798,0.28852624,0.06765193,0.22177501,2.6236768,0.89199096,0.35049525,0.078122914
9,0.029025236,0.0042712344,0.0036911215,1.1767356,0.056397397,0.6078274,0.13106094,0.19294472,1.6371988,0.003827312,0.5153333,0.032534737,1.0373914
10,0.045332234,0.005338828,0.007947092,0.017898418,0.6478533,0.77886397,0.15842783,1.1192622,0.5402509,0.014062778,0.92235416,0.09559831,1.8480307
11,0.04144913,0.09249552,0.01526472,0.010924684,0.92613465,0.039803326,0.028717646,1.5418487,0.1835111,0.65781134,1.0425333,0.5356943,0.92357993
12,0.075243205,0.002913235,0.0034879092,0.9059218,0.044683713,0.88907945,1.035649,0.63167405,0.0069266935,0.0036988475,0.6810964,0.25958928,1.7994943
13,0.021739172,0.011570588,0.0045951325,0.009472353,0.12543535,0.7996606,0.40914226,0.23538738,0.45112237,1.1287163,0.40101847,0.54904294,0.19862355
14,0.22603212,0.020934278,0.10007087,0.62200344,0.1037312,0.69260657,0.5052959,0.8016577,1.0087733,1.5841372,0.03847621,0.86848646,0.25322193
15,0.32122532,0.0058327406,0.041517064,1.1040275,0.51694065,1.1630634,0.3732424,0.07055666,0.014378274,1.4755844,0.8161039,0.3097908,2.180354
16,0.030954324,0.002987738,0.008884637,0.5463937,1.183956,1.0246593,0.24489218,0.6536626,0.23388194,0.26402083,1.6160184,0.015192813,0.014882302
17,0.06740239,0.007329658,0.010027049,0.056582358,2.0567029,0.025445687,0.48915732,0.32727462,0.010482593,1.1697011,0.64768934,0.22272107,1.1844999
18,0.08009572,0.0052250717,0.008731882,0.79900265,0.58888865,0.122870155,1.1053201,3.2509444,0.028817303,0.19535145,0.0111885695,0.4199856,0.20351584
19,0.18194184,0.0036521105,0.063743286,0.8703802,0.3516465,0.3273407,0.28345093,0.74510896,0.027920898,2.1421556,0.7240854,0.1261067,0.70392984
20,0.035497192,0.0064307996,0.06200516,0.02058381,0.08604189,1.4521642,0.37802297,1.652735,0.010451033,0.0058432687,0.810692,0.27911228,1.1108125
21,0.0934227,0.009808978,0.0059330547,0.25659463,0.20613237,0.29440963,0.6930785,0.25027472,0.5446251,0.55829024,0.07017983,1.7756313,0.79689085
22,0.06834795,0.01563639,0.63984215,0.38157353,0.9116085,0.5797723,0.2218253,1.0845975,0.06315765,0.20017612,0.32557216,0.7805543,1.787116
