spot_id,CD14 Mono,CD4 Naive,CD8 Naive,CD4 TCM,CD16 Mono,NK,CD8 TEM_1,CD8 TEM_2,Intermediate B,Memory B,CD4 TEM,cDC,Treg,gdT,MAIT,Naive B
spot_0000,0.21166514288666746,0.12386991892054124,0.2262412136109419,0.10557480965159351,0.02471456332686431,0.006324338598850118,0.02343413597718339,0.0043209803996946145,0.031043335632999915,0.05279065523562629,0.0067708934023340776,0.10554541158718085,0.03320158239647103,0.004756669449911376,0.005094041894646428,0.0346523070284935
spot_0001,0.012179717065409358,0.06687527435757246,0.20050625682340592,0.05329500195434731,0.0562924073909302,0.10937915530407194,0.05667487423106342,0.027766991101321872,0.07162585392757191,0.09420786049871771,0.009413771718839212,0.007405101658130678,0.030188728388244067,0.03606603236268863,0.01751711787972379,0.15060585533796153
spot_0002,0.11294738636788737,0.013333598987212652,0.015708789190886214,0.11471844880852625,0.21838601966849538,0.009649996467553145,0.05483781771919385,0.05368691129009276,0.0041652223650131374,0.003638925441941362,0.09851406608729066,0.09393265315605594,0.07793391196429443,0.01742878128496699,0.10332068235334775,0.007796788847242124
spot_0003,0.06458011064342191,0.394234713828168,0.20048764669514293,0.17252827231703402,0.0722265205460109,0.005844004800702133,0.011954072592628573,0.022680033262855493,0.0007416671686822874,0.0007280413843314775,0.02018727224468548,0.003275465060200233,0.01739969819638673,0.007288079839972683,0.005130866694270142,0.0007135347255069912
spot_0004,0.009907222784520388,0.14396916987782438,0.05511310396030685,0.1381589583150692,0.16091124174093666,0.06765933959154558,0.057648741358173314,0.03940706352080393,0.0396539827389827,0.06341158694131777,0.027531693239081115,0.004623880443106372,0.10485635338106755,0.05454622388517818,0.004986127308892764,0.02761531091319328
spot_0005,0.08342934033034856,0.0629228888378603,0.21798267763547177,0.013100106791775512,0.02104747814310414,0.17722172940619194,0.13098466995909347,0.022855933680017152,0.02787382989082055,0.14414636810835713,0.007223231528188704,0.009223568190235903,0.018703819564434322,0.029606197337656046,0.021835104506787655,0.011843056089656884
spot_0006,0.021266694533796555,0.23555859888931446,0.13496810266965,0.02164796467254224,0.009858419676649629,0.14179386180952563,0.019525476209200105,0.016149063977507882,0.09671922080204226,0.041790036488176245,0.11846800792369583,0.03855877055594506,0.02429117720134586,0.02521976203354585,0.033870180209122976,0.020314662347939397
spot_0007,0.008494092421347247,0.1709820061954109,0.2880025611185702,0.07634454635750017,0.1191140650251924,0.0017661239244529292,0.006659238719328879,0.003982609963850153,0.06085684489444244,0.01913619911841016,0.008773481720091734,0.004040979588484987,0.026750386959470563,0.002239686580673637,0.0025909603104683414,0.20026621710230527
spot_0008,0.3008456618802429,0.20995097820037303,0.12567937979631458,0.11307522889247827,0.015021047567227113,0.00340634633873172,0.009446636591514217,0.010220546512965615,0.042361355155460204,0.006221036066488515,0.11137305788113798,0.01743602690278019,0.010580086734683119,0.005433368555533531,0.0073492355293534265,0.011600007394715568
spot_0009,0.3703284446562401,0.23696505083661187,0.15185443309349336,0.015380940158356426,0.039926991019785855,0.0049019634261981354,0.0076884165829221125,0.0062742786392109735,0.04157148174780591,0.013939814939396621,0.02168069473962584,0.016124664860926296,0.012271666446776509,0.006382523855653225,0.04124382928979494,0.013464805707201821
spot_0010,0.6205381899153422,0.052930334504567786,0.08255229131329767,0.014435550761059986,0.026955629143060995,0.007059904287201197,0.011544097591051503,0.004967461223269097,0.002858796986423491,0.003076905183679095,0.0067263931753514606,0.12717340086615328,0.024910198265107167,0.00716609990734354,0.004504187946263476,0.0026005589308280715
spot_0011,0.06663620315436745,0.4903766664450597,0.28962789578324616,0.045603260743096605,0.03547735905381981,0.0033889910880222636,0.013203687641646549,0.004660736364595913,0.0015325136715690604,0.0014556407924258357,0.0056417706857896655,0.0034544333273236437,0.03184106172817627,0.002950991757828602,0.002489826588007543,0.0016589611750249449
spot_0012,0.3305999451203761,0.23633658293811757,0.289012118403095,0.019308925867264473,0.013795790155679465,0.003451650166767813,0.006303327095202928,0.004089496181705398,0.0035593956548710657,0.0027396700314177274,0.027784486593189966,0.02776007357952862,0.02373254655313783,0.0036391210026901766,0.005075343813255938,0.002811526843699907
spot_0013,0.20456819041944588,0.08558333677588992,0.10473465536267106,0.10970213360221405,0.07534865309055407,0.035629129283227506,0.013444447367996448,0.01948200039567746,0.08235409354198088,0.016038346240145746,0.14749221600985535,0.019564604462796314,0.011434243393134485,0.042697368191589306,0.01167459946648656,0.02025198239633497
spot_0014,0.2950457194906534,0.18709847636054916,0.10125733496030656,0.1689179588463342,0.008718429195012508,0.004201253037437638,0.0064708156461946095,0.003393277897138482,0.03742818874564257,0.013933781640394615,0.12733945335941865,0.009887507272257791,0.011390462044683492,0.0030032417230366304,0.012412986646345095,0.009501113134594603
