,T_CD4,T_CD8,T_reg,mDC,mono-mac,myeloid,pDC,plasma,tumour_1,tumour_2
0,0.21295057,0.0840185,0.004733833,4.9721224e-05,0.14210112,0.13690016,5.8005477e-05,9.079352e-05,0.23775388,0.18134342
1,0.21277857,0.0843366,0.004715791,4.9434737e-05,0.14291202,0.13776009,5.793446e-05,9.0758396e-05,0.23620307,0.18109572
2,0.21286844,0.08409596,0.0047413236,4.9772214e-05,0.14247507,0.13691619,5.798986e-05,9.125868e-05,0.23714869,0.18155533
3,0.21312723,0.08469274,0.004677955,4.9098966e-05,0.14347933,0.1386111,5.7770074e-05,9.049905e-05,0.23467669,0.18053757
4,0.21224904,0.08415141,0.00473663,4.9741884e-05,0.14284928,0.13715254,5.7786143e-05,9.0858004e-05,0.2368377,0.18182501
5,0.21255718,0.08417622,0.004731425,4.976367e-05,0.14252824,0.1372151,5.7988756e-05,9.096856e-05,0.23691557,0.18167755
6,0.2126304,0.08416468,0.0047310307,4.9539398e-05,0.1426252,0.13730377,5.7855163e-05,9.074964e-05,0.23705128,0.18129548
7,0.2129916,0.084883206,0.004730921,4.959734e-05,0.14299442,0.13803068,5.77492e-05,9.054515e-05,0.23569082,0.18048054
8,0.21242283,0.08479577,0.004665865,4.8925576e-05,0.14430453,0.13918918,5.7540485e-05,9.0188325e-05,0.23396555,0.18045966
9,0.21280678,0.08449315,0.0047256513,4.9466336e-05,0.14283022,0.13745436,5.747979e-05,9.033056e-05,0.2366023,0.18089028
10,0.21294191,0.084062204,0.0047464394,4.9533133e-05,0.14261924,0.13708189,5.750309e-05,9.0416506e-05,0.23740372,0.18094715
11,0.21277773,0.08463214,0.0046746484,4.92523e-05,0.14373228,0.13876268,5.7826714e-05,9.066418e-05,0.23450081,0.180722
12,0.21265626,0.0841635,0.0047303047,4.9920465e-05,0.14252384,0.13728997,5.8293637e-05,9.105108e-05,0.2366912,0.18174572
13,0.2124653,0.08425984,0.004732344,4.9621955e-05,0.14277904,0.13739404,5.7852954e-05,9.0750684e-05,0.23652886,0.18164238
14,0.21251483,0.08400735,0.004746714,4.977969e-05,0.14236085,0.13692182,5.8031106e-05,9.104575e-05,0.23722568,0.18202385
15,0.21288446,0.084465474,0.004719773,4.9919505e-05,0.14242657,0.13755651,5.841785e-05,9.115984e-05,0.23632842,0.18141928
16,0.21298756,0.08489636,0.0046725804,4.8755963e-05,0.14436403,0.13939013,5.7351393e-05,9.014897e-05,0.23332025,0.18017288
17,0.21237978,0.08376796,0.00474638,5.018064e-05,0.14211074,0.13659737,5.87101e-05,9.198193e-05,0.23774806,0.18244885
18,0.2129639,0.08401973,0.0047466513,4.9750124e-05,0.14206733,0.13691527,5.796689e-05,9.071832e-05,0.23773447,0.18135425
19,0.2133409,0.08440283,0.0047370447,4.9805094e-05,0.14227296,0.13728163,5.832821e-05,9.1387876e-05,0.23665068,0.18111444
20,0.21290028,0.084059596,0.004745334,4.9919516e-05,0.14213118,0.13680005,5.8273297e-05,9.1293754e-05,0.23754248,0.18162163
21,0.2124807,0.085177235,0.0046669897,4.8672126e-05,0.14497072,0.13966624,5.7213805e-05,9.018613e-05,0.23305805,0.17978401
22,0.21271566,0.08430399,0.0047407504,4.9669477e-05,0.1428753,0.13731436,5.7431436e-05,9.0380665e-05,0.23670956,0.18114288
23,0.213139,0.08407672,0.0047376854,4.980166e-05,0.14214934,0.13708992,5.7850404e-05,9.062897e-05,0.23742688,0.18118219
24,0.21177517,0.08298867,0.004773673,5.143754e-05,0.14152972,0.13523856,6.0308535e-05,9.5456715e-05,0.23920822,0.18427879
25,0.21288298,0.08459089,0.004724199,5.0107094e-05,0.14264321,0.13766608,5.83285e-05,9.098614e-05,0.23572887,0.1815643
26,0.21268524,0.08429585,0.0047320165,4.9841383e-05,0.14247562,0.13728239,5.81386e-05,9.117024e-05,0.23676868,0.18156105
27,0.21230344,0.084381826,0.004728839,4.9672304e-05,0.14283386,0.13712463,5.7283956e-05,9.0950336e-05,0.23688091,0.18154871
28,0.21231483,0.08444612,0.0046900655,4.9673054e-05,0.14338666,0.13811494,5.7702713e-05,9.0347094e-05,0.235527,0.18132263
29,0.21286766,0.084411494,0.0047139325,4.9382368e-05,0.14284801,0.13762623,5.7616195e-05,9.045922e-05,0.23641866,0.18091653
30,0.21296722,0.08412641,0.004738346,4.9593396e-05,0.14207588,0.13701022,5.7941917e-05,9.07965e-05,0.23763175,0.18125185
31,0.21297279,0.08434405,0.004725017,4.9507e-05,0.1427053,0.13751642,5.7696536e-05,9.0591675e-05,0.23651855,0.1810201
32,0.21286404,0.08428154,0.004726707,4.949795e-05,0.1427364,0.13753186,5.788409e-05,9.0716276e-05,0.2364673,0.18119402
33,0.2126392,0.08439738,0.0047110547,4.9371527e-05,0.14317742,0.13782775,5.7449117e-05,9.018228e-05,0.23620807,0.18084207
34,0.21280226,0.084408216,0.004710159,4.9317652e-05,0.14314352,0.13789445,5.7660774e-05,9.0511676e-05,0.2359223,0.18092163
35,0.2128191,0.084201306,0.004749839,4.957284e-05,0.14273952,0.13717729,5.7470377e-05,9.049856e-05,0.23706691,0.18104844
36,0.21260364,0.08376444,0.0047566094,5.0520142e-05,0.14200486,0.13656704,5.935863e-05,9.3114395e-05,0.23749165,0.18260877
37,0.21278644,0.08409778,0.0047299094,4.9831302e-05,0.142341,0.13704751,5.826704e-05,9.1541806e-05,0.2369634,0.18183427
38,0.21302192,0.08469913,0.0046976693,4.9294005e-05,0.14342383,0.13839145,5.7695812e-05,9.075948e-05,0.23471878,0.18084943
39,0.21301828,0.084323324,0.0047389446,4.9950213e-05,0.14241973,0.13720636,5.773368e-05,9.063616e-05,0.23650694,0.1815881
40,0.21286461,0.08409268,0.0047314162,5.0041544e-05,0.14215274,0.13706575,5.8685826e-05,9.183033e-05,0.23714276,0.18174948
41,0.21328464,0.08462232,0.004706974,4.971254e-05,0.14266783,0.13794723,5.787798e-05,9.062472e-05,0.23564781,0.18092497
42,0.2123685,0.0843183,0.0047211973,4.961367e-05,0.14291604,0.13742611,5.7581707e-05,9.050971e-05,0.23656337,0.1814888
43,0.21296617,0.084502116,0.0047134645,4.990459e-05,0.14298713,0.13790783,5.7982626e-05,9.054008e-05,0.23533975,0.18138514
