"","T_CD4","T_CD8","T_reg","mDC","mono-mac","myeloid","pDC","plasma","tumour_1","tumour_2"
"0",4.68231523438227e-05,4.68231523438174e-05,4.6823152343818e-05,0.00177814142331177,0.00447691437481513,4.68231523328895e-05,4.68231523141772e-05,4.68231524673977e-05,0.962440270576801,0.0310237347109265
"1",0.0001022810661017,0.0869982102122417,0.000102281066042246,0.000430033922080523,0.317618455744344,0.000102281066042248,0.000102281066029382,0.000102281066072082,0.516925196992259,0.0775166977987875
"2",9.54999502254079e-05,0.0260832301468626,9.54999502254093e-05,9.54999502894357e-05,0.00142362457668865,0.036813411252063,9.54999501609604e-05,0.30098212625341,0.634099630835404,0.000215977134670548
"3",7.09708292371114e-05,0.352356298163648,7.09708288838213e-05,7.09708269724105e-05,0.647051984768064,9.4921267707304e-05,7.09708288838197e-05,7.09708287327295e-05,7.09708290092741e-05,7.09708288617516e-05
"4",4.82881485542372e-05,4.82881485542367e-05,4.82881485542382e-05,4.8288149488752e-05,4.82881485542382e-05,4.82881485628127e-05,4.82881471698757e-05,4.82881485491127e-05,4.82881483637158e-05,0.999565406663649
"5",8.94668571514045e-05,0.103554939319393,8.94668570231657e-05,0.154901427521811,8.9466857023166e-05,8.94668570231628e-05,8.94668570778357e-05,8.94668570143933e-05,0.0200840810653699,0.720922750951114
"6",0.0131449031955053,0.000115844041086797,0.000115844041143531,0.000115844041242737,0.109818047206328,0.000115844041370432,0.000115844041356416,0.00492457121477814,0.730178235657646,0.141355022519543
"7",0.0224865614109007,0.960076241945043,0.0143291621370921,6.86426581471562e-05,6.8642659457481e-05,0.000201403233729907,6.86426591207077e-05,6.86426594573574e-05,0.00256341797779086,6.86426592605191e-05
"8",7.43632050570828e-05,7.43632052668408e-05,7.43632052669079e-05,7.43632052669034e-05,0.999330731152795,7.43632052678939e-05,7.43632052970165e-05,7.43632052496667e-05,7.43632052720615e-05,7.43632052608051e-05
"9",7.3815104083797e-05,0.105019289539737,0.0103132833101537,7.38151033883095e-05,0.0105361456702468,0.00778355274598946,7.38151040457435e-05,7.38151040949268e-05,0.86578095661431,0.000271511703949546
