component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5000,4996.0,5000.0,7408072.0,7430503.359763643,-22431.359763642773,593624.648853475,170096378.4909109,118.724929770695,184.443150315164
shape_bin,short,fragment_length_lt_100,5000,,,3398534.0,3557875.9760084716,-159341.97600847157,365325.9145493826,68745280.3342318,73.06518290987651,117.2563689820146
shape_bin,mono,fragment_length_100_249,5000,,,2607376.0,2645514.648653183,-38138.64865318313,281725.49768306024,37713751.13159156,56.34509953661205,86.84900820572628
shape_bin,long,fragment_length_ge_250,5000,,,1402162.0,1227112.7351019874,175049.26489801263,208960.11065422144,22731515.873871088,41.79202213084429,67.42627955607678
