component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4130320.0,5120000.0,35848286.0,35349223.925577536,499062.0744224638,14380233.325429311,80028292.04019386,2.808639321372912,3.9535459766013044
shape_bin,short,fragment_length_lt_100,5120000,,,19352982.0,19114805.2822024,238176.71779759973,10366823.30141347,42639071.53483618,2.0247701760573187,2.8858176760058303
shape_bin,long,fragment_length_ge_100,5120000,,,16495304.0,16234418.643375145,260885.35662485473,9289539.396322522,32714599.729572944,1.8143631633442427,2.5277599292025767
