restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,307,0,0]",True,objective_patience,336,-12521093.484375,-13182880.48046875,-38214.74853515625,-25742188.713378906,[],195.1117377949995,336,16.858428955078125,337,False
1,"[20260822,1103,307,0,1]",True,objective_patience,474,-12521048.1484375,-13182894.48046875,-38241.501708984375,-25742184.130615234,[],276.1108281289926,474,24.349660873413086,475,True
2,"[20260822,1103,307,0,2]",True,objective_patience,415,-12521104.7109375,-13182903.54296875,-38205.2626953125,-25742213.516601562,[],243.60111471504206,415,36.07233428955078,416,False
