component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,12490000,862946.0,12490000.0,1871652.0,1568229.324178426,303422.67582157394,2529814.6204577987,10359397.235054811,0.20254720740254592,0.9107224116344275
shape_bin,short,fragment_length_lt_100,12490000,,,809610.0,894203.9847268376,-84593.9847268376,1439137.5058602013,2342712.964988212,0.11522317901202572,0.43309016482916624
shape_bin,mono,fragment_length_100_249,12490000,,,638420.0,470976.1683914897,167443.83160851029,939748.6727730944,3051168.821347434,0.07524008589056,0.49425594266258505
shape_bin,long,fragment_length_ge_250,12490000,,,423622.0,203049.17106009802,220572.82893990198,544674.9387564393,944739.437824812,0.04360888220628016,0.27502666554243876
