,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Ventricular Cardiomyocyte
0,0.061482612,0.09275497,0.09633558,0.08183874,0.079333425,0.07236279,0.21245381,0.63788784,13.093137,0.07627481,0.21105514,0.11354253
1,0.07081664,0.010073056,0.053438723,0.2832204,0.018099993,0.24537154,7.183738,0.016545163,1.1457403,0.0724324,0.08900179,0.0076633357
2,0.03255148,0.0131222075,0.0827017,0.0970417,0.026931062,2.1295276,0.012798403,11.94786,0.90123487,0.05515801,0.113654435,0.006651008
3,0.013063036,0.005202736,0.033495624,0.031838622,0.016432434,1.6533931,0.013249872,12.305072,0.010593689,4.392081,0.033482008,0.0035486806
4,0.013601756,0.0055184555,0.02463663,0.028875556,0.011735206,1.262659,0.016084224,7.335062,0.021408232,3.09089,0.02194233,0.0046234624
5,0.038400177,0.017633324,0.116750285,0.10702223,0.03673587,0.9287804,0.012287494,5.975706,15.284398,0.040335942,0.12398033,0.013372493
6,0.03474747,0.026486982,0.09145823,0.08254404,0.085027955,0.45584914,5.7230554,1.7793367,1.2739072,0.11868193,0.05054203,0.1366502
7,0.096923485,0.013135969,0.14639445,0.6363798,0.03179799,1.1408418,2.0291045,6.686373,4.67195,0.095142946,0.1189546,0.007485113
8,0.018201988,0.012059098,0.08796025,0.04149511,0.03287481,0.14321293,1.7250665,0.0061904513,13.5141735,0.09868166,0.08786084,0.0076852636
9,0.027697103,0.007946655,0.06610143,0.06757664,0.032713108,1.8476825,5.5972347,6.3559704,0.05528017,0.9420147,0.059057463,0.0069729155
10,0.046649523,0.047243077,0.060630646,0.04088607,0.020127127,0.097346045,0.8663006,0.45648524,6.2577267,0.040584844,0.1384604,0.37599155
11,0.012149802,0.0060171126,0.016660448,0.02097825,0.009126241,0.7839647,0.027226266,5.258774,0.016029773,3.3966744,0.023231318,0.0042336322
12,0.01102383,0.005034593,0.039686363,0.021985905,0.013143652,0.726186,11.175275,0.868953,0.019021923,2.4718506,0.023716707,0.0034062343
13,0.011665574,0.0032990838,0.030808758,0.02377088,0.009832122,1.0688409,3.3689587,4.4158278,0.014303135,5.1742177,0.019007964,0.0022998892
14,0.009474455,0.009640127,0.045504022,0.026580213,0.03425619,0.20739163,4.154774,0.007140872,4.565996,0.10453599,0.053747106,0.0072209304
15,0.056841277,0.022697823,0.052192114,0.08398418,0.023992818,0.5139713,6.2623196,1.7770808,1.6470793,0.1095441,0.068601415,0.016339922
16,0.35398403,0.044647068,0.09300871,0.11670016,0.07619901,0.16496642,0.08827769,1.3752625,8.83015,0.19269557,1.1951416,0.06426887
17,0.05761412,0.0158131,0.093226336,0.089347675,0.075948,0.2061826,4.7857676,0.4366415,3.444461,0.08337883,0.33750257,0.011306175
18,0.023243017,0.26391584,0.046861935,0.042663068,0.028928533,0.26993984,4.557537,1.7591965,0.8334323,0.06845908,0.044492126,0.05346704
19,0.026425144,0.0122893965,0.10448812,0.055617537,0.039011396,2.6881294,11.400146,8.775396,0.025496148,0.22571193,0.087540984,0.008495496
20,0.11778857,0.09112402,0.0631473,2.3195155,0.027732749,0.47985741,2.7994545,1.3139814,2.5410368,0.13339685,0.06421659,0.028432878
21,0.024837792,0.011577845,0.06746984,0.05481266,0.033894118,0.33804166,0.009798633,2.735542,9.074444,0.022515938,0.056993626,0.008676365
22,0.0432981,0.05767673,0.25802234,0.07719516,0.09618818,0.46108216,0.01601084,2.0774662,13.701671,0.050064847,0.10936471,0.054743346
23,0.027438147,0.0149741,0.09569813,0.052043673,0.02707726,0.3699495,8.267316,0.123008445,0.3102883,0.20540312,0.076145895,0.009746654
24,0.022617878,0.013500121,0.07355217,0.05132225,0.032198988,1.0938357,11.3560095,3.6904643,0.06148507,0.40947345,0.045824885,0.007046721
25,0.020734783,0.029544841,0.19362374,0.07233203,0.14273037,2.0194056,5.0035763,0.014898285,7.7202444,0.44968358,0.1777266,0.29555365
26,0.04242997,0.014332329,0.12847887,0.16128397,0.04555085,0.27025297,5.8913126,0.34590673,4.2764087,0.09077904,0.041739285,0.009818814
27,0.05897653,0.027387764,0.12664238,0.11387417,0.050774325,0.28222758,0.03001884,1.5640578,11.839093,0.038159516,0.09890889,0.14897916
28,0.011054465,0.006732881,0.03163028,0.038324457,0.013131058,0.28348625,5.9048905,0.005111882,1.1812341,0.061501797,0.027296335,0.0054637534
29,0.06949322,0.008152549,0.037201233,0.055465803,0.0374876,1.1420068,1.3869025,3.8169801,0.02855344,0.06473762,0.027685955,0.0039374256
30,0.32419595,0.1489192,0.108266175,0.8412487,0.06417097,0.29227474,1.3046486,3.1989172,1.0206703,0.06842317,0.08568007,0.59261507
31,0.031455718,0.01372649,0.0503888,0.09209821,0.024931014,0.66903377,2.742568,1.5661377,2.8685465,0.09154946,0.16465694,0.007828147
32,0.04575004,0.0727353,0.20990057,0.0920228,0.19608101,0.58688074,0.17781277,0.04203859,7.9941397,0.06513482,0.11571317,0.03205482
33,0.8697122,0.03229569,0.071286455,0.1188325,0.04112668,2.4807909,0.5218817,7.8480363,2.5566413,0.095471606,0.08918541,0.05072833
34,0.018621128,0.011905167,0.104289204,0.040209904,0.037424523,0.04061589,0.109991595,0.050701704,11.449699,0.05378348,0.05905019,0.00606898
35,0.03978148,0.030843483,0.08838842,0.06777104,0.04875405,0.5846175,0.025653295,2.336789,7.7180834,0.06620469,0.07573072,0.028657842
36,0.022457942,0.012569291,0.08943595,0.071139745,0.043502815,0.5130069,0.015582818,4.002374,4.213512,0.032440647,0.079442434,0.009903061
37,0.039564375,0.020507017,0.06086886,0.08835493,0.022683835,0.5786018,4.702187,0.026521834,2.695112,0.13232811,0.45444843,0.011816153
38,0.0073889717,0.006960361,0.870378,0.018223383,0.0226203,0.08646805,1.307667,0.1136014,2.4241896,0.03135226,0.019641226,0.0054624043
39,0.08441987,0.049720712,0.07015285,0.06927443,0.039093453,0.7927718,7.9149537,2.785935,2.660261,0.15907502,0.05068807,0.20595436
40,0.04163468,0.014818108,0.12904085,0.1192365,0.035947364,0.25439975,4.828165,1.6575481,3.7544034,0.093002595,0.04842357,0.014488132
41,0.04256137,2.658429,0.034889117,0.12057545,0.010018117,0.44638687,0.005570121,11.553959,1.4111288,0.014640735,0.05665478,0.7592442
42,0.04628427,0.019467684,0.09113728,0.05137954,0.02264291,0.23424906,7.252235,0.009679486,1.2571936,0.06231828,0.052101128,0.334537
43,0.018367793,0.01237387,0.03410099,0.04051721,0.012344757,0.46413806,2.7375534,1.1725316,0.03817386,0.06696498,0.020517632,0.009625509
44,0.009190298,1.960262,0.007930539,0.016206667,0.004244946,0.30278337,0.004714319,8.7833605,0.009277184,0.013841864,0.013323775,0.7312401
45,0.017853059,0.006774694,0.029457664,0.042330153,0.019877875,0.8709587,1.539805,2.025027,0.024982886,0.07460882,0.052916735,0.006595981
46,0.049533155,0.043974802,0.08126526,0.070417315,0.034254175,0.46832275,8.416103,1.6969825,0.08069222,0.17728594,0.05307976,0.12181634
47,0.03392985,0.02095559,0.051415116,0.045877315,0.04576285,0.14720187,1.9501436,0.41962963,5.530829,0.043947216,0.059330855,0.0102113485
48,0.031114215,0.008696451,0.0789733,1.0156637,0.03852591,1.1558912,8.005081,2.5009158,0.38583967,0.18286209,0.14664958,0.0068695946
49,0.038037647,0.013546206,0.08532727,0.1111691,0.052619196,2.0226054,8.183945,3.8546119,1.2498759,0.67428744,0.07340476,0.01014125
50,0.019236302,0.006088714,0.049545508,0.031864278,0.020933853,1.6920079,5.938588,2.4553897,0.01966866,0.29117608,0.040544193,0.003955318
51,0.041846357,0.02379764,0.122317754,0.0571641,0.10599131,0.6558291,8.424698,3.0619469,5.3258066,0.16395234,0.08990867,0.016770523
52,0.006240828,0.005376409,0.031509742,0.018554043,0.012172491,0.16674128,9.048717,0.0053379955,0.04328309,0.05831795,0.019453913,0.002736461
53,0.018183645,0.005700748,0.0442957,0.042654827,0.02713976,3.3924136,3.7865043,12.626977,0.013245741,5.598138,0.046428327,0.0043642675
54,0.0435407,0.014122213,0.070993945,0.11301881,0.0322266,2.099278,5.972068,7.5086904,1.8768941,0.15708137,0.12994,0.0072823167
55,0.0442966,0.016949542,0.0853601,0.08650633,0.035138078,1.6991014,0.21892576,6.967316,2.4317484,0.086956404,0.06856404,0.01432826
56,0.031138053,0.025082756,0.03935573,0.041261863,0.05260678,0.30402508,5.1292353,1.2104068,1.2488664,0.16503666,0.022401722,0.014543714
57,0.034491517,0.033891976,0.13664201,0.054619666,0.052115418,0.12450217,0.5601905,0.2986341,11.188352,0.10083282,0.088100515,0.106373064
58,0.01375444,0.009810322,0.025567573,0.028659666,0.013790298,1.2259926,0.07257626,4.446253,0.017969066,0.04706337,0.033858664,0.005609889
59,0.022191,0.032044213,0.09823925,0.046034195,0.029682353,0.023014033,0.00988531,0.012831898,15.234479,0.01168863,0.04566841,0.04218882
