,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.059452605,0.014174789,0.030981015,0.021811191,0.026981048,9.76945,0.039478485,0.02511296,0.030057177,3.5229683,0.07115524,0.03189396,0.042913858
1,0.04754807,0.0148005765,0.01915311,0.023779763,0.025228398,1.0812331,0.029159468,4.6791935,0.017011985,1.2311207,0.02231825,1.2221673,0.52461
2,0.021283455,0.020389667,0.038098693,0.01606116,0.28090847,2.9380984,0.019660896,0.09147201,0.006272046,0.6056632,0.034880035,0.04118457,0.036268163
3,0.041438837,0.14988855,0.021984246,0.016660873,0.027840422,1.1515715,0.03436506,0.43390945,0.029904012,5.138158,0.07971,0.074634306,0.10578578
4,0.036098804,0.020567426,0.018962942,0.008232911,0.025449427,0.09732997,0.035775002,2.3482096,0.052162267,5.492471,0.13931352,0.13557386,0.21363461
5,0.044672918,0.00736438,0.5893288,0.023618242,0.029569283,1.0306349,0.033995196,3.0578973,0.011624068,2.425604,0.019717984,0.27941266,0.1221901
6,0.05010346,0.02306992,0.0197338,0.039265897,0.043026295,6.72199,0.055313822,1.2767934,0.014913087,0.068251826,0.05255605,0.4301401,0.7377766
7,0.052188367,0.006677935,0.025015105,1.3100814,0.018592255,0.0110016,0.04274211,4.1150126,0.0067858635,1.4305031,0.012008997,0.5871688,0.42108247
8,0.022125918,0.010174921,0.011875834,0.0062036207,0.008472422,2.3956246,0.0134971505,0.053966317,0.19952197,3.1878946,0.32588562,0.015885146,0.026959606
9,0.015157772,0.006499549,0.009543924,0.0055642584,0.0069598146,0.038873043,0.010165423,4.5382833,0.044109643,1.1716133,0.021015875,0.034269374,0.03678616
10,0.036844414,0.025141938,0.0070348373,0.09918646,0.03528313,4.3464556,0.025634475,0.13540608,2.6370654,0.005944393,0.5936337,0.02650005,0.030343084
11,0.046668258,0.013398718,0.027586928,0.020322029,0.0356494,5.394975,0.08107735,0.90293366,0.021967176,2.185998,0.036684122,0.5163345,0.27581573
12,0.036564812,0.01203655,0.01019667,0.006985758,0.012880966,0.009080206,0.018582253,1.2015569,0.013609186,4.445975,0.01854616,0.8523748,0.121712975
13,0.23950094,0.09244681,0.7104875,0.071115196,0.50066936,0.82317,0.10320738,0.21988326,0.020199597,4.9832463,0.04153566,0.63655764,0.2214418
