,meanscell_abundance_w_sf_T_CD4,meanscell_abundance_w_sf_T_CD8,meanscell_abundance_w_sf_T_reg,meanscell_abundance_w_sf_mDC,meanscell_abundance_w_sf_mono-mac,meanscell_abundance_w_sf_myeloid,meanscell_abundance_w_sf_pDC,meanscell_abundance_w_sf_plasma,meanscell_abundance_w_sf_tumour_1,meanscell_abundance_w_sf_tumour_2
20,0.04369001,6.368271,0.08462352,0.0125580905,0.010351789,0.02009061,0.0043966896,0.014432072,4.5287957,0.6264408
21,0.0050687427,0.023332536,0.0056244843,0.0027711745,0.3076638,0.0029547722,0.0027722192,0.013923056,0.0017596879,0.0015583807
22,0.009967359,0.045007456,0.010922516,0.005591881,0.008421094,0.004140932,0.0066119945,0.014031334,1.9610096,0.22603089
23,0.025972752,1.8053744,0.039706595,0.00860377,0.018313043,0.010317779,0.011853142,0.035511006,4.671602,0.044110566
24,0.012898779,0.06693075,0.010614467,0.005366911,0.010132682,0.0047252746,0.0031174321,3.3245745,0.011915896,1.6309805
25,0.01896568,5.056748,0.019740768,0.0036927706,0.0038817658,0.0065091355,0.001472149,0.007956847,0.003518418,0.0033828788
26,0.14394581,14.798456,0.12535773,0.011516944,0.0061124074,0.03625132,0.00606972,0.022056742,0.21968235,5.8255153
27,0.007056857,0.009803645,0.0052399505,0.0021943012,0.003406292,0.003135958,0.0017583283,0.004175239,0.008476394,2.0835931
28,0.009586452,0.031455852,0.0091654705,0.011964049,0.014273598,0.003871578,0.0013576269,0.014164271,0.7024019,1.0656273
29,0.036143012,0.066159196,0.026901042,0.019326983,1.0575149,0.010059476,0.003527576,0.016105842,4.967636,0.5394253
30,0.04361115,5.111478,0.03603622,0.0075584846,0.0077995467,0.008738667,0.005545712,0.019134276,0.48543435,0.024039453
31,0.1414749,13.468252,0.15946028,0.015555725,1.0150326,0.02331122,0.024416199,0.021436805,3.7979326,0.040471938
32,0.06913247,8.594508,0.07570174,0.0106286565,3.3658762,0.054083865,0.0074856537,0.034327358,4.080493,0.46828648
33,0.009896119,0.043956902,0.01019259,0.008074827,3.9002392,0.004256994,0.0025433416,0.01651809,0.378826,0.014020792
34,0.04427323,3.702168,0.70111513,0.023572266,0.034865223,0.019721348,0.005942319,0.036735903,4.335254,0.18312782
35,0.0045515844,0.022766437,0.010369393,0.0038106195,0.00835595,0.0053114314,0.0038176267,0.00857392,1.4206448,0.03947811
36,0.02460337,3.0651624,0.03542005,0.004266613,0.006581587,0.011573798,0.0045764614,3.7841227,0.0029033592,0.00312312
37,0.012585497,0.7552732,0.008395754,0.0032775896,0.008600745,0.0063114893,0.0035188717,0.016603991,0.016633812,1.6320759
38,1.5710238,7.5559545,0.04465086,0.0050294427,0.5648024,0.01478152,0.006799526,0.036579255,0.0037598452,0.0030963125
39,0.17078884,15.113135,0.14124756,0.019389614,0.016194314,0.01794888,0.005679199,0.028926948,0.028677933,3.9465206
40,0.052528396,13.841876,0.0535625,0.005360836,0.005040756,0.011554292,0.0043900004,0.010754828,0.003359001,0.002880425
41,0.03725395,7.4026823,0.0448112,0.004652299,0.010032446,0.008687572,0.0020132817,0.014310028,0.0030057882,0.0023114902
42,0.03464028,1.3971072,0.067865,0.0077936677,0.020290853,0.47044024,0.011154134,0.023317246,0.017290032,2.0081713
43,0.02827735,6.5809135,0.03795565,1.1232336,0.013190116,0.0091329,0.0023760207,0.017833019,0.003300985,0.0036074398
44,0.005307988,0.010167986,0.005321587,0.0022828255,0.004875986,0.0028380777,0.0029910097,0.005203106,0.009895505,0.87682384
45,0.0077550584,0.046989705,0.011653158,0.14531794,3.286169,0.006915167,0.0032430252,0.076312125,0.007786392,0.007322589
46,0.021234117,4.5511165,0.03307711,0.0054361774,1.1321819,0.009343091,0.004317672,0.012057269,0.003676106,0.004706655
47,0.021354625,5.9044847,0.03672762,0.0025493088,0.0072203088,0.009375591,0.0042500873,0.012009092,0.001226509,0.0021347539
48,0.025416587,4.735374,0.064074524,0.0038026017,0.009328359,0.0061129774,0.004351792,6.822087,0.0024870958,0.0053130533
49,0.032871615,5.122685,1.4709791,0.0067933965,0.6600668,0.009666137,0.005523859,0.02202083,0.8501824,0.057740163
50,0.012936178,0.11408339,0.015059892,0.013505248,4.1894083,0.0072540864,0.00449568,0.02235996,0.9327641,0.01410092
51,0.010903773,0.14350834,0.01967797,0.005619487,0.010588995,0.010907406,0.0027395694,0.011315718,2.4920194,0.018072074
52,0.52848893,3.1046562,0.0207427,0.0022000798,0.0071085584,0.0071456144,0.011100974,3.1386685,0.0019981235,0.0019368402
53,0.01070751,2.4375303,0.012996259,3.0590367,0.3459828,0.0032511812,0.003106865,0.020665525,0.0021622423,0.0015588738
54,0.0039801165,0.034407735,0.0067758453,0.0017972986,0.002912861,1.1675438,0.0014069745,0.038614575,0.00159195,0.0014304376
55,0.106822185,15.17855,0.13677229,0.009234413,7.4233894,0.76646006,0.010839028,0.017351426,0.0033108525,0.0036555491
56,0.124991424,11.040139,0.22468518,0.013457197,3.8689995,0.037086222,0.009438371,0.0468202,0.044608686,0.50446516
57,0.034138747,4.6108456,0.051146157,0.003778598,0.0072044935,0.005409855,0.0048773396,0.009666649,0.0023202174,0.0023115957
58,0.042319875,2.5035336,0.023208478,0.016764978,0.05223377,0.013970994,0.0076679164,0.019785002,0.3539523,6.045652
59,2.66799,0.45383555,0.058980554,0.10569547,1.5202525,0.014050745,0.0198112,0.05040464,0.3078196,12.766578
60,0.13321358,16.615458,0.16040143,0.7853704,5.821372,0.032710616,0.010194973,0.023843743,0.7135169,5.340953
61,0.08593197,5.9605865,0.048488304,0.73121053,0.71188337,0.009987136,0.007725655,0.047473703,0.0068191863,0.00445745
62,0.0069249794,0.09572542,0.010053749,0.0041199853,0.007440337,0.0046814163,0.0022174665,0.7303027,0.00221744,0.0020511276
63,0.04108676,10.181861,0.051693846,0.004971807,0.0069225556,0.016200574,0.0043729884,0.017294588,1.6131246,0.040707156
64,0.034032848,1.4433762,0.0706004,0.014019517,0.8835443,0.016855314,0.008908766,0.012975229,7.547979,0.039573565
65,0.038141843,3.9352853,0.03638259,0.0055599487,0.008250829,0.012913785,0.0027460149,0.017218877,2.4754744,0.0940506
66,0.08733047,8.54293,0.056927618,0.0069180196,3.0629408,0.009740479,0.006974321,0.017703908,0.005344174,0.004372357
67,0.1781151,2.7382917,0.19177665,0.045318358,2.5937269,0.066068314,0.02507735,5.8173375,11.339759,0.053632952
68,0.66665053,9.066642,1.0605514,0.15197752,0.22426775,0.12184911,0.03895413,0.031004768,9.079748,0.113795765
69,0.080491945,17.591707,0.11910948,0.005897863,0.0080127595,0.02666801,0.0067975796,0.02561153,0.0029414266,0.002872752
70,0.025139436,5.4754753,0.032349546,0.003921075,0.006908546,0.011471296,0.004148109,5.7524133,0.0024020434,0.0020104516
71,0.07224988,9.97618,0.31284586,0.0055432366,2.7141082,0.011041982,0.0027083682,0.019203763,0.0030566354,0.003731557
72,0.009126103,0.14452401,0.0131828,0.0056597195,0.0080320295,0.0048319087,0.0060134684,3.1947844,1.2624121,0.014001233
73,0.058723256,8.07178,0.051773824,2.20963,0.008154767,0.013410458,0.004967873,0.018309891,0.008743071,4.8228903
74,0.09084576,12.442341,0.21542616,0.019921323,0.012529394,1.1550651,0.004377389,0.034248233,0.17574863,0.8390464
75,0.0162286,4.0911713,0.01719887,0.0036245447,0.00536375,0.0064605935,0.00304467,0.009019775,0.0015198905,0.0012530544
76,0.08390514,6.581282,0.67624176,0.023664601,0.018399801,0.026030883,0.0062439158,2.122489,0.6876821,5.191649
77,0.07359709,3.5440295,0.052339286,0.009399996,2.981577,0.012127889,0.044961616,0.022526283,0.056742422,2.5766342
78,0.19777797,6.8000703,0.149389,0.15462418,0.73034656,0.04536931,0.020174991,0.23938243,2.1577618,7.431698
79,1.3066067,1.6103176,4.1121616,0.01143234,0.005756807,0.014277,0.004622389,0.014636477,0.24817681,3.748606
80,0.08140082,8.002332,0.27498406,0.016718602,0.009963044,0.01799797,0.0060288347,0.02952974,0.0129110785,4.5397687
81,0.30721202,14.59858,0.17205176,0.0197472,0.01690036,0.050682977,0.005275286,0.033508513,0.048184626,4.216032
82,0.06784107,3.5719562,0.035853904,0.014096139,0.019781996,0.02102662,0.018858207,2.3152697,0.16011606,2.4783924
83,1.1927475,1.4454368,0.02002586,0.0038352471,0.005950096,0.0049416865,0.0034068665,0.010323512,0.030777855,0.22374317
84,0.03982614,1.4681349,0.033866454,0.013317107,5.7101984,0.011435783,0.0046920073,0.015258704,1.9218173,0.02171934
85,0.031169293,2.1121714,0.03516451,0.02300247,6.3192725,0.0123516265,0.010358034,0.024224507,4.521431,0.72734684
86,0.09911778,8.790189,0.2801682,0.030765526,3.5267365,0.075733386,0.016925601,0.027854675,15.310018,0.034849666
87,0.19975439,20.724316,0.30818897,0.062731616,0.014515814,0.0929722,0.026514586,1.5641581,21.818548,0.044036116
88,0.23620884,9.90023,0.6514536,0.0746355,3.0004056,0.11657237,0.08040516,0.05507455,13.630833,0.6421283
89,0.1555458,10.250037,0.1799608,0.035497796,3.7352867,0.07349264,0.013914436,0.033366203,5.4465184,0.020503059
90,0.0054667015,0.07714865,0.0046596564,0.002490495,0.0030525778,0.9823397,0.001657814,0.005834636,0.0013515912,0.0012728939
91,0.015921146,1.2192051,0.011956503,0.004101546,0.005235974,0.0061998903,0.001843704,0.4171837,0.0027538051,0.0016019555
92,0.009198063,0.043270934,0.009585795,0.0031842147,0.006149696,0.0035615214,0.0035643254,2.4698641,0.0023992753,0.002672094
93,3.986047,6.654334,0.03088523,0.0034049144,0.00729099,0.4113742,0.0023209131,1.3372413,0.0013554876,0.0016569626
94,0.21956976,8.35446,0.10782041,0.035999548,6.259287,0.05294536,0.018101102,0.027017424,0.03137905,9.006214
95,0.9517092,15.953749,0.16063842,0.0552157,7.2236533,1.1780174,0.012898807,0.02992802,0.03491382,10.803073
96,0.058239166,9.945787,0.073365495,0.01463559,0.014889681,0.016562307,0.009556765,0.022735883,0.2342906,5.7015133
97,0.78943133,4.0597944,0.06670261,0.016902523,0.007866286,0.026767788,0.0062802434,0.026524847,0.4570058,8.602396
98,0.15883419,8.626834,2.3630908,0.04605597,2.3248389,0.020285299,0.0066882963,1.2378528,0.037133556,3.9702253
99,0.12048942,6.957362,0.06472838,0.029731303,3.6970441,0.08006744,0.022447476,0.034687113,0.015209737,0.18191625
100,0.20690669,9.335594,0.15916874,0.050417945,1.033291,0.03793053,0.013157233,1.4586229,0.09779434,3.9560966
101,0.36195976,6.054798,0.12526442,0.05596679,3.5506897,0.057457414,0.025430826,0.04277236,0.44855303,4.1069746
102,2.0262206,8.94327,0.7058545,0.004401105,0.006835082,0.015087058,0.007713632,0.026832465,0.0027664595,0.0026542791
103,0.0486655,5.321542,0.042799596,0.018390661,4.4732585,0.013663505,0.007446835,1.5934463,0.008494127,0.008774393
104,0.025856782,0.16597645,0.07600321,0.018861676,0.00712832,0.020077404,0.0073464788,0.013402022,23.27094,0.21212639
105,0.17722172,5.1744785,0.15765226,0.021239836,2.4137204,0.06616212,0.010614247,0.020057213,10.062702,0.040577184
106,0.01254218,0.21587151,0.026779655,0.8531411,0.011019566,0.011056603,0.004185126,7.3285336,4.924775,0.016572589
107,0.1369741,3.6952944,0.12628497,0.08932385,10.235803,0.09659916,0.03690276,0.03785603,10.242934,0.056282286
108,0.4252072,7.1983585,0.25130683,0.061397273,5.005181,0.18634908,0.045333248,0.10878841,20.898481,0.06965669
109,0.12421328,12.9410305,1.4947139,0.03365859,3.0420256,0.03348076,0.007906085,0.06399731,6.24596,0.06628353
110,0.14092746,7.073719,1.0026091,0.03388712,1.7024475,0.05540031,0.0098707,0.041891452,9.050588,0.056629416
111,0.0068495483,0.07670064,0.15735093,0.004168625,0.004217165,0.0045855814,0.002134238,0.0066438047,0.0022028326,0.0024030446
112,0.23227058,4.812871,0.0528629,0.0048384797,0.005903944,0.015800301,0.003435719,0.016160175,0.003544579,0.003603853
113,0.006186327,0.05364476,0.011141368,0.004288172,0.006662855,0.0048276423,0.0048123603,8.188981,0.002463659,0.002382823
114,0.2069348,16.606314,0.13112614,0.011932975,12.660924,0.027698036,0.008729997,0.031430185,0.0027461224,0.0035662493
115,0.26402506,14.709426,1.629271,0.01647042,0.020710908,0.035984058,0.009687118,0.03468411,0.340733,2.2116077
116,0.2286106,13.827778,0.21532507,0.08812573,0.78628105,0.13856381,0.016437039,0.0470234,0.066211425,14.07439
117,1.6005069,13.918828,0.20465073,0.16430213,7.2811546,0.07799696,0.044406712,0.031957414,0.21869971,15.236962
118,0.027646493,3.7889178,0.051748686,0.9935752,0.007833684,0.0057058437,0.004788436,0.02481247,0.0047868798,0.004728067
119,0.17349324,7.147847,0.065491915,0.031004313,3.5290806,0.01093812,0.012443174,0.040990528,0.013195196,4.930764
120,0.09306998,7.586749,1.7796338,0.013287405,0.010591044,0.020788858,0.00966512,0.019396534,0.12117936,2.656833
121,0.124190904,20.89834,0.118860714,1.6365464,0.010180516,0.032484733,0.011318816,0.03538084,0.0025668961,0.0020178296
122,0.9840921,22.394028,0.15177135,0.0066366512,0.00963749,0.028146937,0.009379459,0.034481317,0.002109807,0.0034434728
123,0.041367546,5.478313,0.029734513,0.008026457,0.0069280975,0.013579415,0.002892294,0.008846471,0.009616805,0.6025254
124,0.011021847,0.033354927,0.033871945,0.011561,0.008825008,0.012202692,0.0037527382,0.014347921,10.750779,1.2194731
125,0.023694105,0.12605026,0.061834436,0.016285453,0.009553631,0.019355528,0.008337446,0.016821008,15.607965,0.060920995
126,0.029730493,3.0858052,0.0395957,2.5666382,2.9513493,0.016057912,0.0053382134,0.030949587,4.564628,0.05703052
127,0.039980456,7.111046,0.071187764,0.008603635,0.09805518,0.012286398,0.01898699,3.4861798,1.1935425,0.012690222
128,0.056558505,4.7699585,0.11676401,0.03234235,0.010087724,0.089194335,0.011873585,10.913205,16.004904,0.042938646
129,0.11105439,9.61387,0.1556519,0.02590478,0.018495128,0.041219063,0.015175628,0.9527189,7.0357676,0.06891717
130,0.21915007,7.138068,0.17343809,0.051311795,5.642017,0.05725938,0.02390784,0.02077697,6.675839,0.055948224
131,0.12808575,11.069764,0.09346704,0.014085842,0.012405628,0.033964958,0.012481807,0.02036539,7.2809567,0.077389196
132,0.011038782,0.42614323,0.01472971,0.0049827658,0.00520268,0.006204986,0.002562257,0.0118424855,1.6834986,0.013122953
133,1.69264,8.484117,0.037077256,0.0034084124,0.00515418,0.008486214,0.0022157743,0.013022005,0.006074197,0.19712056
134,0.5271208,13.56086,0.1431726,0.4126815,5.8059225,0.17018488,0.030987876,0.044055864,0.029649634,9.383438
135,0.46753013,26.967833,0.22699976,0.00994334,0.013274915,0.04723707,0.017968085,2.4964974,0.020701444,0.008151826
136,0.12127592,8.008828,0.14126863,0.02838032,3.1115546,0.027145386,0.016867494,3.7728064,0.12147221,4.7835965
137,1.320691,7.623099,0.07157305,0.008338073,1.024045,0.0107160695,0.007170873,0.029324709,0.004961341,0.0064413906
138,0.057155907,6.9526615,0.036762174,0.00956408,4.324202,0.012357087,1.3034431,3.4642842,0.0042831125,0.003956952
139,0.11846165,7.839629,0.16038276,0.22318639,3.7064312,0.029475706,0.019372132,0.8853449,0.039802372,4.725834
140,0.06107309,8.386267,0.054341383,0.016732508,2.0873017,0.015284849,0.014040032,2.6557086,0.023595732,1.0043873
141,0.2598641,9.196401,0.14287432,0.015628818,0.012454663,0.020541409,0.0070502697,0.017963773,0.021875156,4.085501
142,0.01497808,0.074243076,0.025131615,0.008304058,0.015931109,0.008404312,0.0044193445,5.145944,7.751636,0.053188983
143,2.5102556,9.212046,0.095588505,0.012041377,0.5792419,0.022211477,0.0051039676,0.02607826,6.633775,0.029628374
144,0.08149915,4.84685,0.11400582,0.05875421,3.3046968,0.034102563,0.007609605,0.039970413,14.031208,0.17986687
145,0.054472826,2.823326,0.06944883,0.022030758,0.018104967,0.033511918,0.01633577,0.04057494,4.6670346,0.044653036
146,0.06547885,4.595662,1.0751007,0.01772672,0.011299026,0.04733209,0.011330652,0.58319515,17.164404,0.04290425
147,0.09263194,5.297788,0.08577471,0.025656316,0.013591744,0.03775285,0.010606633,0.025957588,4.953873,0.020761626
148,0.032352794,1.3361355,0.06165158,0.012087285,3.1300924,0.013844859,0.005475137,0.029760845,4.650928,0.025245955
149,0.2061743,3.7965848,1.3079749,0.04409465,1.9517083,0.032151822,0.021173958,0.032053318,7.8117375,0.045996603
150,0.122368045,3.5006595,0.110543415,0.03293366,1.0287251,0.086176135,0.057945877,0.035547327,5.3081136,0.02598513
151,0.0073770406,0.05005282,0.009878772,0.0040181144,0.0045510214,0.0036978582,0.004076225,4.401,0.0024523905,0.002965548
152,0.038368326,1.4176035,0.043172568,0.014912045,0.024947172,0.07039553,0.008985699,0.026061077,4.1199217,0.013396455
153,2.7070749,5.8130674,0.031115098,0.0027103862,0.31491354,0.005966961,0.0047227256,0.021338163,0.021760773,0.10966948
154,0.022493752,0.23379083,0.01732579,0.005689106,0.006066419,0.0061500813,0.0031955852,0.021650905,0.29944006,5.2138805
155,0.33925325,24.789146,0.22973295,0.008203454,0.0101875365,0.5592794,0.004909225,0.019906998,0.0032833477,0.0023665165
156,0.12839766,4.4130697,0.29491442,0.03191716,5.2124786,0.021151524,0.010841997,0.03603049,0.2722205,1.167378
157,0.55386585,9.260477,0.1280286,2.1523166,0.24718606,0.05227246,0.009943165,1.1256425,0.013369706,6.2418485
158,0.8648332,9.791064,0.056810554,0.0075954455,2.8471613,0.0142285125,0.009195229,5.203463,0.005080746,0.003191684
159,0.043098535,4.1389627,0.03674364,0.0047148652,0.00883088,0.0072834827,0.0036742785,0.015468815,0.00802826,2.7317955
160,0.10613157,10.721635,0.1477184,0.011647254,0.009711553,0.02276097,0.0075002117,0.05238738,0.00534279,0.0056917523
161,0.03473634,0.33134675,0.05305556,0.0053213453,0.007290005,0.015194077,0.0021991124,0.017928177,0.32853276,0.019628234
162,0.017200287,0.03688781,0.02369373,0.012933226,4.366032,0.009613377,0.005454856,0.031648003,6.2458477,0.032907054
163,0.47003773,26.444427,0.5020814,0.028596189,4.718388,0.14961694,0.020990651,0.02462612,7.526203,0.042928156
164,0.15742727,15.198438,0.15204944,0.014645804,0.36026245,0.07619775,0.010048431,0.029805105,8.118104,0.42634323
165,0.45164913,1.0469099,0.12649618,0.06045005,0.105324306,0.08980634,0.02929397,0.061431635,5.5447326,0.3566039
166,0.13393188,6.5066237,0.10724344,0.0315762,4.181464,0.088365525,0.0060382383,0.02177825,7.218343,0.12082013
167,0.19474177,13.732723,0.42290497,0.0700611,1.449691,1.0831456,0.019775784,0.025012333,19.87788,0.05739725
168,0.04480503,1.8297185,0.08367338,0.027749399,3.1832852,0.02790327,0.020418068,0.06810478,11.602979,0.06932977
169,0.120806865,10.498671,0.21015874,0.06543959,2.9868324,0.11949872,0.008293965,2.4119182,8.388396,0.092426024
170,0.1065138,8.680775,0.10917257,0.020563718,0.009963031,0.036413644,0.011782814,0.020083606,13.710018,0.07969859
171,0.005902761,0.33716387,2.9165447,0.0016219228,0.0039226,0.0033854442,0.0017272672,0.006050469,0.0013037535,0.0012016075
172,0.0084542325,0.047260746,0.0060451273,0.006636457,0.0054291226,0.0025408305,0.0022991088,11.5963125,0.0019817485,0.0029873638
173,0.06355043,8.212651,0.07715291,0.020565225,4.30286,0.023058737,0.019629547,0.04358502,0.0035122607,0.0035744773
174,0.098777734,0.9224224,0.038039956,0.052405078,0.4083623,0.033514295,0.013523091,2.9587603,1.0526541,8.921669
175,0.11305097,26.546059,0.11575533,0.0054655564,0.005225671,0.018175058,0.0042803236,4.332187,0.0024604949,0.0027713731
176,0.105863445,12.709243,1.4256675,0.0076412777,0.020513253,0.015079989,0.008334389,1.4399189,0.6470746,0.023587909
177,0.085564874,10.553802,0.089405306,0.0049544806,0.010478132,0.01080921,0.0031810421,0.017070195,0.0044893464,0.004842093
178,0.022110058,0.8834803,1.2506789,0.006219783,0.6591631,0.009145188,0.0039747166,0.024453647,0.2179941,0.94585013
179,0.06619243,9.051762,0.06736303,0.004729666,0.010513187,0.011672059,0.0072422726,3.9340246,0.0021683255,0.0021621936
180,0.014455744,0.93685645,0.010456564,0.0039674225,0.007115555,0.01111652,0.0047619333,1.0342305,0.0046488224,0.0019795385
181,0.058098096,9.241017,2.3948503,0.0055311965,0.006515231,0.007182636,0.0050218385,0.020532407,0.010561259,2.6383355
182,0.05251615,2.3596897,0.06815952,1.7058725,2.5416818,0.018218951,0.006986374,0.016847648,4.3300467,0.027368939
183,0.21917416,7.468019,0.3091276,0.27759287,5.605303,0.1344857,0.076021545,0.057378005,15.784893,0.086546
184,0.029934105,2.559136,0.061937086,0.026240194,7.303815,0.023187319,0.00790918,2.259561,4.570603,0.050227094
185,0.36387837,10.642423,1.8466775,0.076793306,10.198868,0.14168827,0.02017932,1.0524138,5.4112597,1.1102098
186,0.15634018,8.219733,0.25655296,0.11838599,8.0542145,0.054956105,0.027512552,1.9666947,3.701498,0.02022263
187,0.78376186,12.7403555,0.27951065,0.069166556,6.3714886,0.13207167,0.04070938,4.871887,3.9539514,0.064341195
188,0.051915776,4.656409,0.0711778,0.02230321,0.0076814727,0.018663576,0.006496723,3.7267618,8.140804,0.018052632
189,0.26471767,13.008792,0.24493858,0.02339347,3.2269387,0.042114362,0.010272251,0.0446682,4.807389,0.07883927
190,0.14629154,9.9191885,0.32938325,0.033289716,0.10895635,0.048882727,0.011005035,0.035642415,17.153128,0.9561263
191,0.029484717,2.3001726,0.051386837,0.015451439,0.017355721,0.02018544,0.010568541,0.02424023,6.10872,0.21066746
192,0.008511587,0.08033293,0.0088836495,0.0037071055,0.009893637,0.00679936,0.0042131147,11.273902,0.0033146997,0.0030718874
193,0.037421975,1.0948635,0.024042472,0.018501097,0.011130994,0.010591231,0.0049680863,0.025499037,0.032136194,7.5333004
194,0.0485119,4.1015134,0.031998497,0.008811819,0.007884476,1.1340314,0.0051310393,0.023897639,0.039174605,10.123019
195,0.07602481,14.412263,0.07279657,0.012137964,2.5267532,0.017776173,0.007743765,3.6257598,0.0046094316,0.0039073164
196,0.8121295,6.7092957,0.07669835,0.020998668,2.4072983,0.016685637,0.006638033,0.03932534,0.08497815,3.1905954
197,0.20324673,1.6064769,0.04661852,0.012463199,0.008773914,0.013929486,0.0034338813,0.01888538,0.025112173,7.255044
198,0.09289962,11.666608,0.09657577,0.01547011,1.860218,0.019414967,0.006852843,0.014954694,0.0037185545,0.005112811
199,1.989764,6.5439467,0.028177774,0.0041485513,0.0043921783,0.017061323,0.002752808,0.0073178057,0.0030643998,0.0024262543
200,0.34155345,11.334408,0.08420757,0.013538527,2.2000968,0.013394534,0.011225406,0.028696634,0.016399315,0.8535868
201,0.18471974,4.506392,0.045973543,0.018412294,2.5089316,0.03158353,0.008593694,0.056696475,0.570106,7.1036224
202,0.033023946,0.55115134,0.075351365,0.01986802,0.024175799,0.019152554,0.017489377,0.02945278,12.651706,0.033537444
203,0.009496214,0.025082616,0.011204637,0.003751457,2.3227637,0.46023834,0.003437866,0.05675068,0.031430446,0.027552456
204,0.122544974,1.640396,1.5455544,0.030677766,0.0401207,0.15255657,0.00955069,0.0274793,12.164983,0.065739594
205,0.32828146,9.023508,0.4386821,0.14299129,3.21793,0.43902424,0.036966905,0.02975305,20.307594,0.17524411
206,0.2576359,14.354296,0.34659147,0.065282255,0.047201008,0.20972994,0.020714533,1.2631118,13.120669,0.07956081
207,0.026931005,3.5565057,2.1281254,0.008195001,0.009846198,0.011138094,0.00230342,0.016310794,3.1836953,0.038601507
208,0.20147099,12.903871,0.1930136,0.019276699,0.011179556,0.037972167,0.008182727,1.927883,3.0998952,0.0171748
209,0.033524152,2.4148235,0.04664739,0.030815745,5.7620296,0.013837434,0.0036198986,2.255494,0.6959366,0.005862919
210,0.2770336,19.066217,0.20833805,0.032248273,0.27122208,0.08114931,0.019575633,0.033402704,12.444029,0.03145012
211,0.032441642,2.87852,0.01859979,0.0039939303,0.0062229224,0.008763073,0.0073630265,2.7913792,0.003051147,0.002665372
212,0.056978945,11.946658,0.25681445,0.009166601,0.22513662,3.8111408,0.0027184554,0.012647687,0.0118198255,1.0066944
213,0.0392647,6.898504,0.055755414,2.0323014,0.0071782256,0.008181513,0.004725477,3.6294286,0.0018262526,0.0015452591
214,1.0956287,13.928385,0.23043449,0.030701213,3.4443443,0.5390571,0.053049598,0.16293466,0.022620905,5.086039
215,0.17576553,2.5204108,0.08125208,0.09963065,2.7770753,0.029702207,0.018080555,0.045961436,0.05426945,18.30941
216,0.0064308755,0.10179832,0.0071905702,0.0018610255,0.0037967833,1.1114857,0.3276313,0.009874798,0.0023397522,0.001674782
217,0.02172264,3.1595376,0.021044176,0.38024738,0.01620604,0.0070556775,0.004132714,0.11739992,0.018625157,0.17238541
