component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3185644.0,5120000.0,18077320.0,17623743.212010324,453576.787989676,9834241.653288992,40374786.14093055,1.9207503229080063,2.808148930906354
shape_bin,short,fragment_length_lt_100,5120000,,,9766647.0,9533332.955219207,233314.04478079267,7040345.93673774,21484851.87377373,1.3750675657690898,2.048477515521328
shape_bin,mono,fragment_length_100_249,5120000,,,5952454.0,5795533.810329053,156920.18967094738,5363948.658242885,12209672.086803947,1.0476462223130636,1.5442479009064236
shape_bin,long,fragment_length_ge_250,5120000,,,2358219.0,2294876.4464620748,63342.55353792524,2847298.022963859,4019000.0638899766,0.5561128951101287,0.8859802198573685
