component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,12500000,2563710.0,12500000.0,6679201.0,6203972.957865294,475228.04213470593,7381729.863937082,13456206.75311433,0.5905383891149666,1.0375435124606325
shape_bin,short,fragment_length_lt_100,12500000,,,4296113.0,2523789.4600857897,1772323.5399142103,5033916.038736327,9170514.564320475,0.40271328309890614,0.8565285547754016
shape_bin,mono,fragment_length_100_249,12500000,,,2382616.0,2239313.684281829,143302.3157181712,3494079.526054145,4531779.346063569,0.27952636208433157,0.6021148957508737
shape_bin,long,fragment_length_ge_250,12500000,,,472.0,1440869.8134976733,-1440397.8134976733,1441095.86416428,484659.68305917946,0.1152876691331424,0.19690803600852444
