,q05cell_abundance_w_sf_Atrial Cardiomyocyte,q05cell_abundance_w_sf_Ventricular Cardiomyocyte,q05cell_abundance_w_sf_Fibroblast,q05cell_abundance_w_sf_Endothelial cell,q05cell_abundance_w_sf_Lymphatic Endothelial cell,q05cell_abundance_w_sf_Mural cell,q05cell_abundance_w_sf_Mesothelial cell,q05cell_abundance_w_sf_Neural cell,q05cell_abundance_w_sf_Adipocyte,q05cell_abundance_w_sf_Myeloid,q05cell_abundance_w_sf_Lymphoid,q05cell_abundance_w_sf_Mast cell
0,0.009210261516273022,0.22626633197069168,0.17749401554465294,0.5550159901380539,0.08877976313233375,0.17139742150902748,0.2563724920153618,0.05198324602097273,7.84745884629956e-06,0.10675232745707035,0.16865746304392815,0.1442913368344307
1,0.00011560380153241567,0.7865929782390595,0.14513537511229516,0.029115203861147167,0.05137775931507349,0.6036947309970856,0.5402848482131958,0.25872589498758314,2.3804334796295736e-05,0.02934851860627532,0.4647857293486595,0.10011914446949959
2,0.0001554887909151148,0.44437619149684904,0.0071330711944028735,0.0001514060320914723,0.7849943548440933,0.2175638534128666,0.3507912516593933,0.1926004521548748,2.6695985525293512e-05,0.18760361522436142,0.00016444694774691017,0.03559479005634785
3,0.0025449190405197443,0.4271754339337349,0.0007477700273739174,0.2799967110157013,0.3260182186961174,0.0004447329993126914,0.3067282855510712,0.13280609548091887,4.5247192019814975e-06,4.987917827747879e-06,0.31849402785301206,0.001376448676455766
4,0.007089949492365122,0.6892398029565812,0.36309566646814345,0.21638922467827798,0.0001185628480016021,0.00018830326444003732,0.47208195328712466,0.4532330870628357,1.0353015750297346e-05,5.833771683683154e-06,0.05251095034182072,0.06851105801761151
5,2.9870798812225985e-06,8.510421412211145e-06,0.19446223601698875,0.6391717940568924,0.3584189400076866,0.005320069519802928,0.031176483351737262,0.3320790782570839,7.4367207616887756e-06,6.103061150497524e-06,0.21064321249723433,0.11927083358168603
6,4.35493350323668e-06,0.1844504088163376,0.019652942940592767,0.002750399766955525,0.5076207906007767,0.0004917895246762783,0.19541085436940192,0.21661838069558143,1.4882229334034494e-05,0.5393710702657699,0.6044582426548004,0.00039401775138685484
7,0.0010299238900188356,0.0685513611882925,0.00021148341620573773,0.47518886625766754,0.029803442396223546,0.35838745534420013,5.351010986487381e-05,0.2409611389040947,1.3851960966348998e-05,0.2070682615041733,0.5083918422460556,0.00017361011487082578
8,9.812782252538455e-07,2.2500039108308555e-06,0.18644855320453643,1.076629489660263,0.1810660593211651,0.07991688363254071,0.2985809415578842,0.09829739779233933,2.8341996539893445e-06,0.06577091217041016,0.25368075966835024,0.001058748090872541
9,1.6652805243211333e-05,0.43342427909374237,0.011923555377870798,0.24322728514671327,0.00024750626034801825,0.6393054544925689,0.2969591110944748,0.0002256376625155099,1.6916313870751765e-05,0.06204514745622873,0.1714305192232132,0.22318200394511223
10,0.00041579810058465225,0.30862522274255755,0.05859301034361124,0.20174600854516028,0.06465925090014935,0.28206973522901535,0.37371104657649995,0.5830563396215439,7.207511703199998e-06,0.12584376186132432,0.18873361125588417,0.07262060828506947
11,1.855065174822812e-05,0.28453039824962617,0.5847940087318421,0.2213197834789753,0.005707891914062202,0.0013228180003352463,0.004925352521240711,0.027394060418009757,2.279141726830858e-05,0.14927505031228067,0.037808590568602085,0.14888895973563193
12,0.00022521948194480503,0.4304700821638107,0.31154854148626326,0.331911738216877,0.5627504765987397,0.14620216488838195,0.20774465426802635,0.22101326882839203,4.247626384312753e-05,0.32077791541814804,0.0036382860271260142,0.07477498464286328
