restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,307,0,0]",True,objective_patience,402,-11251684.27734375,-11031372.390625,-38341.771484375,-22321398.439453125,[],234.01902618596796,402,10.13631534576416,403,True
1,"[20260822,1103,307,0,1]",True,objective_patience,425,-11251713.49609375,-11031397.08203125,-38310.39306640625,-22321420.971191406,[],246.43784991197754,425,18.435152053833008,426,False
2,"[20260822,1103,307,0,2]",True,objective_patience,479,-11251692.953125,-11031387.76171875,-38334.7880859375,-22321415.502929688,[],278.7782071289839,479,21.2595157623291,480,False
