restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,0,0,0,0]",True,objective_patience,772,-15289884.383300781,-6106141.690307617,-261223.70080566406,-21657249.774414062,[],4529.355553286005,772,20.825151443481445,773,True
1,"[20260822,0,0,0,1]",True,objective_patience,790,-15289923.714355469,-6106178.9794921875,-261179.96072387695,-21657282.654571533,[],4653.578489466992,790,25.507543563842773,791,False
2,"[20260822,0,0,0,2]",True,objective_patience,790,-15289925.115722656,-6106175.874755859,-261180.88604736328,-21657281.87652588,[],4626.508208196989,790,25.700786590576172,791,False
