,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Ventricular Cardiomyocyte
0,0.02530991,0.018317033,0.39023086,0.51104057,0.8829319,1.1876733,0.088037476,0.25369275,1.0843369,1.7917072,0.43478468,0.4110239
1,0.01788017,0.016290927,0.34070492,0.37972215,1.1839658,1.184206,0.019635385,2.068616,1.5675894,1.0825702,2.1587768,0.11437883
2,0.21749526,0.40233514,1.3327918,0.28815114,3.256408,0.3753549,0.77815413,0.5826181,0.09214116,0.9327529,0.44763702,0.6876347
3,0.00928675,0.019796256,1.5057571,0.015793975,0.13887799,0.56787366,0.0031964711,1.5083425,0.014735794,0.015911523,1.4825538,1.7469066
4,0.05633163,0.034814514,0.6250057,1.105109,0.03250948,0.22078949,0.007501961,0.7029682,0.36476156,0.02599318,0.55255854,4.2507396
5,0.00901007,0.002135418,2.002499,0.581744,3.806318,0.31712165,0.37169394,0.15675804,0.07237888,0.024007505,1.2441565,0.0014178641
6,0.019912157,0.0030976133,0.17019078,0.033677183,2.0734756,1.5447806,0.013159446,0.84264684,0.010680201,1.928025,2.9675698,0.0025675842
7,0.017877968,0.04062215,0.12881118,0.030326018,1.073514,1.3052609,0.08956687,0.07024009,1.85916,0.97495353,1.4174782,0.6937795
8,0.011065081,0.001417192,3.0180295,0.29677105,0.7796845,1.1782941,0.0097396765,1.8983628,1.230497,0.5295854,0.24156478,0.0010524945
9,0.115320936,0.20637053,2.3720727,1.6303661,0.04035675,0.94821286,1.8060162,0.13260959,1.1890479,0.24799466,0.17202199,1.7672158
10,0.026312985,0.04561353,1.504351,0.7948007,1.0008161,0.66156775,0.499756,0.18040532,0.17289668,0.37108648,1.0809295,0.3967907
11,0.6016976,0.08573017,0.21786796,4.060868,0.13288032,0.6653972,0.89161575,0.06783989,0.040285468,0.6683093,0.4141239,0.5255196
12,0.017266741,0.028447526,0.67914677,1.463446,2.4049575,0.14404589,0.050317302,0.36703128,0.20234673,2.3179991,0.1434462,0.89330244
13,0.2762869,0.09127326,1.7434591,0.15783988,0.44806296,0.7750294,0.5070261,0.07603639,1.28732,0.05737438,0.80817246,0.008591817
14,0.027259056,0.027679596,2.1508005,0.085800484,0.037071005,1.0999517,0.2675856,0.7679039,0.033839975,0.7377137,0.31583965,0.5617112
15,0.009182698,0.005879606,0.26588088,0.03243841,0.22095682,0.6323911,0.004706309,1.3619131,1.7583163,1.6905992,0.04198461,0.003962683
16,0.012723418,0.0172074,0.9883292,0.18185167,2.6465638,0.39786017,1.3375018,1.4511571,0.0420703,0.23006502,0.45968828,1.1340878
17,0.115496986,0.5350352,0.42238447,0.11226873,1.1559064,0.5388138,2.1746125,1.0936971,0.033726774,1.050199,0.21249513,0.3471888
18,0.011929278,0.025755275,0.2879012,0.02908511,2.119069,2.1156454,0.05103748,0.14820713,0.020824792,0.06670727,1.2695656,0.94954544
19,0.025074868,0.0021086903,0.9321513,0.21024625,1.9385788,0.3824185,2.77066,0.70573086,0.4171754,2.878651,0.033018608,0.0013562342
20,0.03958597,0.009353403,0.0368764,0.49168745,0.039649438,0.35791618,0.023103796,0.6761134,1.6504138,0.65556943,2.8195581,0.10842168
21,0.020082008,0.00447168,0.4024795,1.04515,1.4220138,0.13616274,0.25212613,0.019331334,0.6467352,0.6062822,0.17877457,0.0022114902
22,0.009040956,0.014096206,0.8635909,0.06543215,0.05777344,1.7627535,0.07112086,0.04784347,2.1780043,0.35494986,0.5061046,0.7686482
23,0.012122385,0.002637424,0.86603785,1.395016,0.019291412,1.3330193,1.9171293,0.48611572,0.24779573,1.5645485,1.2743363,0.0015914273
24,0.1311273,0.5462436,1.2911886,1.6163249,0.13633384,0.33461204,0.08233294,0.32269886,2.2319543,0.03215477,1.0800854,0.5455825
25,0.36750385,0.0029042969,1.3827305,2.34759,0.014223385,1.2499919,0.0074766227,1.0850749,0.29703817,0.64576507,0.99667853,0.0022016056
26,0.009650847,0.025670357,0.70233923,0.021601837,0.82722324,0.20855142,0.032772776,0.024904948,0.72967136,1.3853506,1.4722439,0.637786
27,0.08830091,0.022435805,0.8614611,0.4416312,0.019539682,0.52161396,0.9276776,0.030071562,0.010553404,0.3682178,3.550601,0.025283905
28,0.0030833727,0.04191215,3.783524,0.018003086,0.49960175,0.6255315,0.01951341,0.011743737,0.043492753,0.026912183,0.46795982,0.6556215
29,0.012083157,0.10856321,0.20719728,0.022215158,0.22013454,2.7287848,0.94975364,0.4079498,2.0299685,0.047173157,0.9495653,0.9600987
30,0.04190312,0.02483711,0.26539958,1.9540864,0.82179487,0.12923928,2.705902,0.022569941,0.20786002,0.5549516,2.0174677,0.86184776
31,0.023477582,0.003759824,0.54436386,0.27667913,1.8252137,0.5967203,1.2204468,0.03134834,0.027674073,3.8204722,0.14516318,0.0016504996
32,0.042379707,0.0019212817,2.6875691,0.40564793,0.27263257,2.9615314,0.11805208,0.76636106,0.024939198,0.08277183,2.5587668,0.0022838234
33,0.020668976,0.45479855,0.31430808,0.27687222,1.7787588,0.489834,1.3612417,0.05983005,0.35916463,0.07975622,0.065466225,1.0665152
34,0.03904283,0.017670609,0.69623727,1.5305825,0.14783107,0.1426211,0.033838052,0.014975532,0.7883245,1.4423022,1.1347203,0.035855208
35,0.19600116,0.046927,1.436722,0.5927022,0.027108543,0.10980743,1.8388948,0.96324706,0.46128568,0.09474328,1.2560536,0.019873135
36,0.23480527,0.021702448,0.64323133,0.25880927,2.0455682,0.39064404,1.6256645,0.70351577,0.032580994,0.50772226,0.74417275,0.012562723
37,0.2403741,0.033272415,0.27075943,1.1417272,1.0749506,3.2568479,1.0626345,0.13369027,0.39949122,0.15689793,0.4913326,0.6585663
38,0.38908565,0.020063438,1.9775611,0.44268706,0.07070027,0.45734116,0.011062933,2.426934,0.5613475,0.37343642,0.046432856,1.2433119
39,0.006549237,0.010762944,2.1369002,0.04092992,0.2794136,0.7768474,0.0070933863,0.74726856,1.7959244,0.04918683,0.07510436,0.13511719
40,0.022920432,0.035347473,0.7505453,0.03802028,0.21126676,1.636749,0.8178038,0.8224953,0.78309745,0.94573647,0.042287763,1.2943666
41,0.018522277,0.025139406,0.9653458,0.090908706,1.0410465,1.6694291,0.31971213,0.13736045,2.1346133,0.03535197,1.7896477,0.22132298
42,0.013417513,0.0029904218,0.09819158,1.9885398,0.12420233,2.2914736,0.44859585,0.01086004,0.022931159,1.3783311,0.9035494,0.0020685277
43,0.019211544,0.020089967,1.6739235,0.51838535,1.0520942,0.6442263,0.93509513,0.060515508,0.8761532,0.607173,0.15152055,0.3819041
44,0.060408644,0.044790998,0.87476546,0.56504214,0.20401624,0.1372662,0.46526244,0.250364,0.48915973,0.58051807,0.96711767,2.3618143
45,0.07957533,0.017974054,0.43494403,1.8949682,0.61041254,0.22276588,0.06162422,0.49560574,1.0102751,0.14454459,1.1738439,0.19573666
46,0.14303415,0.022170655,0.048152912,1.2020113,0.008656619,3.2864544,0.0072163036,3.2471018,0.028023958,0.024485376,0.8268617,0.13673653
47,0.18404782,0.08902068,1.028269,0.8181351,0.017372534,1.6634047,0.797739,1.6904263,0.53318375,0.03919559,0.49518377,0.5424237
48,0.040535454,0.02258041,0.099114254,0.28032154,1.5050306,1.9788995,0.90983427,0.6062108,0.21961708,2.4042838,0.030934732,0.12274587
49,0.011092403,0.022329185,0.49229944,0.026218753,0.037004545,6.9048066,0.80171645,2.4197958,0.019744687,0.051057506,1.1051233,1.0152422
50,0.010785548,0.009065429,0.089023665,0.19785103,1.042535,0.73368263,0.028673947,0.6369039,2.0588298,1.635914,0.05257413,0.083526775
51,0.011524999,0.3185989,0.03438645,0.014651947,0.025649358,0.5122678,0.06705303,0.05517087,1.3931797,1.6337715,1.096176,2.1023285
52,0.027071426,0.03378269,1.6719611,2.4140115,0.42363045,3.256353,0.008239521,0.014322186,0.115360335,0.020012224,0.040598277,1.8544482
53,0.020022748,0.0022306286,0.33160046,0.25180382,1.7443001,0.20643637,1.3673506,0.55679786,0.15291859,2.9458838,3.749891,0.0017059544
54,0.21806768,0.021280054,0.66810787,0.6273123,0.017443994,1.0365397,0.029852895,1.3711363,0.5254603,1.1041523,1.4815809,1.7745855
55,0.00755452,0.001714114,1.0430126,1.6183374,0.017457567,0.11111866,0.006316798,3.3575115,0.05279051,1.5557749,1.1125282,0.0009232198
56,0.3863439,0.67902374,0.17518367,1.9768387,0.08165007,0.11102731,0.1565945,0.75926006,0.09232384,1.1737987,1.0260313,1.4222008
57,0.040684488,0.015244234,0.1687914,0.2408626,0.3796235,0.36321098,1.3720332,0.334583,0.5011664,1.9915221,2.3805177,0.2738615
58,0.059152722,0.04856901,1.041917,1.2346911,2.3780084,0.41447192,1.6768185,0.7199251,0.35512316,2.032437,0.05532031,2.9490721
59,0.015086572,0.029383918,0.035988305,0.02322056,0.013901526,0.048925985,0.84534985,0.2652351,0.01626916,0.70129377,1.9176476,0.28597403
60,0.30574474,0.00991193,1.0978494,0.31911436,1.9268732,0.102927715,1.2467872,0.0749504,0.5539234,1.8562496,0.27256617,0.112702005
61,0.022051575,0.7308446,0.94679797,0.9537389,0.014233506,0.13621491,0.006814286,2.425791,1.5678852,0.29591855,0.0212776,0.9144823
62,0.008920514,0.0012131234,3.397846,0.36733943,1.0680017,1.1571866,0.010903255,0.6864236,0.820811,0.37367713,0.040535226,0.0009646387
63,0.014435193,0.0030453335,0.4582918,1.3154396,1.3358139,1.173067,0.26793557,1.0790657,1.0406414,0.04827799,0.08163005,0.0024318167
64,0.025185695,0.026732452,0.86212295,0.052321125,0.5059939,0.92885077,0.6561683,1.5681792,0.029118102,2.3850744,1.6560532,0.76547664
65,0.007380196,0.013037302,1.8537767,0.030236594,0.80810374,2.698982,1.7617809,0.01874161,0.030974949,0.43257695,0.04491098,1.1055629
66,0.18249391,0.041208804,0.17726147,0.107341476,1.0563926,1.0227385,0.5738858,0.060691375,0.7257345,0.04973223,0.6718059,2.3817415
67,0.031691264,0.025092706,2.571805,0.07196871,0.9986836,0.7382679,1.1232231,2.0917673,0.16291472,0.1515832,0.4725607,0.79904896
68,0.64605653,0.10639519,0.053590056,1.6308353,0.0326805,1.4271381,0.4298822,0.3772108,0.055664215,1.0953801,2.8010144,0.50371456
69,0.019905994,0.029792914,0.46037304,0.2802378,0.27476943,0.7912345,1.6043872,0.11858512,2.67085,1.2936287,0.31538612,0.075660676
70,0.12121847,0.17266555,0.53786623,0.40817997,0.5648571,1.2584162,0.5843241,0.41931623,2.3697863,0.0311224,0.8287251,0.14519508
71,0.0185617,0.019690206,0.120724715,0.04348974,0.49535504,0.53180134,1.0395316,1.5707245,0.20164245,0.043540105,1.8874004,2.6666229
72,0.058543302,0.040460322,1.0082042,0.67706835,0.5684845,0.47985888,0.6098803,0.13248204,1.4126439,0.21986447,1.5506804,0.4425129
73,0.1460858,0.036517408,0.104012094,0.044591747,0.04275291,0.32857564,0.17291296,0.6386256,2.3164263,0.24255858,1.4895521,1.6091977
74,0.3645222,0.029219454,1.2660066,0.5496684,1.9793715,0.06749324,0.3065674,0.25506997,1.1449426,0.7127745,0.02973352,0.15926118
75,0.02504114,0.012462498,1.4281124,0.058083158,0.4868817,1.7199976,0.01991332,2.1148639,0.039015144,1.595615,0.100787334,0.48945576
76,0.021045512,0.01802014,0.3314083,1.0724251,1.2861525,0.05999368,0.19532882,0.38667443,1.8071456,0.31383875,0.3250702,0.034832727
77,0.10776571,0.022056308,4.3891344,1.5967193,2.2790325,1.2985729,0.7971132,0.49351782,0.32816777,0.806537,0.26596713,0.7339114
78,0.03202484,0.011089738,0.6845407,1.4933566,0.9678294,0.303938,3.943195,0.508109,0.81311226,0.7865836,0.3613369,0.0056201154
79,0.045895677,0.0589291,0.5089592,0.14339772,0.8104524,0.1862757,2.0737996,1.2076526,0.042986963,0.11745001,0.34178647,2.3845124
80,0.0680384,0.026241226,0.124811694,1.5699768,0.030819673,1.1507058,0.5223181,0.8322318,0.9320297,4.528582,2.2256033,1.0391605
81,0.02793666,0.0077285566,0.030523505,2.017397,0.0066567324,0.98922765,0.005565605,1.0883913,0.016509954,0.15945435,2.2379968,0.27204177
82,0.0439648,0.21410194,0.03541664,1.2495408,0.008983109,0.04451351,0.006982498,1.7819171,0.5637676,0.031089092,1.8496181,1.633129
83,0.03504694,0.038477518,0.6691304,1.0041914,0.7629672,0.89758307,0.41710028,0.044724233,0.05404576,0.12564756,1.7952954,0.14567548
84,0.0068751425,0.0074572,0.28600723,1.7590971,0.019847028,1.1831868,0.01374411,0.0060914685,1.1697171,0.18313703,1.8674471,0.1060368
85,0.012790319,0.036360953,3.8859777,0.18298227,0.07617281,0.67126185,0.42796937,0.12114378,0.20259804,0.5342121,0.5612494,0.008855784
86,0.013733952,0.02028129,1.0463609,2.5237048,0.04647452,0.8323727,0.3533127,0.011292539,0.08747003,0.7976473,0.03551377,2.4615943
87,0.029054113,0.07257771,0.1513118,0.07798294,0.79231435,2.3940144,0.21362267,1.7888055,0.28505683,0.9581639,0.12448057,0.96095234
88,0.080040164,0.24595922,0.78887695,0.2473398,0.24198526,0.37921527,0.35980326,0.521714,0.1752549,0.3180004,0.36596835,3.0207174
