component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4126668.0,5120000.0,36661410.0,36157993.203637056,503416.79636294395,14552523.592563909,81783976.08839087,2.8422897641726386,3.9966777240307785
shape_bin,short,fragment_length_lt_100,5120000,,,20055621.0,19758099.645620093,297521.35437990725,10572075.253964476,44434014.63227223,2.064858448039937,2.945932531960919
shape_bin,mono,fragment_length_100_249,5120000,,,11946142.0,11787345.389141483,158796.61085851677,7995503.543388431,24253935.750729356,1.561621785818053,2.176487267666486
shape_bin,long,fragment_length_ge_250,5120000,,,4659647.0,4612548.168875489,47098.831124510616,4402642.586713637,7947105.944820935,0.8598911302175073,1.2458607987443215
