restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,3301,101,0,0]",True,objective_patience,442,-12785291.70703125,-13541324.84375,-29990.014526367188,-26356606.565307617,[],1193.9277991661802,442,18.685850143432617,443,False
1,"[20260822,3301,101,0,1]",True,objective_patience,453,-12785296.0078125,-13541318.18359375,-29995.2412109375,-26356609.432617188,[],1132.5170656670816,453,21.91802406311035,454,False
2,"[20260822,3301,101,0,2]",True,objective_patience,536,-12785278.2890625,-13541285.92578125,-30014.925659179688,-26356579.14050293,[],1400.5334407081828,536,15.019760131835938,537,True
