dataset_id,method_id,cell_type,spots,undirected_edges,mean_neighbor_absolute_difference,median_neighbor_absolute_difference,morans_i_knn,interpretation
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Mesenchymal,2500,8590,0.18896513564422168,0.105281070752214,0.25326822921204895,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Chondro-osteogenic,2500,8590,0.19381506842878388,0.11546268685043401,0.49832695717799236,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Muscle,2500,8590,0.0866533041851555,0.051156315080822,0.5015437950904532,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Endothelial,2500,8590,0.06579909128604573,0.04706881509470775,0.34777693436734763,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Epithelial,2500,8590,0.0702720626583157,0.0181130213406761,0.2259350095519067,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Hepatocyte,2500,8590,0.027697360893615217,0.0144756714445767,0.19329264781493122,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Erythroid,2500,8590,0.056625366844502395,0.0267312865181998,0.9021611721719693,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Immune,2500,8590,0.008437232409140277,0.0,0.07174213060665205,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Neural progenitor/regional CNS,2500,8590,0.0571884712812959,0.0317468011870742,0.5823636568708835,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Excitatory neuron,2500,8590,0.05374281179865632,0.0,0.38052133584697134,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Inhibitory neuron,2500,8590,0.06541801300064914,0.0,0.6388978666830345,descriptive_no_spatial_prior
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,Peripheral/sensory/motor neural,2500,8590,0.08926218768900945,0.04222103535566841,0.09911120176041184,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Excitatory neurons,9930,33029,0.05696209289944549,0.0400632558014192,0.1448661663480582,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Inhibitory neurons,9930,33029,0.040419251758911194,0.030754924894628416,0.12003625107460289,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Other neurons,9930,33029,0.03616227203973623,0.027486725699079895,0.0894215355867161,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Astroglia/ependymal,9930,33029,0.07525689636898544,0.0463074121322586,0.15018240699218574,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Oligodendrocytes,9930,33029,0.0668235697385013,0.0417245412083712,0.10473548420774881,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,OPCs,9930,33029,0.04478477315797018,0.030127069276238497,0.04521334972184738,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Microglia/macrophages,9930,33029,0.06814707123025537,0.04677382240442121,0.07563158811790227,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Other immune,9930,33029,0.03553989211626841,0.025588144879604098,0.10115265760886917,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,Vascular/stromal,9930,33029,0.09050201417550155,0.0657803009688448,0.06662338285601012,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Excitatory neurons,9930,33029,0.039589474303105374,0.030478029636357797,0.11117194461365261,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Inhibitory neurons,9930,33029,0.048666469004615534,0.03531630322192579,0.15002929786278166,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Other neurons,9930,33029,0.03251785096965192,0.0258569866210897,0.11040186056798872,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Astroglia/ependymal,9930,33029,0.08121709370660783,0.05064890631355909,0.16863065235427752,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Oligodendrocytes,9930,33029,0.06908703571512316,0.042993235935605306,0.1030043144516578,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,OPCs,9930,33029,0.04568291101161983,0.030496488099622902,0.03776663079759154,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Microglia/macrophages,9930,33029,0.064429034827267,0.044406953844364896,0.07055787122217771,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Other immune,9930,33029,0.04232907876475164,0.031047230360448097,0.10760702259430936,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,Vascular/stromal,9930,33029,0.07479669844652122,0.052130501870684395,0.056689938764020634,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Excitatory neurons,9930,33029,0.043196161856861606,0.0,-0.0032233801922135616,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Inhibitory neurons,9930,33029,0.09472142797835692,0.0,0.02786222791690922,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Other neurons,9930,33029,0.11488434366676598,0.0,0.05050097139178311,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Astroglia/ependymal,9930,33029,0.17181114726747534,0.0959198702562095,0.07006939109706598,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Oligodendrocytes,9930,33029,0.218281846689795,0.1485201948262762,0.04687001726802125,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,OPCs,9930,33029,0.07642983035386067,0.0,0.02031210425098598,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Microglia/macrophages,9930,33029,0.2586675993343634,0.21479347128434823,0.030847246512532456,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Other immune,9930,33029,0.21285442481844674,0.16617631190385743,0.05049277753053263,descriptive_no_spatial_prior
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,Vascular/stromal,9930,33029,0.17155155642662553,0.036115823515685375,0.022568926929381495,descriptive_no_spatial_prior
