dataset_id,method_id,normalized_reconstruction_error_proxy,absolute_total_residual_fraction,warning_threshold,off_reference_or_mismatch_warning,converged,background_mode,interpretation
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,shapemix_length,1.1065738783239822,0.07283951198006364,0.05,True,True,none,"proxy_warning_not_identified_off_reference_mass; high error may reflect protocol, disease, reference, or model mismatch"
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,shapemix_count_only,1.105181572457107,0.0711504328339132,0.05,True,True,none,"proxy_warning_not_identified_off_reference_mass; high error may reflect protocol, disease, reference, or model mismatch"
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,0.7958464218122203,,0.05,True,True,not_available_nnls,"proxy_warning_not_identified_off_reference_mass; high error may reflect protocol, disease, reference, or model mismatch"
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,1.8271018717940712,0.03325356109678553,0.05,True,True,none,"proxy_warning_not_identified_off_reference_mass; high error may reflect protocol, disease, reference, or model mismatch"
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,1.8256848777142356,0.03590131004974765,0.05,True,True,none,"proxy_warning_not_identified_off_reference_mass; high error may reflect protocol, disease, reference, or model mismatch"
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,0.9685045385047655,,0.05,True,True,not_available_nnls,"proxy_warning_not_identified_off_reference_mass; high error may reflect protocol, disease, reference, or model mismatch"
