dataset_id,method_id,wall_runtime_seconds,peak_rss_bytes,device,count_cache_mode,peak_device_memory_allocated_bytes,peak_device_memory_reserved_bytes,run_dir
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,shapemix_length,2306.5982673629915,4819578880,cuda:0,full_cuda,225784320.0,226492416.0,results/real_spatial/shapemix_gse263333_v1/shapemix_gse263333_real_spatial_protocol_v1_cuda/gse263333_shapemix_mouse_embryo_e13_50um_atac_v1__atac__all__shapemix_length
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,shapemix_count_only,1111.2836855720088,5598949376,cuda:0,full_cuda,222859264.0,224395264.0,results/real_spatial/shapemix_gse263333_v1/shapemix_gse263333_real_spatial_protocol_v1_cuda/gse263333_shapemix_mouse_embryo_e13_50um_atac_v1__atac__all__shapemix_count_only
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,nnls,5.703803240990965,4277960704,,,,,results/real_spatial/shapemix_gse263333_v1/shapemix_gse263333_real_spatial_protocol_v1_cuda/gse263333_shapemix_mouse_embryo_e13_50um_atac_v1__atac__all__nnls
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_length,30118.895492009004,5159129088,cuda:0,full_cuda,675514880.0,677380096.0,results/real_spatial/shapemix_gse263333_v1/shapemix_gse263333_real_spatial_protocol_v1_cuda/gse263333_shapemix_five_month_eae_brain_20um_atac_v1__atac__all__shapemix_length
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,shapemix_count_only,16426.15843063401,5189701632,cuda:0,full_cuda,672608256.0,673185792.0,results/real_spatial/shapemix_gse263333_v1/shapemix_gse263333_real_spatial_protocol_v1_cuda/gse263333_shapemix_five_month_eae_brain_20um_atac_v1__atac__all__shapemix_count_only
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,nnls,8.197908208006993,3996753920,,,,,results/real_spatial/shapemix_gse263333_v1/shapemix_gse263333_real_spatial_protocol_v1_cuda/gse263333_shapemix_five_month_eae_brain_20um_atac_v1__atac__all__nnls
