dataset_id,cell_type,spots,pearson_r,spearman_r,constant_map,mean_absolute_difference,median_absolute_difference,maximum_absolute_difference,mean_length_minus_count_only,evidence_class
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Mesenchymal,2500,0.7874615259013161,0.8619869203819074,False,0.03256999265789772,0.018194500482820453,0.39899623984125426,-0.032558698567497185,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Chondro-osteogenic,2500,0.9744833217698456,0.9775835724773717,False,0.021992465239184075,0.008691296723068107,0.2879083161228675,0.017992515455720354,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Muscle,2500,0.9890607074052461,0.9867768879963023,False,0.017836778947614856,0.01179830064786,0.1306712014312129,-0.015826205174805926,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Endothelial,2500,0.9895142118747242,0.9886601418016226,False,0.007211763269502992,0.004949337659446197,0.051202844380359894,-0.0045772456863019065,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Epithelial,2500,0.9841939791386393,0.981669293195087,False,0.01313825589785361,0.00839732007210419,0.0862530534001476,-0.011374887251364296,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Hepatocyte,2500,0.9869183617510482,0.9884613703138194,False,0.00444082218762827,0.0027473307154213013,0.0537134505869786,-0.0035244723885003593,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Erythroid,2500,0.9997159538914503,0.9978331506293041,False,0.012846461247482722,0.012594012011975943,0.04088723323451943,0.012825185730780524,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Immune,2500,0.9624221485629311,0.9723047389927585,False,0.005404775559113435,0.0036104403222248,0.0548934605849629,-0.004073401779725103,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Neural progenitor/regional CNS,2500,0.984689668172737,0.9850400511104083,False,0.011535069461897248,0.007264146355120399,0.1134702801834297,0.0024259944109296092,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Excitatory neuron,2500,0.9411957219030624,0.990124480723917,False,0.006912273178864502,0.0024781123783209516,0.27905452656931884,0.0002263163395389112,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Inhibitory neuron,2500,0.9476537607844693,0.9571576837692296,False,0.01761093270153446,0.007012936262332399,0.334067425197622,0.01753025182800879,paired_prediction_map_stability
gse263333_shapemix_mouse_embryo_e13_50um_atac_v1,Peripheral/sensory/motor neural,2500,0.8652812671852153,0.8665294406607106,False,0.023584191263809243,0.016060453944857497,0.13717142121214007,0.02093464708321659,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Excitatory neurons,9930,0.8658685534123355,0.879435714777502,False,0.024005122152274645,0.012277769141138449,0.2861986583782094,0.02118737120092669,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Inhibitory neurons,9930,0.8534592937678013,0.8667653499806411,False,0.019086880070101665,0.010619197356145547,0.29398657959445207,-0.01459704095898166,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Other neurons,9930,0.815423093828159,0.8475348077443526,False,0.014080798654888475,0.009223633182681247,0.20428104706426162,-0.0004970338765194633,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Astroglia/ependymal,9930,0.9837918223374034,0.9716369376547386,False,0.013811261536618054,0.008376715613338857,0.13354005108555478,-0.011113800991291974,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Oligodendrocytes,9930,0.9887865612210174,0.9824668686193512,False,0.008310439536228353,0.005190405950251744,0.0925077110543275,-0.005002902798685802,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,OPCs,9930,0.974919422405661,0.968878602657543,False,0.0074810922192784166,0.0046960609358465515,0.09735897126934129,-0.0036057360918690206,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Microglia/macrophages,9930,0.9580703839956469,0.9555749985171625,False,0.012418464519002886,0.006819782081094593,0.3612356010111324,0.0037608730724649733,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Other immune,9930,0.8771806530132464,0.8626670619989503,False,0.016817719095846898,0.011058945058651945,0.3154074091767973,-0.01253611476477619,paired_prediction_map_stability
gse263333_shapemix_five_month_eae_brain_20um_atac_v1,Vascular/stromal,9930,0.9158823837765765,0.8948478914899053,False,0.029801667438834417,0.019133218960217614,0.27357470684683227,0.022404385208732447,paired_prediction_map_stability
