restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,101,0,0]",True,objective_patience,477,-12817708.9765625,-13553547.09765625,-29754.722045898438,-26401010.79626465,[],283.40174892300274,477,15.09212589263916,478,True
1,"[20260822,1103,101,0,1]",True,objective_patience,445,-12817722.21875,-13553555.6953125,-29748.067138671875,-26401025.981201172,[],262.2888052230119,445,25.158432006835938,446,False
2,"[20260822,1103,101,0,2]",True,objective_patience,457,-12817706.796875,-13553560.85546875,-29750.821166992188,-26401018.473510742,[],347.0509562949883,457,18.763792037963867,458,False
