component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5000,4996.0,5000.0,7408072.0,7416637.445968756,-8565.445968756452,615862.3710871362,179343948.4697539,123.17247421742724,189.3905744591076
shape_bin,short,fragment_length_lt_100,5000,,,3398534.0,3556810.0242232787,-158276.02422327874,366956.0344755981,67165994.58673304,73.39120689511961,115.90167780212074
shape_bin,mono,fragment_length_100_249,5000,,,2607376.0,2620176.177759318,-12800.177759318147,278809.83854726737,36661862.02883624,55.76196770945347,85.62927306574107
shape_bin,long,fragment_length_ge_250,5000,,,1402162.0,1239651.2439861614,162510.75601383857,201370.27012788545,21456880.38152424,40.27405402557709,65.50859543834571
