restart_index,selected,step,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective
0,True,0,-12574021.4921875,0.0,-35989.615478515625,-12610011.107666016
0,True,1,-12552437.5703125,0.0,-36155.826416015625,-12588593.396728516
0,True,2,-12543381.609375,0.0,-36310.4443359375,-12579692.053710938
0,True,3,-12540175.26953125,0.0,-36449.01318359375,-12576624.282714844
0,True,4,-12538585.82421875,0.0,-36568.498779296875,-12575154.322998047
0,True,5,-12537000.44921875,0.0,-36668.82568359375,-12573669.274902344
0,True,6,-12535169.640625,0.0,-36752.510986328125,-12571922.151611328
0,True,7,-12533262.9140625,0.0,-36823.0263671875,-12570085.940429688
0,True,8,-12531450.98828125,0.0,-36883.840576171875,-12568334.828857422
0,True,9,-12529809.671875,0.0,-36938.03466796875,-12566747.706542969
0,True,10,-12528340.3203125,0.0,-36988.06103515625,-12565328.381347656
0,True,11,-12527013.56640625,0.0,-37035.7421875,-12564049.30859375
0,True,12,-12525798.28125,0.0,-37082.33642578125,-12562880.617675781
0,True,13,-12524666.9453125,0.0,-37128.634521484375,-12561795.579833984
0,True,14,-12523601.15234375,0.0,-37175.041748046875,-12560776.194091797
0,True,15,-12522598.359375,0.0,-37221.645751953125,-12559820.005126953
0,True,16,-12521663.95703125,0.0,-37268.322509765625,-12558932.279541016
0,True,17,-12520796.08984375,0.0,-37314.80126953125,-12558110.891113281
0,True,18,-12519978.34765625,0.0,-37360.723876953125,-12557339.071533203
0,True,19,-12519188.51953125,0.0,-37405.709228515625,-12556594.228759766
0,True,20,-12518416.0859375,0.0,-37449.409423828125,-12555865.495361328
0,True,21,-12517668.6015625,0.0,-37491.547607421875,-12555160.149169922
0,True,22,-12516961.140625,0.0,-37531.929931640625,-12554493.07055664
0,True,23,-12516301.8984375,0.0,-37570.458251953125,-12553872.356689453
0,True,24,-12515685.0390625,0.0,-37607.123046875,-12553292.162109375
0,True,25,-12515097.15234375,0.0,-37641.981201171875,-12552739.133544922
0,True,26,-12514527.98046875,0.0,-37675.13623046875,-12552203.116699219
0,True,27,-12513976.06640625,0.0,-37706.70947265625,-12551682.775878906
0,True,28,-12513446.66015625,0.0,-37736.816650390625,-12551183.47680664
0,True,29,-12512944.58203125,0.0,-37765.540283203125,-12550710.122314453
0,True,30,-12512470.63671875,0.0,-37792.934326171875,-12550263.571044922
0,True,31,-12512021.671875,0.0,-37819.0078125,-12549840.6796875
0,True,32,-12511594.56640625,0.0,-37843.764404296875,-12549438.330810547
0,True,33,-12511186.12109375,0.0,-37867.21142578125,-12549053.332519531
0,True,34,-12510794.5234375,0.0,-37889.38720703125,-12548683.910644531
0,True,35,-12510419.27734375,0.0,-37910.347412109375,-12548329.62475586
0,True,36,-12510060.02734375,0.0,-37930.164306640625,-12547990.19165039
0,True,37,-12509716.10546875,0.0,-37948.8896484375,-12547664.995117188
0,True,38,-12509386.3203125,0.0,-37966.57080078125,-12547352.891113281
0,True,39,-12509068.8671875,0.0,-37983.24755859375,-12547052.114746094
0,True,40,-12508762.66796875,0.0,-37998.9619140625,-12546761.629882812
0,True,41,-12508467.44140625,0.0,-38013.76416015625,-12546481.205566406
