component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3864580.0,5120000.0,33770193.0,33391557.304817244,378635.6951827556,14025298.810575396,81563987.87216136,2.739316173940507,3.9912988338736946
shape_bin,short,fragment_length_lt_100,5120000,,,18224373.0,18135783.117703848,88589.88229615241,10013951.45525718,43167672.036600135,1.9558498936049178,2.9036504515262274
shape_bin,mono,fragment_length_100_249,5120000,,,11102356.0,10894481.433613082,207874.5663869176,7707548.173877153,24685555.30341834,1.5053805027103813,2.195768093446777
shape_bin,long,fragment_length_ge_250,5120000,,,4443464.0,4361292.753500311,82171.2464996893,4304712.118876217,8127467.851733026,0.8407640857180111,1.2599190707309762
