,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.005391402,0.03065241,0.022021145,0.005541383,0.014309619,5.7944174,0.014668091,0.030488288,0.054279357,2.15863,0.15630394,0.028253917,0.03071582
1,0.015287964,0.025761075,0.036070503,0.0099124955,0.041746445,1.5626683,0.014932665,4.874513,0.037320346,2.2857244,0.10965659,0.59342736,0.5789879
2,0.0102866,0.23947756,0.043581765,0.0071640243,0.04573622,4.5610867,0.012072005,0.42144364,0.045809288,2.1428335,0.4395708,0.05385574,0.03333616
3,0.035020128,0.1771062,0.07962769,0.021561338,0.028033154,1.5306833,0.014051969,2.4992757,0.05270563,3.191772,0.19177349,0.33356184,0.54716307
4,0.023977267,0.08984512,0.026502315,0.020524573,0.038219392,0.21269909,0.047113024,3.3519557,0.061700787,4.675361,0.49168327,0.37635344,0.16202286
5,0.009251117,0.04045252,0.50242895,0.034972306,0.17765845,3.535742,0.025989918,2.0132134,0.036263797,1.9015114,0.09711997,0.09858216,0.18049116
6,0.01133783,0.014365866,0.03905528,0.0075367037,0.015335635,3.7885094,0.02111779,4.9977083,0.026199609,0.009811002,0.85112876,0.15509026,0.14167069
7,0.009591688,0.0072343373,0.020328533,1.2195194,0.010111269,0.046149656,0.004296484,2.1369293,0.085197486,0.89347124,0.0864552,1.5773888,0.03829798
8,0.010772351,0.072341815,0.016223462,0.006523174,0.038083825,1.9422168,0.016793258,0.2926983,0.66182154,3.9442663,0.727606,0.23578727,0.1275866
9,0.0067696464,0.015669009,0.013294438,0.012618606,0.014652609,0.078608975,0.010448824,4.428383,0.11690892,1.3279638,0.07839329,1.2502769,0.09219893
10,0.0022365123,0.018449169,0.008783499,0.0034719286,0.005179763,4.432245,0.02158694,0.91787344,1.1638258,0.008243559,0.25580052,0.1234728,0.0569492
11,0.0865562,0.010835621,0.01731781,0.055879846,0.05636224,2.142216,0.035339534,1.4252018,0.052996043,1.876423,0.2010102,0.5887902,1.1224551
12,0.011246275,0.043036785,0.025218148,0.01094842,0.07462671,0.02127079,0.035698034,3.9496007,0.03186061,3.6493866,0.051080897,0.22420774,0.18158785
13,0.008223626,0.031198574,1.8962674,0.0033923658,0.013559212,1.7519472,0.13078924,0.010976249,0.04231144,3.6594806,0.07455523,0.3367568,0.0545469
14,0.012534597,0.027830414,0.05145217,0.046812788,0.048063546,3.9601674,0.048136916,4.4216948,0.06545665,1.4759793,0.4502659,0.1889917,0.23805957
15,0.009873309,0.02780435,0.06687955,0.035930514,0.013315036,2.2102475,0.009275478,5.6578717,0.030041745,0.76210636,0.07648245,0.1514758,0.06836547
16,0.018803965,0.01675979,0.05705615,0.0074657984,0.022191271,4.516668,0.048707712,0.022352854,0.030764429,3.9826264,0.119839884,0.44056663,0.12091079
17,0.01818114,0.019855171,0.021523064,0.0048992224,0.014428995,2.2745457,0.014587124,1.3491596,0.05830379,4.0959997,0.38453728,0.19571218,0.3719485
18,0.020681038,0.012988352,0.040150788,0.0050151353,0.03869769,0.72297895,0.0402344,6.2625933,0.051475525,0.006730345,0.43759844,0.12957373,0.95448375
19,0.017102724,0.053783286,0.4198682,0.013341473,0.08278864,2.562535,0.022025106,1.2566909,0.049993027,3.2821968,0.16774145,0.18644463,0.82958454
20,0.005370404,0.02078702,0.018744433,0.031592056,0.009571946,1.5668617,0.005047122,0.022096267,0.04520938,4.471891,1.3106674,0.022302896,0.019684808
21,0.0044952366,0.31755465,0.0084843375,0.0073120804,0.0087454105,1.9680886,0.005861208,2.5286684,1.8367109,0.016404256,0.32063693,0.0561381,0.3314737
22,0.057980254,0.09551202,0.02732481,0.021526085,0.10380079,0.21654314,0.012995467,3.3094914,0.29521272,2.562527,0.15683854,0.22993568,0.28000587
23,0.006496529,0.00829353,0.044889025,0.005158682,0.00948372,1.6746399,0.0113341715,3.5859067,0.024331778,2.5362277,0.22207218,0.05260125,0.038668387
24,0.0073627583,0.012730316,0.0116326455,0.008484443,0.00879982,1.8613924,0.010140416,0.106575534,0.07166668,2.8828156,1.9229795,0.017470488,0.0102472175
25,0.043904893,0.14644705,0.081889,0.021620408,0.045781244,0.019947076,0.06322285,4.016957,0.0733265,4.3802996,0.09858303,0.702953,0.19265795
26,1.5450963,0.01247461,0.007530162,0.0053460384,0.010951949,0.028549505,0.0049767317,1.2291237,0.024346309,1.8176323,0.023872644,1.2302676,0.033922475
27,0.009877004,0.05619122,0.02024795,0.004618719,0.0072432705,1.8885918,0.005410119,1.4626064,0.16575009,3.2277117,1.5291587,0.05935298,0.049610425
28,0.014673026,0.022851449,0.024339966,0.026903227,0.042791527,1.6372926,0.06943431,2.42494,0.039829288,3.9361835,0.1206369,0.28429428,0.21755613
29,0.0073163332,0.050693914,0.026487144,0.045859385,0.0131805455,4.1360927,0.0066388682,0.016989266,0.07203254,3.0755048,1.0656568,0.02282275,0.014655605
