,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.08920444,0.01887722,0.0062719816,0.32853583,0.73003274,2.9379237,0.81476104,3.4270723,0.009754959,0.47505167,0.0016833532,0.13610983,0.37544084
1,0.45004913,0.6364192,1.6370639,2.0864851,0.29815924,0.006243197,1.3496625,0.014550876,0.34171566,0.7063037,0.01733974,0.058609754,0.20876502
2,0.026715593,0.003220556,0.20085683,1.812966,0.0069783344,0.08189716,0.006364206,0.03229616,1.0275985,0.0902218,2.2357929,0.03481028,0.4611168
3,0.07282062,0.0042511816,0.04053014,0.026008256,0.69441986,0.9481196,0.036083646,0.08013984,1.1136711,0.83543134,1.1623492,1.6654863,0.040069018
4,0.03863115,0.0026934291,0.25461063,0.6340334,0.97312593,1.4468569,0.42180446,2.2423327,0.0056665116,0.01831931,0.43707353,0.24214283,0.8286757
5,0.061066218,0.011312729,0.010817992,0.024244236,2.6527069,0.16993846,1.3302411,0.73615605,0.74852896,0.09522321,1.2887611,0.13836445,0.024720699
6,0.089321345,0.011185252,0.43913886,0.71036166,0.2563051,0.40302345,0.52459663,0.22717237,0.88610977,0.6806235,0.71712565,0.03446624,1.3149674
7,0.024214098,0.004747536,0.011205413,0.011778713,0.5257233,0.8835571,1.2533718,0.5878939,0.61299634,0.3655162,0.86097187,0.36747432,0.19642942
8,0.15176085,0.041661162,0.010127574,0.05540946,1.5388807,1.6219828,0.11749535,0.073985174,0.22277266,2.7098145,0.6136424,0.14720002,0.046452947
9,0.025176033,0.0031453173,0.0016281283,1.2296766,0.057184704,0.47643882,0.3775812,0.13253437,1.6764014,0.0016620326,0.54191947,0.018111492,1.1111006
10,0.0436747,0.00471084,0.014202576,0.008650454,0.75236744,1.0247796,0.13572748,1.3139242,0.82668984,0.014440087,0.72168154,0.10278866,2.0155869
11,0.08008787,0.0777219,0.013652809,0.009523547,1.1039332,0.121230915,0.027748339,1.7842022,0.3767994,0.89317596,1.0668997,1.0733956,0.79122007
12,0.07719048,0.0014079133,0.002981565,0.84375674,0.04370481,0.6709179,1.2596372,0.48098016,0.0025561797,0.0034307383,0.8245878,0.21081086,1.739697
13,0.03163585,0.0082408255,0.0067918557,0.0068474035,0.026639419,0.73489636,0.7039212,0.2541668,0.5220294,1.1853426,0.35576496,0.47644135,0.16866645
14,0.12705936,0.022474684,0.014003158,0.63956594,0.09529287,0.8738324,0.62251914,0.6822368,0.85383016,1.7739158,0.0057263006,1.0212601,0.09416753
15,0.19558011,0.0036868567,0.102951124,1.3239789,0.75750756,1.1687397,0.2638468,0.06570252,0.005170499,1.5394399,1.0509756,0.37555888,2.3048463
16,0.0485719,0.003100779,0.009397468,0.6105325,1.1855525,0.9806319,0.55990046,0.67714775,0.34460163,0.3100013,1.5757836,0.012707242,0.011199495
17,0.16307864,0.0083206585,0.0070129815,0.30595487,2.4112031,0.016376678,0.3467479,0.6072597,0.0057115583,1.3834257,0.6509675,0.11063556,1.2871825
18,0.0578916,0.0036320833,0.0045761005,1.0040482,0.77127814,0.12066817,1.3590996,3.5922804,0.015804645,0.3354335,0.0038970413,0.63108325,0.06819776
19,0.3190378,0.0025162504,0.25801143,0.93883127,0.43524215,0.4787592,0.58473927,0.67302555,0.01255619,2.232464,0.7588938,0.08730694,0.71736586
20,0.03282791,0.006839435,0.120956555,0.024924733,0.1335283,1.5998944,0.48973966,1.5741292,0.0049953107,0.005822674,1.0755199,0.22924028,1.2255412
21,0.17373398,0.007777874,0.0047199475,0.45152685,0.11106176,0.5134127,0.66138273,0.21998517,0.50592756,0.6410295,0.010980003,1.8381763,0.62902844
22,0.07507666,0.009337972,0.70257545,0.42289948,1.0880151,0.6479281,0.19136979,0.95652854,0.017502103,0.24404162,0.33219385,0.587591,1.9443319
23,0.049943395,0.64921594,0.4114973,1.2460176,0.7308733,0.74718285,0.11001816,0.049090266,1.4763415,1.027433,0.0025017355,0.4771186,1.0658016
24,0.030422958,0.0038380937,0.0038873262,0.00470227,0.018606769,0.25506514,0.26796675,0.66467595,0.5146804,0.005454684,1.1484389,1.808034,0.5236906
25,0.07332234,0.70886433,0.14594029,1.4997668,0.30942622,0.012729054,0.783549,0.105699785,0.6135556,0.68244845,0.63077676,0.15162203,1.4186482
26,0.050465584,0.014103267,0.35061514,1.4195207,0.8745025,1.5279249,0.93582696,1.1515108,1.3002341,0.89562947,0.046819873,0.02583516,0.021911494
27,0.13455512,0.06923874,0.9351585,0.13688727,1.1432221,0.13879709,0.37745634,0.28300914,1.023195,0.61529696,0.21477598,0.88842314,0.69129807
28,0.04064257,0.0107538365,0.16043149,0.06286681,0.54115963,0.6434449,1.8770437,3.4810128,1.6808647,0.63658434,0.008942858,0.028839402,0.7381603
29,0.063008115,0.0025608868,0.0022430597,0.004558567,0.07144179,0.85934395,0.030247003,0.12902883,0.9904046,0.002490186,0.9732572,1.618653,0.0228257
30,0.14834896,0.08736307,0.009729871,1.3318139,1.3053619,0.15718591,0.11765183,0.119499005,1.2092457,4.4120526,0.47597286,1.1140101,0.5286604
31,0.069979265,0.004219787,0.0042760433,0.05124197,2.5999088,0.02833157,1.8773733,0.2918796,0.41828635,0.03247481,0.16302736,0.19642909,1.248282
32,0.12112277,0.019703275,0.004981,0.09891742,0.124038704,1.0330327,0.95375437,0.9450433,0.99669677,1.4180526,0.04100721,1.7829221,0.02769277
33,0.094835535,1.2521715,0.6629624,0.39745075,0.25105485,0.52174425,1.0422496,0.26018772,0.5078308,2.7513146,0.00696882,0.6478939,0.4614453
