,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Ventricular Cardiomyocyte
0,4.720136,0.012946289,0.032450568,0.094511755,0.025436157,0.066760205,1.7451407,0.3828466,0.022525342,0.9412488,0.017256904,0.010136328
1,0.019233886,0.9887476,0.011000171,0.03132588,0.0870059,0.060085494,0.9450838,0.0142987985,0.054250896,1.313746,0.019597322,0.067104384
2,4.2758217,0.45593446,0.031814754,1.9259026,0.02016345,0.14409374,0.02109377,0.012375711,0.51637566,0.044155672,0.10531095,1.5460465
3,4.6702824,0.022094259,0.020399597,0.014553933,0.01876216,0.103087164,0.28118944,0.008021276,1.6720982,0.04013827,0.019316718,0.834595
4,0.007100905,0.061365966,0.02163291,0.009757141,0.013834724,0.370048,0.020000061,0.0049209194,0.009967765,2.8730323,0.03414206,4.3747616
5,1.7923213,0.032931242,0.018187039,1.9966906,0.18574844,0.07209495,0.19162309,0.12064876,0.03850676,0.5574215,0.016618745,0.6962732
6,1.8743645,3.3508055,0.046422277,0.0384941,0.057295065,0.09869202,0.021464016,0.08303032,0.033159446,0.05371666,0.0332557,0.7483281
7,0.012149294,0.019757908,0.025959928,0.014184704,0.023042504,0.5626191,3.6896641,0.015111604,0.023291484,5.491687,0.020130506,1.7097714
8,0.3011752,1.3039815,0.09318953,0.03064802,0.04637475,0.07010251,1.8804845,0.026165338,0.11490369,0.051745046,0.07817385,0.0768208
9,0.0933123,1.1658508,0.030337824,0.018814184,0.03550833,0.41558173,5.238792,0.036227416,0.012124697,0.13709229,0.03758891,0.04191818
10,0.93165416,0.08902782,0.021391263,0.052835375,0.041548602,0.07948543,1.3858502,0.13757393,0.018939067,6.0354342,0.022021785,0.0131335845
11,0.46977386,1.0084473,0.014093761,0.021621447,0.011742035,0.19104937,1.2106466,0.005315781,0.027273273,0.051739033,0.05421522,0.64387816
12,1.3859198,0.915638,0.031139443,0.017802695,0.06607384,0.04240766,0.015890134,0.008789625,0.022289252,0.32570314,0.07532925,1.9426371
13,1.8492891,0.7761104,0.040303707,0.048109792,0.2663548,0.22168578,1.8852239,0.02250423,0.060223494,1.658683,0.02148081,0.028089657
14,0.6688359,0.01761774,0.020710712,0.01835904,0.020774474,0.107526064,0.022823384,0.02219139,0.020431845,3.0076814,0.018418929,1.7200955
15,0.012906474,0.04944894,0.009483506,0.010339794,0.00827569,0.03424773,0.007108098,0.009147511,0.02367489,0.020526225,0.039555512,4.105498
16,0.1972433,6.0961432,0.027760753,0.024357276,0.22029711,0.04297399,0.8812296,0.012697444,0.032340534,0.14439194,0.023018103,0.16250467
17,2.3968165,0.9589538,0.04592403,0.071371116,0.029108893,0.06341132,0.109684035,0.022268211,0.046718124,1.6110574,0.02933626,0.4207467
18,0.0072241947,0.028616771,0.0137734655,0.00761604,0.010366448,0.050792925,0.24474466,0.002873471,0.008634191,0.015634991,0.02300342,7.676865
19,0.016300937,0.10409378,0.03185805,0.014715847,0.030807383,0.13209684,0.013953108,0.02195213,0.012367988,1.8515615,0.051672984,10.566356
20,0.00676747,0.023491316,0.023682592,0.008350876,0.014971507,0.18279597,4.624304,0.014094382,0.009091688,1.9555979,0.030097933,0.25356063
21,5.9419384,0.016701771,0.07365434,0.09260493,0.16957524,0.3332828,2.5848372,0.18809545,0.062986515,7.775374,0.053028233,0.0078290915
22,0.796994,0.6814465,0.031217823,0.013122831,0.05932119,0.11294587,0.41020644,0.011781778,0.011426891,3.2529736,0.019309206,0.11108374
23,5.215283,0.030718472,0.034012605,0.022476431,0.033037174,0.06547086,0.15157236,0.015021096,0.017557079,0.042058107,0.031292856,1.9526148
24,1.9518024,1.5464717,0.015639234,0.021210244,0.01719512,0.037855122,0.024838082,0.014920137,0.025278114,0.073224716,0.019435665,0.88894415
25,0.1785154,0.45529717,0.017610691,0.02178655,0.010943696,0.064916424,0.023131218,0.024686592,0.017287973,0.15668091,0.028824935,3.3886168
26,0.009809372,2.6723728,0.026420267,0.0108428355,0.009346429,0.2003888,5.00628,0.0081943,0.013669944,0.06822479,0.017079236,1.6607664
27,2.420162,0.012111088,0.028351264,0.015619971,0.04781863,0.092840284,3.9127839,0.02630388,0.020996395,0.063426964,0.018028768,0.014535558
28,0.7695401,0.77994555,0.034604933,0.121362425,0.029210718,0.15109685,1.1656325,0.1995771,0.030534912,0.06904045,0.046346143,1.4209923
29,1.4987438,0.0211979,0.013507714,0.015370184,0.055978734,0.034909915,0.081516676,0.18014723,0.015535815,2.530117,0.015832184,0.015860371
30,0.003909502,0.0061129057,0.009887234,0.0044025253,0.0063015707,0.06527522,0.44339398,0.005233264,0.0038512272,5.9079065,0.0062622917,0.0026919397
31,1.711053,0.99213886,0.01557812,0.0196364,0.015604561,0.045980826,0.0378692,0.027771726,0.016081318,0.4072447,0.01564983,0.4077465
32,0.89066434,0.028873025,0.01225709,0.022778198,0.07277121,0.18741319,0.4962704,0.24308391,0.018475961,1.9354669,0.022609463,0.1665991
33,0.057200912,5.3843517,0.025148705,0.04502045,0.00793778,0.029136915,0.027738167,0.016524123,0.025777655,0.030992178,0.03129871,2.3557713
34,0.20454088,2.8332353,0.49010015,0.058081873,0.044533063,1.3661789,2.413255,0.16657966,0.03148094,2.9447222,0.32701844,0.44381183
35,0.10755112,0.7239671,0.080994874,0.021825073,0.028318929,0.107163005,0.08511961,0.036626317,0.024621112,3.4913363,0.02555091,0.015832586
36,0.46986055,0.056593824,0.035507303,0.04079658,0.042233072,0.22949082,8.345586,0.024808124,0.02569047,0.08080426,0.016912859,0.49188983
37,0.27128348,6.356253,0.04543919,1.3900313,0.014369901,0.037750054,0.014554938,0.089155525,0.029759895,0.029173285,0.036418844,0.7982562
38,1.4172437,1.6731038,0.049870845,2.4307938,0.13237871,0.047839597,0.0476484,0.039690707,0.028623525,4.335837,0.033034537,1.0746899
39,0.05071619,8.781575,0.037425786,0.088155195,0.017325133,0.033759784,0.018918863,0.060342018,0.033351853,0.03032849,0.021609,0.36918706
40,4.6877975,0.06300689,0.043424584,0.055273198,0.04485173,0.08049807,0.010719733,0.01051759,0.05530162,0.026140744,0.055793095,4.8815823
41,0.009080251,0.020843016,0.03233734,0.012670955,0.01706358,0.77636564,0.055642698,0.013238771,0.015310555,8.272904,0.013807351,0.13674194
42,0.017529123,0.63069296,0.013451891,0.01004138,0.04956851,0.054318532,0.48155758,0.12446401,0.009449119,1.565809,0.016692562,0.29813477
43,0.39853337,0.013051868,0.021281628,0.012803202,0.086969905,0.04663535,2.2314215,0.00975022,0.008690723,0.034660436,0.027088612,0.12858458
44,0.79275423,0.022179129,0.018350251,0.0106097525,0.015002292,0.13754357,0.80023295,0.012794754,0.031758923,0.16021891,0.07647496,1.7896175
45,0.3635938,1.8907682,0.08600732,0.043863926,0.0457615,0.181506,0.05114922,0.20634896,0.024444766,2.0136242,0.036671784,0.9602125
46,1.1461581,0.10233055,0.023238663,0.01690718,0.014342451,0.093339495,0.93854487,0.03799603,0.020849261,1.8212101,0.022359855,3.4163895
