,q05cell_abundance_w_sf_T_CD4,q05cell_abundance_w_sf_T_CD8,q05cell_abundance_w_sf_T_reg,q05cell_abundance_w_sf_mDC,q05cell_abundance_w_sf_mono-mac,q05cell_abundance_w_sf_myeloid,q05cell_abundance_w_sf_pDC,q05cell_abundance_w_sf_plasma,q05cell_abundance_w_sf_tumour_1,q05cell_abundance_w_sf_tumour_2
0,0.0035636614076793196,0.0012225468351971358,0.007919150637462735,0.001163457293296233,0.0008634620666271076,0.0014997690392192454,5.797642679681303e-05,0.0007691589242313057,3.728895604610443,0.3319399893283844
1,0.029642112739384177,1.613549244403839,0.24951709434390068,0.02439798703417182,3.0699630260467528,0.008762956224381923,0.0005610270105535165,0.015196092799305916,4.798515748977661,0.010090435901656748
2,0.005608452390879393,0.003563394269440323,0.010279025230556727,0.00036574306432157755,0.0004206107259960845,0.00111158168874681,4.5777050036122095e-05,0.001692727004410699,3.880782926082611,0.010311424918472766
3,0.004178336588665843,7.014715528488159,0.002309374208562076,0.00034244795388076453,3.4113046646118166,0.0010651153512299062,8.463523190584966e-05,0.007855280255898833,1.5715994322818005e-05,3.478051439742558e-05
4,0.013878338737413287,0.02369951531291008,0.025960811506956817,0.002422581659629941,0.019122083112597468,0.00457103680819273,0.00021593952624243684,0.010545219108462334,0.00020611778309103103,5.912677645683289
5,0.015786906983703376,3.2965760946273805,0.02053903676569462,0.7676060199737549,0.008561749430373312,0.004623480164445937,0.07700916677713394,0.005120862787589431,0.006780679035000503,4.853137707710266
6,0.9899296224117279,2.176349866390228,0.05112623367458582,0.002363790385425091,0.1779421329498291,0.006497627403587103,0.00020973480786778967,0.004276398755609989,4.819727754592895,0.25844084322452543
7,0.00017203987154061908,0.6700663954019547,0.0001768990056007169,2.7413563384470765e-05,0.00024538307916373016,5.2732112999365205e-05,6.288374133873732e-05,0.0007972424122272059,1.3826423582941061e-05,5.2734962264366916e-05
8,6.573077080247458e-05,0.0029651983990333975,8.34506266983226e-05,4.7979483861126936e-05,3.251613748073578,3.894046076311497e-05,0.00013909313565818593,0.0009703786170575767,1.0651525144567133e-05,1.6056378262874206e-05
9,0.006052212533541024,0.49431113451719283,0.00906036077067256,0.0005277416756143793,0.0013343633094336838,0.002235287753865123,0.00010044213704532013,0.005681523866951466,2.6549325346946717,0.6892764925956726
10,0.0006392659182893112,0.0036998942377977073,0.0034438293660059576,6.706059102725704e-05,0.0005760743515565991,0.00022621712560066953,0.0020200298400595783,0.0022589415544643997,0.9236895680427551,0.02611517859622836
11,0.00021196284724283034,0.512132203578949,0.0004350526709458791,0.0001667319294938352,4.759353518486023,0.0002123918449797202,0.00021090461159474217,0.0019101725483778864,2.111879821313778e-05,2.779475325951353e-05
12,0.09667568057775498,14.446172666549682,0.01803381573408842,0.7568513035774231,0.0020158340223133567,0.008015790535137058,1.0342300295829774,0.010085135884582996,0.0005451793520478531,2.9742250442504883
13,0.01288150236941874,2.8116016030311584,0.00899833687581122,0.0011577030993066729,0.0004973687435267493,0.002571099193301052,7.594124544993975e-05,0.013293402083218098,0.007806018413975835,3.193165922164917
14,0.0010172243870329113,0.001108728296821937,0.0011799951724242419,0.0005903947603655979,0.00039804722327971834,0.00037130790733499455,7.014064758550377e-05,0.0006254377018194646,0.00010268836995237507,3.4065144896507262
15,0.0003412974227103405,0.4342463806271553,0.00012612660211743786,9.75229668256361e-06,0.00028388354694470764,3.50870283000404e-05,4.2446985844435405e-06,0.0006780657160561532,1.3769544102615327e-05,1.4517681256620562e-05
16,0.0008835074113449082,0.004680993547663093,0.005479805404320359,0.029510481283068657,0.27109945118427276,0.026668527629226446,6.306536597548984e-05,0.0011427298537455498,0.006792493001557887,0.008271038625389337
17,0.00023718871016171762,0.0025317229214124382,0.00036496844404609874,0.00017379719138261863,0.0010946713853627443,0.0003008514948305674,0.0033853280358016494,0.5757496356964111,0.0059621338965371255,0.4894768759608269
18,0.02987014213576913,0.0308434633538127,0.02795507088303566,0.0009585487889125944,0.0009540958679281175,0.0016135152778588235,0.045362180843949315,0.05935194306075573,2.7160767197608946,0.0017732599226292223
