,T_reg,mono-mac,T_CD8,tumour_2,tumour_1,T_CD4,plasma,pDC,mDC,myeloid
0,0.0,0.053987442610647994,0.0,0.01608996853496735,0.888460862259985,0.0,0.02898555589251038,0.0,0.012476170701889567,0.0
1,0.14758294841602193,0.2483854545587102,0.12132885638240139,0.0,0.42076668035874204,0.0,0.0,0.0,0.061936060284124496,0.0
2,0.0,0.0,0.0,0.0,0.9064784434199445,0.08039829760596667,0.0,0.0003039946777280998,0.012819264296360676,0.0
3,0.0,0.20973466827278975,0.4234302540319627,0.028273232900849873,0.0,0.18364576222756068,0.0,0.0,0.0,0.154916082566837
4,0.0,0.10910697672374954,0.03638144032010279,0.7700633652898242,0.0,0.0,0.07878584599408156,0.0030014730808481526,0.0026608985913936034,0.0
5,0.19682725487117758,0.0221834761231634,0.06235436197262151,0.5084692346220989,0.0,0.0,0.024291946072461334,0.02763837440239274,0.1582353519360845,0.0
6,0.038087887297935566,0.026008714711757887,0.2011216486196018,0.0,0.5104084938806313,0.18773590294782344,0.036637352542250146,0.0,0.0,0.0
7,0.0,0.0,0.9652941257752523,0.002054734556005669,0.0,0.03265113966874209,0.0,0.0,0.0,0.0
8,0.0,0.9524751187966628,0.0,0.0,0.0,0.0,0.0,0.04752488120333715,0.0,0.0
9,0.0,0.0,0.11626760003397524,0.1738145220131541,0.5778412260298974,0.13207665192297321,0.0,0.0,0.0,0.0
10,0.0,0.10632166709982933,0.0,0.0,0.6657691495557941,0.0,0.15647748164480707,0.047903346597857076,0.0,0.02352835510171248
11,0.11520358984904716,0.5853262378058828,0.09995410149480263,0.020138501069573565,0.0,0.05891231309896255,0.0,0.006272659030991326,0.016508548746665432,0.09768404890407444
12,0.001853518043377991,0.005047288559451621,0.608414790129532,0.15364836998498765,0.0004771772427930259,0.041121343279782833,0.0,0.08147660553949297,0.0792453758376493,0.028715531382932587
13,0.0,0.0,0.43185475602749396,0.5145828909814122,0.05356235299109377,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.7519676388999842,0.0,0.0,0.24803236110001586,0.0,0.0,0.0,0.0
16,0.0,0.5294160492551342,0.0,0.0,0.3181659955788306,0.0,0.0,0.02296096156671783,0.12945699359931737,0.0
17,0.0,0.09213200611493787,0.0,0.4106011274534471,0.048602109621572714,0.0,0.4148097346653125,0.019285499264764316,0.0,0.014569522879965668
18,0.0022167159971900334,0.0,0.0,0.0,0.7086968340175489,0.23425196665707781,0.0,0.05483448332818313,0.0,0.0
19,0.018292170701679482,0.0,0.8967538773737663,0.0,0.049264019235326854,0.0,0.0,0.021438788726185275,0.014251143963041878,0.0
20,0.0,0.0,0.4243719574622573,0.07552294088198523,0.4262715893428217,0.06604867444030027,0.0,0.007784837872635517,0.0,0.0
21,0.0,0.7857374202019195,0.0,0.0,0.0,0.0,0.18668058528020004,0.0006260335682709079,0.026955960949609403,0.0
22,0.12372542082463907,0.006481296265107489,0.14429622534325287,0.08797201504938747,0.599459208812486,0.0,0.0,0.038065833705127186,0.0,0.0
23,0.06287595995048889,0.10521266523380178,0.16104907790090736,0.0,0.5611306761970246,0.09618646135137263,0.0,0.004861606993741458,0.008683552372663422,0.0
24,0.05877862128850773,0.0,0.0,0.2022563417131014,0.037717475086410504,0.0,0.698261318518705,0.0029862433932752726,0.0,0.0
25,0.0697701129047197,0.0,0.9191980747280065,0.002003801500388896,0.0,0.0,0.0,0.0,0.009028010866884947,0.0
26,0.0,0.0,0.6249052058037384,0.3022036659957997,0.0,0.0,0.0,0.0,0.0,0.07289112820046197
27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.5711943711512188,0.1304178523781663,0.28547234608067706,0.0,0.0,0.0,0.012915430389937827
29,0.0,0.08622318241525616,0.0,0.20809152373890435,0.6863594660489196,0.019325827796919947,0.0,0.0,0.0,0.0
30,0.0,0.0,0.894513641429839,0.010775461729532273,0.059744434314570743,0.0,0.02810976524940051,0.0068566972766574774,0.0,0.0
31,0.0,0.07671401778961189,0.6649102943583057,0.0,0.1962332278392386,0.0515512502960135,0.0,0.003406304414272948,0.007184905302557304,0.0
32,0.0,0.20645106002682004,0.5322707437026677,0.0,0.2594718284315821,0.0,0.0,0.0,0.0,0.001806367838930359
33,0.029681565756542842,0.832476967390998,0.0,0.028275156365153868,0.07017852509876912,0.0,0.021813400912218964,0.0050710289483306414,0.012503355527986634,0.0
34,0.26017744702990125,0.0,0.21959089812571334,0.0,0.44016491566295823,0.0,0.03294767450977489,0.0,0.0351965258672865,0.011922538804365942
35,0.0,0.0,0.0,0.06237954231197782,0.9376204576880222,0.0,0.0,0.0,0.0,0.0
36,0.3025661814715419,0.0,0.20897397045844254,0.0,0.0,0.0,0.4884598480700156,0.0,0.0,0.0
37,0.0,0.0,0.4356052929471182,0.3794196492892343,0.0,0.0,0.0,0.05897035930386804,0.0,0.1260046984597794
38,0.0,0.0677139918619993,0.7560892274992471,0.0,0.0,0.16254715966690156,0.01217669988672195,0.0014729210851299917,0.0,0.0
39,0.0812356093571035,0.04986814161516042,0.6798015515253493,0.14289827910825625,0.023811623329772075,0.0,0.0014907779456781367,0.020647723356742042,0.00024629376193843994,0.0
40,0.0,0.002038813731291703,0.9789006697134701,0.0,0.011554038729794746,0.0,0.0,0.003811410336061762,0.0036950674893817714,0.0
41,0.05973152911590618,0.017311086781791652,0.9045394366314197,0.0,0.0,0.0,0.0,0.0,0.018417947470882656,0.0
42,0.0,0.0,0.3922421617188169,0.5677255717188492,0.0,0.0,0.0,0.0024650838918240828,0.0,0.03756718267050976
43,0.0,0.04097491482424124,0.6753340100973356,0.0,0.019322368031624477,0.05831620128105386,0.0,0.0,0.2060525057657448,0.0
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.8551487267066143,0.0,0.0,0.029290151534989903,0.0,0.0379675247901074,0.0,0.07759359696828842,0.0
46,0.023822341370572084,0.1363772380729023,0.8127087262845947,0.0,0.0,0.0,0.0,0.0,0.0,0.027091694271931
47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.18686100808328726,0.02125042983565653,0.16899356284124528,0.0,0.0,0.0,0.605724144247965,0.01717085499184593,0.0,0.0
49,0.42404720646306554,0.12120433710300799,0.2910672399369955,0.03468633597018575,0.07260898502835912,0.0,0.056385895498386046,0.0,0.0,0.0
50,0.0,0.7588715489653468,0.0,0.028353399171075634,0.15552520681734797,0.0,0.05724984504622971,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,0.053112441971673044,0.0,0.20698722910912365,0.0,0.0,0.29190483715789656,0.43863284590341334,0.009362645857893348,0.0,0.0
53,0.0135671995720473,0.08070791322956525,0.29350531035408733,0.0,0.0,0.0,0.0,0.015619164178187418,0.540448413000621,0.05615199966549175
54,0.0,0.0,0.0,0.0,0.0,0.0,0.2387412025592963,0.026972991465323615,0.0,0.7342858059753802
55,0.00463835927704666,0.2546208846493093,0.5655132145937081,0.0,0.0,0.04929367600929228,0.0,0.00444462415556877,0.0,0.12148924131507499
56,0.0,0.23250065368512735,0.7005538225765912,0.04844506527990722,0.0,0.0,0.0,0.005773545921093097,0.0,0.012726912537281244
57,0.13235030661698152,0.005661294761134463,0.8442642384478682,0.0,0.0,0.0,0.004360211923678885,0.0005040390114191044,0.01285990923891769,0.0
58,0.0,0.029306815600613018,0.18624254393414896,0.7480559706822881,0.02918423607304595,0.0,0.0,0.007210433709903968,0.0,0.0
59,0.0,0.09614320883122307,0.0812328427499486,0.5619310538492512,0.0,0.1888141385025982,0.023375108421773278,0.0,0.009934557836959748,0.03856908980824596
60,0.0,0.1763928246986179,0.5213106074231472,0.20868630221655277,0.01879966540567357,0.009756089250377053,0.0,0.0,0.04407033578083291,0.02098417522479861
61,0.0,0.12933410209101848,0.670943901935868,0.005618832268305286,0.0,0.058723210402354516,0.01999702931546289,0.01663665398891629,0.09874626999807475,0.0
62,0.0,0.0,0.12362399461889605,0.0,0.05494658764433506,0.0,0.7270790084119882,0.0,0.0,0.09435040932478062
63,0.0,0.0,0.8371057358253968,0.0,0.1370592481474428,0.0,0.025835016027160537,0.0,0.0,0.0
64,0.1892223235629846,0.0,0.0,0.0,0.796169372280308,0.0,0.0,0.014608304156707289,0.0,0.0
65,0.0,0.09515458552681601,0.5011118789824243,0.0,0.3364336507861332,0.02542049457724464,0.04187939012738199,0.0,0.0,0.0
66,0.0,0.2665407337496273,0.6863054182868296,0.0,0.012261384223580632,0.029716675095845718,0.0,0.0,0.005175788644116678,0.0
67,0.0,0.10746201500617426,0.12312148586717828,0.0,0.45059101976646765,0.10808154886332572,0.19748342916424957,0.0,0.0,0.013260501332604542
68,0.0,0.0,0.35511803444851675,0.06191950497698213,0.34444253647377543,0.10591200535951853,0.0,0.017064748909635552,0.0,0.11554316983157165
69,0.011702181002329124,0.0,0.9828730963624465,0.0,0.0,0.0,0.005424722635224357,0.0,0.0,0.0
70,0.04748866894584303,0.0,0.33011232710987753,0.0,0.0,0.0,0.6058214212918048,0.016577582652474467,0.0,0.0
71,0.23307530629237,0.20733796862375306,0.5439882505254555,0.0,0.014074634114672888,0.0,0.0,0.0,0.001523840443748587,0.0
72,0.0,0.0,0.08505314178095175,0.0,0.22428607664794906,0.0,0.6562798200177288,0.011075655383692243,0.0233053061696782,0.0
73,0.0,0.005675299861701868,0.5446348959191678,0.3065901558174604,0.0,0.0,0.00024162091397490542,0.00542504045882605,0.13498778463878305,0.002445202390085967
74,0.0,0.0,0.6944641693785758,0.08625064541822607,0.0,0.0441140784277366,0.0,0.0,0.0,0.17517110677546163
75,0.0,0.0,0.9078467380732271,0.0,0.0,0.0,0.0,0.017437130090103812,0.014722821910319627,0.05999330992634948
76,0.14338202578635575,0.0,0.24587250059169755,0.3443418309804727,0.05102111876797895,0.0,0.1351552842779547,0.0,0.03524501059092038,0.044982229004620074
77,0.004964809183653427,0.33622291805310817,0.25114392741472946,0.25703709739929337,0.021939544450272706,0.110438091625536,0.0,0.018253611873406884,0.0,0.0
78,0.07639924920592546,0.037690641092800674,0.19265425040543266,0.45487238627798315,0.14650539884717648,0.0,0.0383481243839312,0.0,0.053529949786750484,0.0
79,0.35790664586484067,0.009042783209419498,0.0,0.3725745465259928,0.003028581826773064,0.22383952851607022,0.0,0.0,0.003580026258774118,0.030027887798129736
80,0.033020987673952305,0.0,0.5302420063074503,0.3613091128336729,0.0,0.07012071014954326,0.005307183035381051,0.0,0.0,0.0
81,0.018156759911317707,0.0,0.7439077902042889,0.2186662336233791,0.019269216261014452,0.0,0.0,0.0,0.0,0.0
82,0.0,0.05991984728772621,0.3450759821602273,0.25149125813901657,0.0,0.0357184481391114,0.3066353697606307,0.0,0.0011590945132877598,0.0
83,0.12725664690475633,0.0,0.15110119787785833,0.06327137834686017,0.014102921570111952,0.6288341928722406,0.0,0.0,0.0,0.015433662428172547
84,0.04639210460164629,0.591863057531916,0.13907803426230766,0.0,0.22261586887379695,5.0934730332979196e-05,0.0,0.0,0.0,0.0
85,0.015178397917335051,0.46111412992369727,0.11776812377873719,0.031866144736290326,0.319307467916792,0.03174279157291698,0.00431872769789748,0.0101307144778566,0.008573501978476903,0.0
86,0.13282193679754553,0.07824676320593646,0.24371956264630487,0.0,0.5374449126909919,0.0,0.0,0.0,0.0077668246592212005,0.0
87,0.005969447192248943,0.00014049783033536517,0.4716405580342922,0.0,0.4625326822488582,0.028655205191491468,0.004307849904427076,0.00827209333788005,0.0,0.018481666260466764
88,0.058628197005638656,0.04529990170518012,0.252658809453792,0.035124766359549406,0.4833594178933555,0.06431012416330968,0.0,0.0,0.02377713075488538,0.03684165266428916
89,0.07274693472193053,0.22129828843539756,0.4052158907910154,0.0,0.2884979004950763,0.012240985556580194,0.0,0.0,0.0,0.0
