,T_reg,mono-mac,T_CD8,tumour_2,tumour_1,T_CD4,plasma,pDC,mDC,myeloid
0,0.0,0.12741472178842506,0.0,0.037973624334319465,2.0968393409772865,0.0,0.0684082512772821,0.0,0.029444769785272832,0.0
1,0.995202403388173,1.6749482511128388,0.8181620625421507,0.0,2.8373739382023557,0.0,0.0,0.0,0.4176560823097353,0.0
2,0.0,0.0,0.0,0.0,1.8829064440983687,0.16700063168152152,0.0,0.000631447489811595,0.026627743359403287,0.0
3,0.0,1.0384477559764567,2.0965069853884484,0.13998770685779074,0.0,0.9092751868363288,0.0,0.0,0.0,0.7670275001792176
4,0.0,0.42362117475882305,0.14125538944078544,2.9898651510504193,0.0,0.0,0.30589567813692026,0.011653586147246904,0.010331264058890314,0.0
5,1.1531721572829974,0.12996862164097686,0.3653219375489156,2.9790211959464914,0.0,0.0,0.14232173219769131,0.16192779731781728,0.9270697915794043,0.0
6,0.2264751438847119,0.15465093562490817,1.195893433341566,0.0,3.034950092856962,1.1163001848815897,0.21785009033595715,0.0,0.0,0.0
7,0.0,0.0,0.244345926218885,0.0005201171382017192,0.0,0.008265017626677766,0.0,0.0,0.0,0.0
8,0.0,1.073662506852514,0.0,0.0,0.0,0.0,0.0,0.0535716703603845,0.0,0.0
9,0.0,0.0,0.25691330871925827,0.38407315486693444,1.2768398182327045,0.29184613460824244,0.0,0.0,0.0,0.0
10,0.0,0.06257713096841988,0.0,0.0,0.3918479121228276,0.0,0.09209704973212679,0.02819419668302516,0.0,0.013847948389380693
11,0.2673859423153119,1.358534120878324,0.23199209027676992,0.04674118308606145,0.0,0.13673466575634732,0.0,0.014558755052875974,0.038316113835248744,0.22672332953873645
12,0.027381747856284895,0.0745628472226486,8.988021689284384,2.269824639953683,0.007049268816991664,0.6074795210229993,0.0,1.203641840465977,1.1706802141556159,0.424210297113546
13,0.0,0.0,1.474296124274021,1.7567192469296735,0.18285492592036928,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,1.9884645021636655,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.12138807264512053,0.0,0.0,0.04003918348347175,0.0,0.0,0.0,0.0
16,0.0,0.11149458540231554,0.0,0.0,0.06700549750255357,0.0,0.0,0.004835559658460579,0.027263536587328212,0.0
17,0.0,0.049305523931006,0.0,0.21973801037717297,0.026009989145946717,0.0,0.2219902959004249,0.01032086118187829,0.0,0.0077970510934637655
18,0.004644797163156943,0.0,0.0,0.0,1.4849683262789322,0.4908399955483579,0.0,0.1148974667610915,0.0,0.0
19,0.016489247599133564,0.0,0.8083675229502124,0.0,0.04440843157150288,0.0,0.0,0.019325726907803514,0.012846514785471556,0.0
20,0.0,0.0,2.0105341653106055,0.35780274883377233,2.019533993716392,0.3129168037629144,0.0,0.03688199052532745,0.0,0.0
21,0.0,0.07787426313088681,0.0,0.0,0.0,0.0,0.018501871803181226,6.204604944456936e-05,0.0026715993689041106,0.0
22,0.11114937140118183,0.00582250600507203,0.1296292599820513,0.07903011449436508,0.5385272791643544,0.0,0.0,0.03419663849180648,0.0,0.0
23,0.16261919338901032,0.2721167003748589,0.41652916575607374,0.0,1.4512799171709592,0.24877178451383325,0.0,0.01257381372020643,0.022458699377404454,0.0
24,0.12061700783553167,0.0,0.0,0.41504128913559407,0.07739836165438486,0.0,1.4328711541841874,0.006127937928273798,0.0,0.0
25,0.10100689521011225,0.0,1.3307323113864136,0.0029009236153601727,0.0,0.0,0.0,0.0,0.013069942266433057,0.0
26,0.0,0.0,6.477820023471064,3.132668668099998,0.0,0.0,0.0,0.0,0.0,0.7555955773852895
27,0.0,0.0,0.0,0.7351134453063082,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.4964875606418926,0.1133604332635274,0.24813526864884106,0.0,0.0,0.0,0.011226214495105353
29,0.0,0.2524781258264649,0.0,0.6093321591975458,2.0097930368274444,0.05658975516250494,0.0,0.0,0.0,0.0
30,0.0,0.0,1.94707333729879,0.02345477280493928,0.13004474131882054,0.0,0.06118607017255721,0.014924861769540877,0.0,0.0
31,0.0,0.643953176359386,5.581393184493923,0.0,1.647221903054129,0.4327317526825052,0.0,0.028593216864663977,0.06031156657850992,0.0
32,0.0,1.7107536529988698,4.41065363895671,0.0,2.150109465565152,0.0,0.0,0.0,0.0,0.014968440359222818
33,0.04820651248854534,1.352044957942095,0.0,0.045922330702244024,0.113978554040929,0.0,0.035427645297341916,0.008235974555135769,0.020306986813043874,0.0
34,1.0999429360634552,0.0,0.9283566272731133,0.0,1.8608695535043631,0.0,0.13929171129340762,0.0,0.14879910016661504,0.0504044931161831
35,0.0,0.0,0.0,0.027586809491180708,0.4146544841882636,0.0,0.0,0.0,0.0,0.0
36,0.801539330070275,0.0,0.553600721233083,0.0,0.0,0.0,1.293997159511012,0.0,0.0,0.0
37,0.0,0.0,0.44581250756438,0.38831030753651957,0.0,0.0,0.0,0.06035216784296836,0.0,0.12895727277599292
38,0.0,0.3375643303749806,3.7692173621173355,0.0,0.0,0.8103217902016123,0.06070266174552827,0.007342730890986274,0.0,0.0
39,0.7038556024955486,0.43207616880887995,5.890054058964764,1.238123959841064,0.20631278103053022,0.0,0.012916655853835947,0.1788995722249761,0.0021339809668691444,0.0
40,0.0,0.008363816809193615,4.015740011076571,0.0,0.04739808343408944,0.0,0.0,0.015635532244179653,0.015158259484163931,0.0
41,0.12487385626302748,0.036190303421691515,1.8910168426288103,0.0,0.0,0.0,0.0,0.0,0.03850429009905483,0.0
42,0.0,0.0,0.6827767811803251,0.9882411333686062,0.0,0.0,0.0,0.004290976874142526,0.0,0.06539327631018776
43,0.0,0.1254783365966443,2.068089429780145,0.0,0.059171290779158135,0.17858291993453188,0.0,0.0,0.6309988876355132,0.0
44,0.0,0.0,0.0,0.35784777720608607,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,1.060780985096643,0.0,0.0,0.036333370826120905,0.0,0.04709733768024311,0.0,0.09625204325124588,0.0
46,0.04947472653092415,0.2832310415564138,1.6878501301259967,0.0,0.0,0.0,0.0,0.0,0.0,0.05626458560529823
47,0.0,0.0,1.8369153878856836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.748283314344729,0.08509716516988752,0.6767332821484512,0.0,0.0,0.0,2.425617173350948,0.06876054247606504,0.0,0.0
49,1.720397464182664,0.49173684208226887,1.180885839741688,0.14072556907668984,0.2945811499657792,0.0,0.22876262395456026,0.0,0.0,0.0
50,0.0,1.5731863152198522,0.0,0.058778299999146424,0.32241309793518397,0.0,0.11868236844296076,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.9403665974332138,0.0,0.0,0.0,0.0,0.0
52,0.13770507658985906,0.0,0.5366575359648583,0.0,0.0,0.7568241350909267,1.1372470818075382,0.02427461094017398,0.0,0.0
53,0.051956559143245866,0.3090767143780645,1.1239995354448602,0.0,0.0,0.0,0.0,0.059814704064945295,2.069685773016374,0.2150380906640851
54,0.0,0.0,0.0,0.0,0.0,0.0,0.1485300549842388,0.016780932082466466,0.0,0.4568273509830426
55,0.06315297306562148,3.466757297084813,7.699671085468226,0.0,0.0,0.6711515877447178,0.0,0.0605151979003591,0.0,1.6541208488314647
56,0.0,1.773037759639115,5.342386614404916,0.3694395204831715,0.0,0.0,0.0,0.04402875760930938,0.0,0.09705476580200928
57,0.189607611870975,0.008110480490708883,1.2095092949307031,0.0,0.0,0.0,0.006246524025763216,0.0007220960471331558,0.018423354973594104,0.0
58,0.0,0.10882781817899441,0.6915923580600474,2.777828211517473,0.10837263182506461,0.0,0.0,0.026775197260145434,0.0,0.0
59,0.0,1.473079319139409,1.2446268659486628,8.60975022854368,0.0,2.89295734946361,0.3581468646340125,0.0,0.15221451283272688,0.5909447920996221
60,0.0,3.1538548033634157,9.32088913522952,3.7312532285049427,0.3361328055300041,0.17443617106827217,0.0,0.0,0.7879653859259703,0.3751912354735892
61,0.0,0.41676326090903276,2.162034327659673,0.018105996955016766,0.0,0.18922833392471558,0.06443797120221852,0.05360957438863695,0.3181977283766933,0.0
62,0.0,0.0,0.03211540652962357,0.0,0.014274186860353132,0.0,0.18888273272749806,0.0,0.0,0.024510628062479403
63,0.0,0.0,3.6795536432590805,0.0,0.6024529928301241,0.0,0.11355952214646292,0.0,0.0,0.0
64,0.8633670269361989,0.0,0.0,0.0,3.63269180369464,0.0,0.0,0.06665348934983321,0.0,0.0
65,0.0,0.22374610298261688,1.178312421412592,0.0,0.79108870958613,0.059773646914224036,0.09847502655192263,0.0,0.0,0.0
66,0.0,1.1524069044766263,2.9672879318940777,0.0,0.05301292466226978,0.12848205629504128,0.0,0.0,0.022377872551347388,0.0
67,0.0,1.6059739679210103,1.8399980791639003,0.0,6.73389055548932,1.6152326371054078,2.9513055968226123,0.0,0.0,0.19817253510946348
68,0.0,0.0,5.002100406285056,0.872182066121552,4.851728114323943,1.4918490013103456,0.0,0.2403696212911301,0.0,1.6275110827742467
69,0.07429203283822183,0.0,6.239831731899405,0.0,0.0,0.0,0.03443919317895699,0.0,0.0,0.0
70,0.18923502777342177,0.0,1.3154467534187406,0.0,0.0,0.0,2.414105007125577,0.06605911227444093,0.0,0.0
71,1.1061800433359195,0.9840301264249066,2.5817790657996373,0.0,0.06679849368245039,0.0,0.0,0.0,0.007232177080090874,0.0
72,0.0,0.0,0.1610304921425099,0.0,0.4246391908290514,0.0,1.242529790055571,0.020969457446147307,0.04412376595917393,0.0
73,0.0,0.05719150183308166,5.488430286920688,3.089590309890869,0.0,0.0,0.0024348780295747807,0.05466957145986852,1.3603077054500392,0.02464095296859285
74,0.0,0.0,5.166598782943962,0.6416781445249974,0.0,0.32819510921547873,0.0,0.0,0.0,1.3032188944793202
75,0.0,0.0,1.1357067787645554,0.0,0.0,0.0,0.0,0.02181366745620553,0.018418096298479642,0.07505100355207998
76,1.149434557033453,0.0,1.971058417220514,2.7604464213030533,0.40901526344596945,0.0,1.083484163811728,0.0,0.282544711682188,0.36060397519661064
77,0.020434837329170865,1.3838720447456423,1.0336923561587057,1.0579482672185339,0.09030176293452737,0.4545561277042288,0.0,0.07513069999367165,0.0,0.0
78,0.6584907668090685,0.3248584169698721,1.660501201216784,3.920578664760343,1.2627408440692287,0.0,0.33052531397528284,0.0,0.46137858746908184,0.0
79,3.6713867690408932,0.09276037484619752,0.0,3.821849290592663,0.0310670264892799,2.2961336227676417,0.0,0.0,0.03672371326752569,0.3080244282637053
80,0.18784550265151204,0.0,3.016371805266708,2.0553683185664,0.0,0.39889358169356615,0.030190813030439186,0.0,0.0,0.0
81,0.16741116119444255,0.0,6.859068886077126,2.0161729440552167,0.1776683662349066,0.0,0.0,0.0,0.0,0.0
82,0.0,0.22363340685490887,1.287895764215386,0.9386179938308354,0.0,0.13330872167553182,1.1444273559727682,0.0,0.004325983236049908,0.0
83,0.17421374674576895,0.0,0.20685682406654435,0.08661821721442546,0.01930683281816925,0.8608710309970455,0.0,0.0,0.0,0.02112861074858988
84,0.19393384557173457,2.474177013192371,0.5813906967714857,0.0,0.9306055827106495,0.00021292347504931687,0.0,0.0,0.0,0.0
85,0.10440518673420209,3.171791061392558,0.8100725136750455,0.2191924872315931,2.1963685492395575,0.2183439978108789,0.02970653254769351,0.06968450442345556,0.0589731590846376,0.0
